Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Adult Social Care,Payments for services,25.05.2017,5100919970,£592.00,Eam Home Care Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,25.05.2017,5100919972,£592.00,Eam Home Care Ltd,,,
Manchester City Council,Manchester Leisure,Grant Payments,25.05.2017,1905605176,£572.40,Close Neighbours Residents Assoc,,,
Manchester City Council,Adult Social Care,Equipment,25.05.2017,5100919904,"£13,204.00",Independent Life Solutions,,,
Manchester City Council,Adult Social Care,Equipment,25.05.2017,5100919901,"£6,000.00",Independent Life Solutions,,,
Manchester City Council,Adult Social Care,Equipment,25.05.2017,5100919902,"£5,845.00",Independent Life Solutions,,,
Manchester City Council,Adult Social Care,Equipment,25.05.2017,5100919905,£677.00,Independent Life Solutions,,,
Manchester City Council,Adult Social Care,Equipment,25.05.2017,5100919903,£655.00,Independent Life Solutions,,,
Manchester City Council,Chief Executives,Agency staff provision,25.05.2017,5100918736,"£1,310.27",Barker Ross Health & Social Care,,,
Manchester City Council,Corporate Services,Heart of Manchester Bid,25.05.2017,5100919179,"£2,042.80",Heart of Manchester BID Co Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,25.05.2017,5100919499,"£62,784.83",ABL Health Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,25.05.2017,5100919500,"£62,784.83",ABL Health Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,25.05.2017,5100919496,"£27,500.00",ABL Health Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,25.05.2017,5100919498,"£27,500.00",ABL Health Ltd,,,
Manchester City Council,Chief Executives,Mobilephone Charges,25.05.2017,5100919801,"£1,490.00",EE / Orange,,,
Manchester City Council,Chief Executives,Mobilephone Charges,25.05.2017,5100919803,"£1,195.00",EE / Orange,,,
Manchester City Council,Chief Executives,Mobilephone Charges,25.05.2017,5100919804,"£1,195.00",EE / Orange,,,
Manchester City Council,Chief Executives,Mobilephone Charges,25.05.2017,5100919799,£894.80,EE / Orange,,,
Manchester City Council,Adult Social Care,Professional fees,25.05.2017,5100919945,"£3,000.00",Cornerstone Design and Marketing,,,
Manchester City Council,Adult Social Care,Professional fees,25.05.2017,5100919943,£911.29,Cornerstone Design and Marketing,,,
Manchester City Council,Adult Social Care,Professional fees,25.05.2017,5100919942,-£911.29,Cornerstone Design and Marketing,,,
Manchester City Council,Manchester Leisure,Construction Works,25.05.2017,5100919950,£910.00,Services Metals North Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,25.05.2017,5100919040,"£6,666.00",Healthwatch Manchester,,,
Manchester City Council,Housing Revenue Account,I T Provision,25.05.2017,5100919962,£885.00,Aareon UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,25.05.2017,5100917972,"£1,580.00",WSI,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,25.05.2017,5100919956,"£6,837.00",Redacted Personal Information,,,
Manchester City Council,Hospitality + Trading Services,Works and associated costs for Land and Buildings,25.05.2017,5100919960,"£10,045.00",Springfield Mobile (Lancs) Ltd,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,25.05.2017,5100919816,£548.39,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Professional fees,25.05.2017,5100919570,"£25,045.00",TNP Ltd,,,
Manchester City Council,Adult Social Care,Foster Payments,25.05.2017,1905606409,"£1,908.00",Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Legal Fees,25.05.2017,1905588662,"£10,000.00",BPS Law LLP,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,25.05.2017,1905606350,£808.42,CPC,,,
Manchester City Council,Manchester Leisure,Planning Application Fees,25.05.2017,1905599598,"£1,610.00",TNS Developments Ltd,,,
Manchester City Council,Chief Executives,Compensation Payments,25.05.2017,1905605629,"£1,000.00",Cobleys LLP,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606498,"£13,749.00",Pollock Lifts Ltd,,,
Manchester City Council,Adult Social Care,Supporting People Payments,26.05.2017,5100920046,"£4,592.16",People First Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.05.2017,5100920051,"£1,950.00",People First Housing Association,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,26.05.2017,5100920132,"£27,042.93",Clearway Drainage Systems Ltd,,,
Manchester City Council,Manchester Leisure,Grant Payments,26.05.2017,5100920112,"£3,344.65",District Surveyors Associ. Ltd,,,
Manchester City Council,Manchester Leisure,Special Events,26.05.2017,5100919705,"£10,000.00",Manchester Literature Festival,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,26.05.2017,5100920151,£934.08,Arco Group Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,26.05.2017,5100920159,£544.08,Arco Group Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,26.05.2017,5100920150,£539.17,Arco Group Ltd,,,
Manchester City Council,Adult Social Care,Storage Costs,26.05.2017,5100920087,"£1,180.80",Apex Self Storage Ltd,,,
Manchester City Council,Adult Social Care,Storage Costs,26.05.2017,5100920086,£541.44,Apex Self Storage Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,26.05.2017,5100920078,£830.80,R & M Developments Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,26.05.2017,5100920080,£830.80,R & M Developments Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,26.05.2017,5100920079,£748.60,R & M Developments Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,26.05.2017,5100920017,"£61,895.00",Connell Bros Ltd,,,
Manchester City Council,Highways Services,Professional fees,26.05.2017,5100920045,"£2,528.00",AECOM Limited,,,
Manchester City Council,Highways Services,Compensation Payments,26.05.2017,1905589839,"£5,750.00",Sheldon Davidson Solicitors,,,
Manchester City Council,Highways Services,Legal Fees,26.05.2017,1905589835,"£6,414.50",Sheldon Davidson Solicitors,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,26.05.2017,5100919224,"£222,113.18",Laing O'Rourke Construction Ltd,,,
Manchester City Council,Regeneration Finance,Legal Fees,26.05.2017,1905601398,"£3,000.00",Kings Chambers,,,
Manchester City Council,Adult Social Care,Rents,26.05.2017,5100919895,"£5,357.10",Commercial Real Estates Management,,,
Manchester City Council,Adult Social Care,Rents,26.05.2017,5100919828,£698.40,Commercial Real Estates Management,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,26.05.2017,5100920122,"£2,666.19",Clean-Up UK Limited,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,26.05.2017,5100920118,"£1,625.00",Clean-Up UK Limited,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,26.05.2017,5100920115,"£1,180.00",Clean-Up UK Limited,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,26.05.2017,5100920117,£975.00,Clean-Up UK Limited,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,26.05.2017,5100920116,£885.00,Clean-Up UK Limited,,,
Manchester City Council,Hospitality + Trading Services,Cash Collection,26.05.2017,1905599553,£617.31,G4S Cash Solutions (Uk) Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,26.05.2017,5100920058,"£6,501.29",Lakeside School,,,
Manchester City Council,Adult Social Care,Payments for services,26.05.2017,5100920056,"£6,311.94",Lakeside School,,,
Manchester City Council,Manchester Leisure,Hire of Machinery,26.05.2017,5100919995,"£2,520.00",Balmers GM Ltd,,,
Manchester City Council,Manchester Leisure,Hire of Machinery,26.05.2017,5100919993,"-£2,520.00",Balmers GM Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606845,"£1,087.81",Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606765,£821.32,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606821,£772.22,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606797,£729.75,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606756,£698.51,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606847,£639.58,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606818,£632.16,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606702,£612.17,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606817,£595.63,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606760,£578.00,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606703,£576.39,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606777,£559.23,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606792,£531.07,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606781,£517.50,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606816,£517.28,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606824,£517.20,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,26.05.2017,1905606772,£512.95,Brake Bros Foodservice Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,26.05.2017,5100919833,£900.00,Arboricultural Services Treework,,,
Manchester City Council,Regeneration Finance,Professional fees,26.05.2017,5100919929,"£2,746.00",Airborne Environmental Consultants,,,
Manchester City Council,Adult Social Care,Rents,26.05.2017,1905605588,£600.00,Happy Homes Uk Ltd,,,
Manchester City Council,Chief Executives,Publications,26.05.2017,5100919921,"£1,065.00",Thompson Reuters,,,
Manchester City Council,Chief Executives,Publications,26.05.2017,5100920098,£985.00,Thompson Reuters,,,
Manchester City Council,Adult Social Care,Payments for services,26.05.2017,5100920048,"£7,130.00",Turning Point,,,
Manchester City Council,Adult Social Care,Payments for services,26.05.2017,5100919953,"£40,000.00",After Adoption,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606509,"£6,688.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606506,"£2,718.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606508,"£2,569.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606510,"£2,233.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606502,"£2,173.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606503,"£2,173.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606504,"£2,173.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606505,"£2,173.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606497,"£2,159.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1700071406,"-£2,371.00",Stannah Lift Services Ltd,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Payments for services,26.05.2017,5100920001,"£159,200.00",Stockport Metropolitan Borough,,,
Manchester City Council,Adult Social Care,Rents,26.05.2017,5100919998,"£4,947.66",Irwell Valley Housing Association,,,
Manchester City Council,Adult Social Care,Payments for services,26.05.2017,5100920043,"£46,865.00",Social Care Services (Clayton) Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.05.2017,5100919957,"£25,000.00",Manchester Care & Repair Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.05.2017,5100919959,"£25,000.00",Manchester Care & Repair Ltd,,,
Manchester City Council,Manchester Leisure,Special Events,26.05.2017,5100920120,"£55,000.00",Walk The Plank Ltd,,,
Manchester City Council,Adult Social Care,Agency staff provision,26.05.2017,5100920060,"£1,215.00",City Care Partnership Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,26.05.2017,1905601375,£686.40,Stockport Psychology Services,,,
Manchester City Council,Highways Services,Legal Fees,26.05.2017,1905605584,£637.00,Department For Work & Pensions,,,
Manchester City Council,Manchester Leisure,Stationery,26.05.2017,5100919981,£792.14,J Hewit & Sons Ltd,,,
Manchester City Council,Corporate Services,Seconded Employees,26.05.2017,5100920013,"£229,476.68",GMCA,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,26.05.2017,5100920042,"£14,128.07",Manchester Working Ltd,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,26.05.2017,5100920044,"£3,394.78",Manchester Working Ltd,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,26.05.2017,5100920140,"£9,430.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,26.05.2017,5100919698,£852.36,Expert Electrical Supplies Ltd,,,
Manchester City Council,Corporate Services,Whitefinger Compensation Provision,26.05.2017,1905606516,"£15,000.00",Simpsons Solicitors,,,
Manchester City Council,Insurance Fund,Insurance,26.05.2017,1905601400,"£98,481.25",Forbes Solicitors,,,
Manchester City Council,Adult Social Care,Professional fees,26.05.2017,1905599558,£665.00,Anglia DNA Services,,,
Manchester City Council,Adult Social Care,Professional fees,26.05.2017,5100920022,£739.20,Childrens and Families Across Borde,,,
Manchester City Council,Regeneration Finance,Professional fees,26.05.2017,5100917675,"£10,052.10",Turner & Townsend Project,,,
Manchester City Council,Insurance Fund,Insurance,26.05.2017,1905605587,"£3,404.70",Weightmans LLP Solicitors,,,
Manchester City Council,Insurance Fund,Insurance,26.05.2017,1905605585,"£1,654.40",Weightmans LLP Solicitors,,,
Manchester City Council,Chief Executives,Telecoms Maintenance,26.05.2017,5100919694,"£3,935.70",Kenson Network Engineering Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,26.05.2017,5100920090,"£1,403.63",AA Projects Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,26.05.2017,5100919556,"£87,120.99",Cruden Group Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.05.2017,5100919881,"£2,693.70",Manchester Womens Aid,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.05.2017,5100919886,"£2,693.66",Manchester Womens Aid,,,
Manchester City Council,Chief Executives,Agency staff provision,26.05.2017,5100920002,"£31,578.61",Liquid Personnel Ltd,,,
Manchester City Council,Highways Services,Compensation Payments,26.05.2017,1905606337,"£3,200.00",HSK Solicitors,,,
Manchester City Council,Highways Services,Legal Fees,26.05.2017,1905606337,"£2,192.00",HSK Solicitors,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.05.2017,5100920010,"£1,524.25",N-Gage Project,,,
Manchester City Council,Regeneration Finance,Rents,26.05.2017,5100919983,"£1,794.96",The East Manchester Academy,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.05.2017,1905606671,£808.00,Ecomix Concrete Ltd,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.05.2017,1905606675,£646.40,Ecomix Concrete Ltd,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.05.2017,1905606673,£565.60,Ecomix Concrete Ltd,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.05.2017,1905606677,£565.60,Ecomix Concrete Ltd,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.05.2017,1905606679,£565.60,Ecomix Concrete Ltd,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.05.2017,1905606680,£565.60,Ecomix Concrete Ltd,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.05.2017,1905606682,£565.60,Ecomix Concrete Ltd,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,26.05.2017,5100919629,"£1,401.00",Funeral Prtnrs t/a Michael Kennedy,,,
Manchester City Council,Chief Executives,Agency staff provision,26.05.2017,5100918926,"£5,228.01",247 Professional Health,,,
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,26.05.2017,5100920126,£900.00,Review Travel Ltd,,,
Manchester City Council,Chief Executives,Travel,26.05.2017,5100920126,£501.76,Review Travel Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,26.05.2017,5100919166,"£37,640.00",Westfield Minibuses,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,26.05.2017,5100920005,"£7,008.97",SIG Roofing Supplies,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606501,"£4,857.34",Kier Services Ltd - Maint West,,,
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,26.05.2017,5100919183,"£6,210.00",Cornthwaite Tree Care,,,
Manchester City Council,Corporate Services,Heart of Manchester Bid,26.05.2017,5100919567,"£400,000.00",Heart of Manchester BID Co Ltd,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,26.05.2017,5100920088,"£1,098.00",Superkids Levenshulme Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.05.2017,5100920107,"£4,464.00",Reform Radio CIC,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.05.2017,5100920109,"£2,448.00",Reform Radio CIC,,,
Manchester City Council,Manchester Leisure,Professional fees,26.05.2017,5100920137,£510.42,Manchester Central Library Developm,,,
Manchester City Council,Corporate Services,Signers/Interpreters Fees,26.05.2017,5100918734,"£2,135.00",Interpreting Solutions Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,26.05.2017,5100918932,"£7,773.29",Gian Healthcare Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,26.05.2017,5100919170,"£1,000.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Professional fees,26.05.2017,5100920075,"£1,000.00",Redacted Personal Information,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606511,"£7,785.56",UPS Building & Maintenance Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606493,"£5,344.03",UPS Building & Maintenance Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606492,"£5,312.25",UPS Building & Maintenance Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606496,"£5,238.69",UPS Building & Maintenance Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606494,"£4,831.81",UPS Building & Maintenance Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606507,"£2,442.85",UPS Building & Maintenance Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606500,"£1,541.33",UPS Building & Maintenance Ltd,,,
Manchester City Council,Housing General Fund,Building Works,26.05.2017,1905606495,£571.25,UPS Building & Maintenance Ltd,,,
Manchester City Council,Adult Social Care,Equipment,26.05.2017,5100917631,£600.00,Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Day Care Payments,26.05.2017,5100920136,£717.00,Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Professional fees,26.05.2017,1905606312,£967.50,Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,26.05.2017,1905605637,£541.20,Noted UK Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,26.05.2017,1905598986,£525.00,Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Rents,26.05.2017,1905605592,£675.00,Brentwood Lettings,,,
Manchester City Council,Corporate Services,Compensation Payments,26.05.2017,1905605627,"£4,350.00",WE Solicitors LLP,,,
Manchester City Council,Highways Services,Compensation Payments,26.05.2017,1905606315,"£1,500.00",AEGIS LEGAL,,,
Manchester City Council,Highways Services,Compensation Payments,26.05.2017,1905605631,"£3,500.00",Ward and Ryder Solicitors,,,
Manchester City Council,Highways Services,Compensation Payments,26.05.2017,1905605639,"£1,600.00",Wikin Chapman Solicitors,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,30.05.2017,5100920081,"£8,410.50",People First Housing Association,,,
Manchester City Council,Adult Social Care,Training and Development,30.05.2017,5100920227,"£1,150.00",Council For Awards In Children'S Ca,,,
Manchester City Council,Manchester Leisure,Taxi Vehicle Materials,30.05.2017,5100920399,"£3,067.90",New Auto Ltd T/A Mogo (Uk),,,
Manchester City Council,Manchester Leisure,Vehicle Fuel Costs,30.05.2017,5100920222,£703.24,Carlton Fuels Ltd,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.05.2017,5100919826,"£2,240.00",Instarmac Group Ltd,,,
Manchester City Council,Chief Executives,Licences Purchase,30.05.2017,5100920305,"£20,985.00",Ibm United Kingdom Financial Serv.L,,,
Manchester City Council,Adult Social Care,Equipment,30.05.2017,5100920307,£525.00,Adoption Matters Northwest,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.05.2017,5100917960,"£1,056.00",Connect Cars Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.05.2017,5100920304,"£1,056.00",Connect Cars Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.05.2017,5100920302,"-£1,056.00",Connect Cars Ltd,,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,30.05.2017,5100919515,£767.04,Hall Cleaning Services Ltd,,,
Manchester City Council,Adult Social Care,Day Care Payments,30.05.2017,5100920382,"£1,782.47",Cooperative Childcare,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,30.05.2017,5100916015,"£3,609.90",Gaddum Centre,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920195,"£35,055.32",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920204,"£7,272.29",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920205,"£5,407.23",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920207,"£2,710.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920191,"£2,370.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920193,"£2,065.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920213,"£1,975.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920206,"£1,949.95",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920209,"£1,797.12",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.05.2017,5100920215,"£1,690.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,30.05.2017,5100920400,"£1,267.36",Badenoch & Clark,,,
Manchester City Council,Highways Services,Hire of Machinery,30.05.2017,5100920214,"£1,600.00",Utilities Design & Planning Ltd,,,
Manchester City Council,Highways Services,Special Events,30.05.2017,5100917377,"£1,600.00",Utilities Design & Planning Ltd,,,
Manchester City Council,Highways Services,Special Events,30.05.2017,5100920212,"-£1,600.00",Utilities Design & Planning Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,30.05.2017,5100920294,"£1,038.50",R & M Developments Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,30.05.2017,5100920311,"£1,038.50",R & M Developments Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,30.05.2017,5100920296,£830.80,R & M Developments Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,30.05.2017,5100920306,£810.00,R & M Developments Ltd,,,
Manchester City Council,Highways Services,Professional fees,30.05.2017,5100920047,"£5,940.00",AECOM Limited,,,
Manchester City Council,Chief Executives,Agency staff provision,30.05.2017,5100920364,"£8,952.23",Reed Employment Plc,,,
Manchester City Council,Chief Executives,Agency staff provision,30.05.2017,5100920442,"£4,303.99",Reed Employment Plc,,,
Manchester City Council,Chief Executives,Agency staff provision,30.05.2017,5100920439,"-£4,308.99",Reed Employment Plc,,,
Manchester City Council,Corporate Services,Legal Fees,30.05.2017,5100920083,£700.00,Kings Chambers,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,30.05.2017,5100920281,£575.00,Kingkraft Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,30.05.2017,5100920072,£966.35,Network Ventures Ltd T/A Topcare,,,
Manchester City Council,Manchester Leisure,Equipment,30.05.2017,5100919847,£572.00,Eagle Containers Ltd,,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.05.2017,5100920248,"£4,166.67",ACORN Recovery Projects,,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.05.2017,5100920239,"£4,158.59",ACORN Recovery Projects,,,
Manchester City Council,Adult Social Care,Payments for services,30.05.2017,5100920089,£555.00,Randstad Education,,,
Manchester City Council,Chief Executives,Agency staff provision,30.05.2017,5100919284,"£6,239.31",Deekay Technical Recruitment Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,30.05.2017,5100919955,"£46,399.00",After Adoption,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,30.05.2017,5100918868,"£7,799.50",Manchester Rape Crisis Line.,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,30.05.2017,5100920252,"£1,104.00",Zion Arts Centre Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,30.05.2017,5100920372,"£34,743.00",Creative Support Ltd,,,
Manchester City Council,Adult Social Care,Signers/Interpreters Fees,30.05.2017,5100919874,£545.60,Language Line Ltd,,,
Manchester City Council,Housing General Fund,Building Works,30.05.2017,1905606499,"£4,580.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,30.05.2017,1700071407,"-£4,410.00",Stannah Lift Services Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,30.05.2017,5100920265,"£5,312.50",Pure Innovations Ltd,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,30.05.2017,5100920362,"£3,875.44",Bolton Mbc,,,
Manchester City Council,Manchester Leisure,Rents,30.05.2017,5100920211,"£2,378.43",Wythenshawe Forum Trust Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,30.05.2017,5100917959,"£35,000.00",Northwards Housing Limited,,,
Manchester City Council,Adult Social Care,Agency staff provision,30.05.2017,5100920247,£500.00,Independent Choices Gtr Manchester,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,30.05.2017,5100920262,"£13,175.00",Manchester People First,,,
Manchester City Council,Manchester Leisure,Professional fees,30.05.2017,5100920190,"£1,742.00",Contact Photographic Services Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,30.05.2017,5100920225,£625.00,Contact Photographic Services Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,30.05.2017,5100920194,£528.00,Contact Photographic Services Ltd,,,
