Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Manchester Leisure,Hire of Premises,26.07.2018,5100987702,£580.00,Manchester Cathedral Visitor Centre,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.07.2018,5100987560,£580.00,MAV Youth Empowerment Programme,,
Manchester City Council,Housing Revenue Account,Gas,26.07.2018,1906137938,£574.96,Scottish & Southern Energy Plc,,
Manchester City Council,Adult Social Care,Foster Payments,26.07.2018,1906138356,£571.65,Redacted Personal Information,,
Manchester City Council,Housing Revenue Account,Gas,26.07.2018,1906137932,£565.89,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,26.07.2018,1906137985,£565.89,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,26.07.2018,1906137974,£565.32,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,26.07.2018,1906137953,£565.17,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,26.07.2018,1906137957,£557.23,Scottish & Southern Energy Plc,,
Manchester City Council,Manchester Leisure,Professional fees,26.07.2018,1906132609,£550.00,CJ Griffin Associates Ltd,,
Manchester City Council,Chief Executives,Catering,26.07.2018,5100987554,£540.00,Manchester City Galleries Dev Co,,
Manchester City Council,Housing Revenue Account,Gas,26.07.2018,1906137956,£535.16,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,26.07.2018,1906137945,£526.03,Scottish & Southern Energy Plc,,
Manchester City Council,Chief Executives,Compensation Payments,26.07.2018,1906138074,£525.10,Stockport Psychology Services,,
Manchester City Council,Adult Social Care,Equipment,26.07.2018,5100987538,£525.00,TherApp UK Ltd,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,26.07.2018,1906132326,£524.51,Askews and Holts,,
Manchester City Council,Adult Social Care,Foster Payments,26.07.2018,1906138359,£509.20,Redacted Personal Information,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,26.07.2018,5100984353,£507.21,R & M Developments Ltd,,
Manchester City Council,Adult Social Care,Equipment,26.07.2018,1906138184,£500.93,Argos Business Solutions,,
Manchester City Council,Corporate Services,Professional fees,26.07.2018,5100987657,£500.00,Jack Pickett Consultancy Ltd,,
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,26.07.2018,5100987781,"-£1,067.95",Siemens Financial Services Ltd,,
Manchester City Council,Manchester Leisure,Licences Purchase,26.07.2018,5100987599,"-£5,625.00",Civica UK Ltd,,
Manchester City Council,Highways Services,General Office expenses,26.07.2018,5100987733,"-£8,126.00",Manchester & Cheshire Construction,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,26.07.2018,5100987725,"-£19,502.28",Ramboll UK Limited,,
Manchester City Council,Environment and Operations,Construction Works,26.07.2018,5100987765,"-£34,710.95",Excalon Limited,,
Manchester City Council,Chief Executives,Equipment Operating Lease,26.07.2018,5100987722,"-£63,884.94",Ricoh UK Ltd.,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,27.07.2018,5100980714,"£2,619,348.00",Central Mcr Uni Hospital t/a,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,27.07.2018,5100987979,"£1,333,524.19",Renaissance Miles Platting Ltd,,
Manchester City Council,Manchester Leisure,Refuse Collection,27.07.2018,5100988041,"£1,137,426.94",Biffa Municipal Limited,,
Manchester City Council,Manchester Leisure,Payments for services,27.07.2018,5100987872,"£485,000.00",Eastlands Trust Limited,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,27.07.2018,5100987672,"£401,023.00",Greater Manchester Mental Health,,
Manchester City Council,Childrens Services,Building Works,27.07.2018,5100987895,"£315,755.38",The Co-op Academy of Manchester,,
Manchester City Council,Environment and Operations,Construction Works,27.07.2018,5100987403,"£116,750.25",Kiely Bros Ltd,,
Manchester City Council,Adult Social Care,Transport Coach Hire,27.07.2018,5100987881,"£96,095.50",APTSL,,
Manchester City Council,Manchester Leisure,Refuse Collection,27.07.2018,5100988030,"£87,994.56",Biffa Municipal Limited,,
Manchester City Council,Environment and Operations,Construction Works,27.07.2018,5100987401,"£56,021.23",Kiely Bros Ltd,,
Manchester City Council,Environment and Operations,Construction Works,27.07.2018,5100987472,"£48,805.31",Kiely Bros Ltd,,
Manchester City Council,Environment and Operations,Construction Works,27.07.2018,5100987410,"£46,440.50",Kiely Bros Ltd,,
Manchester City Council,Adult Social Care,Payments for services,27.07.2018,5100987928,"£29,782.75",Bolton College,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27.07.2018,5100984553,"£24,000.00",Buro Happold Limited,,
Manchester City Council,Adult Social Care,Training and Development,27.07.2018,5100988014,"£19,284.00",One Education Ltd,,
Manchester City Council,Adult Social Care,Payments for services,27.07.2018,5100987847,"£18,670.44",4CT Limited,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,27.07.2018,5100988013,"£16,000.00",Reach out to the Community,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,27.07.2018,5100987857,"£13,909.49",Central Mcr Uni Hospital t/a,,
Manchester City Council,Manchester Leisure,Professional fees,27.07.2018,5100987645,"£12,285.01",Read - The Reading Agency,,
Manchester City Council,Adult Social Care,Supporting People Payments,27.07.2018,5100986793,"£11,771.00",People First Housing Association,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,27.07.2018,5100988056,"£11,340.00",Proper Job Theatre company,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,27.07.2018,5100988021,"£10,929.00",Redacted Personal Information,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27.07.2018,5100987867,"£10,500.00",Gardiner & Theobald LLP,,
Manchester City Council,Regeneration Finance,Professional fees,27.07.2018,5100984598,"£9,931.96",Mast LIFT Company Ltd,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27.07.2018,5100987887,"£9,250.00",Gardiner & Theobald LLP,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27.07.2018,5100987998,"£9,250.00",Gardiner & Theobald LLP,,
Manchester City Council,Housing General Fund,Building Works,27.07.2018,1906138734,"£9,225.00",Abensons Solicitors,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,27.07.2018,5100988027,"£8,865.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,27.07.2018,5100987585,"£7,825.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Payments for services,27.07.2018,5100987860,"£7,312.50",Central Mcr Uni Hospital t/a,,
Manchester City Council,Adult Social Care,Transport Coach Hire,27.07.2018,5100987547,"£7,092.00",T/A Schools Direct,,
Manchester City Council,Adult Social Care,Transport Coach Hire,27.07.2018,5100987772,"£7,092.00",T/A Schools Direct,,
Manchester City Council,Regeneration Finance,Rodent and Pest Control,27.07.2018,5100987777,"£6,738.64",Victoria Baths Trust,,
Manchester City Council,Hospitality + Trading Services,Tyres and Tubes,27.07.2018,5100987885,"£6,650.40",ATS Euromaster Limited,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,27.07.2018,5100988059,"£6,647.00",Proper Job Theatre company,,
Manchester City Council,Adult Social Care,Transport Coach Hire,27.07.2018,5100987546,"£6,382.80",T/A Schools Direct,,
Manchester City Council,Adult Social Care,Transport Coach Hire,27.07.2018,5100987776,"£6,382.80",T/A Schools Direct,,
Manchester City Council,Adult Social Care,Home Care ,27.07.2018,5100988165,"£6,293.82",Standwalk Ltd,,
Manchester City Council,Chief Executives,Agency staff provision,27.07.2018,5100988102,"£5,851.30",Badenoch & Clark,,
Manchester City Council,Regeneration Finance,Professional fees,27.07.2018,5100987897,"£5,799.55",Mast LIFT Company Ltd,,
Manchester City Council,Adult Social Care,Professional fees,27.07.2018,5100987855,"£4,550.00",Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,27.07.2018,5100988058,"£4,288.00",Proper Job Theatre company,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,27.07.2018,5100988146,"£4,233.33",The Depaul Trust,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,27.07.2018,5100987974,"£4,050.33",Independent Choices Gtr Manchester,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,27.07.2018,5100987976,"£4,050.33",Independent Choices Gtr Manchester,,
Manchester City Council,Hospitality + Trading Services,Transport Taxis,27.07.2018,5100988009,"£3,565.00",APTSL,,
Manchester City Council,Highways Services,Compensation Payments,27.07.2018,1906136316,"£3,530.00",Express Solicitors,,
Manchester City Council,Chief Executives,Compensation Payments,27.07.2018,1906138340,"£3,520.00",Calamat Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,27.07.2018,5100987866,"£3,392.19",Technology Solutions Ltd,,
Manchester City Council,Manchester Leisure,Professional fees,27.07.2018,5100987973,"£3,301.50",Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Security,27.07.2018,5100988064,"£3,212.00",Disclosure & Barring Service,,
Manchester City Council,Adult Social Care,Payments for services,27.07.2018,5100987908,"£3,209.61",The Together Trust,,
Manchester City Council,Adult Social Care,Home Care ,27.07.2018,5100988160,"£3,005.32",Standwalk Ltd,,
Manchester City Council,Insurance Fund,Insurance,27.07.2018,1906138351,"£3,000.00",Thompsons Solicitors,,
Manchester City Council,Highways Services,Grounds Maintenance Costs,27.07.2018,5100987670,"£2,965.00",Bridgewater Canal Company,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,27.07.2018,5100987956,"£2,881.79",Breakthrough Uk Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,27.07.2018,5100985313,"£2,720.82",Dawsongroup Sweepers,,
Manchester City Council,Adult Social Care,Home Care ,27.07.2018,5100988161,"£2,506.95",Standwalk Ltd,,
Manchester City Council,Manchester Leisure,Professional fees,27.07.2018,5100987978,"£2,475.00",Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Expenditure re Internal Trading Ordered Externally,27.07.2018,5100988069,"£2,462.25",Chancellors Hotel & Conf Centre,,
Manchester City Council,Chief Executives,Agency staff provision,27.07.2018,5100987902,"£2,423.65",Ashberry Recruitment Ltd,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,27.07.2018,5100987807,"£2,347.86",SMG (Europe) Ltd,,
Manchester City Council,Environment and Operations,Construction Works,27.07.2018,5100987377,"£2,136.89",GMCA,,
Manchester City Council,Environment and Operations,Construction Works,27.07.2018,5100987375,"£2,112.64",GMCA,,
Manchester City Council,Housing General Fund,Building Works,27.07.2018,1906138732,"£2,075.00",Abensons Solicitors,,
Manchester City Council,Manchester Leisure,Payments for services,27.07.2018,5100987916,"£1,993.75",W S Education,,
Manchester City Council,Adult Social Care,Home Care ,27.07.2018,5100988158,"£1,878.46",Standwalk Ltd,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,27.07.2018,1906128354,"£1,860.00",Redacted Personal Information,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,27.07.2018,5100987340,"£1,800.00",Arboricultural Services Treework,,
Manchester City Council,Regeneration Finance,Cleaning Equipment,27.07.2018,5100988012,"£1,735.20",Power Care,,
Manchester City Council,Manchester Leisure,Professional fees,27.07.2018,5100987982,"£1,670.00",Redacted Personal Information,,
Manchester City Council,Highways Services,Grounds Maintenance Costs,27.07.2018,5100987671,"£1,614.00",Bridgewater Canal Company,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,27.07.2018,5100987992,"£1,595.37",Broomwood Primary School,,
Manchester City Council,Chief Executives,Agency staff provision,27.07.2018,5100987893,"£1,564.00",Redacted Personal Information,,
Manchester City Council,Housing Revenue Account,Supporting People Payments,27.07.2018,5100987740,"£1,538.46",Northwards Housing Limited,,
Manchester City Council,Highways Services,Training and Development,27.07.2018,5100987874,"£1,480.00",Monks Training Services Ltd,,
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,27.07.2018,5100986905,"£1,460.00",Seta Ltd,,
Manchester City Council,Chief Executives,Compensation Payments,27.07.2018,1906138344,"£1,436.00",Millennium Translation Ltd,,
Manchester City Council,Corporate Services,External repairs and maintenance for buildings,27.07.2018,5100985803,"£1,423.75",Lloyd Evans Prichard Ltd,,
Manchester City Council,Adult Social Care,Equipment,27.07.2018,5100987972,"£1,380.80",Drive Devilbiss Healthcare Ltd,,
Manchester City Council,Adult Social Care,Residential Care Homes Payments,27.07.2018,1906138730,"£1,250.00",Redacted Personal Information,,
Manchester City Council,Highways Services,Building Materials for direct delivery,27.07.2018,5100988053,"£1,231.65",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,27.07.2018,5100988029,"£1,225.53",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,27.07.2018,5100988063,"£1,225.53",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,27.07.2018,5100988051,"£1,222.47",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,27.07.2018,5100988055,"£1,217.88",TARMAC,,
Manchester City Council,Corporate Services,CRB Fees,27.07.2018,5100988156,"£1,215.00",United Medicare Ltd,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,27.07.2018,1906136345,"£1,200.00",Manchester Carers Forum,,
Manchester City Council,Chief Executives,Compensation Payments,27.07.2018,1906138365,"£1,200.00",Redacted Personal Information,,
Manchester City Council,Insurance Fund,Miscellaneous Insurance Premium,27.07.2018,1906138735,"£1,147.49",CPE MANCHESTER 01 SARL,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,27.07.2018,5100987338,"£1,140.00",Arboricultural Services Treework,,
Manchester City Council,Adult Social Care,Training and Development,27.07.2018,5100987945,"£1,100.00",University Of Manchester,,
Manchester City Council,Adult Social Care,Training and Development,27.07.2018,5100987846,"£1,100.00",Redacted Personal Information,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,27.07.2018,5100987943,"£1,038.50",R & M Developments Ltd,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,27.07.2018,5100987612,"£1,024.23",Sitewatch Fire & Surveillance Ltd,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,27.07.2018,5100987940,"£1,012.50",R & M Developments Ltd,,
Manchester City Council,Manchester Leisure,Equipment,27.07.2018,5100988130,"£1,000.00",Willfab Ltd,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27.07.2018,5100987412,"£1,000.00",Keelagher Okey Associates Ltd t/a,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27.07.2018,5100987419,"£1,000.00",Keelagher Okey Associates Ltd t/a,,
Manchester City Council,Chief Executives,Compensation Payments,27.07.2018,1906136213,£993.10,Stockport Psychology Services,,
Manchester City Council,Insurance Fund,Insurance,27.07.2018,1906137349,£985.42,Finch Insurance Brokers Limited,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,27.07.2018,5100987811,£981.00,SMG (Europe) Ltd,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,27.07.2018,5100987994,£961.38,Broomwood Primary School,,
Manchester City Council,Adult Social Care,Home Care ,27.07.2018,5100988164,£919.05,Standwalk Ltd,,
Manchester City Council,Adult Social Care,Home Care ,27.07.2018,5100988168,£903.12,Standwalk Ltd,,
Manchester City Council,Chief Executives,Professional fees,27.07.2018,5100987917,£902.00,Sharpfutures Manchester CIC,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,27.07.2018,5100987843,£900.72,Museums and Galleries Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,27.07.2018,5100987926,£867.45,Carlton Fuels Ltd,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,27.07.2018,5100987904,£833.05,Macdonald Manchester Hotel,,
Manchester City Council,Adult Social Care,Payments for services,27.07.2018,5100988017,£780.00,Redacted Personal Information,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,27.07.2018,5100987931,£777.97,Redacted Personal Information,,
Manchester City Council,Adult Social Care,Transport Coach Hire,27.07.2018,5100987471,£768.00,T/a K Travel,,
Manchester City Council,Highways Services,Building Materials for direct delivery,27.07.2018,5100987849,£746.35,Proteus Equipment Ltd,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,27.07.2018,5100987812,£727.52,Mitie Cleaning & Environmental,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,27.07.2018,5100987816,£727.52,Mitie Cleaning & Environmental,,
Manchester City Council,Highways Services,Building Materials for direct delivery,27.07.2018,5100988061,£720.72,TARMAC,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,27.07.2018,5100988141,£678.50,Redacted Personal Information,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,27.07.2018,5100988006,£634.67,Redacted Personal Information,,
Manchester City Council,Corporate Services,I T Provision,27.07.2018,5100987565,£621.97,Northgate Public Services (UK) Ltd,,
Manchester City Council,Adult Social Care,Payments for services,27.07.2018,5100987907,£581.20,Carers Trust 4All,,
Manchester City Council,Adult Social Care,Professional fees,27.07.2018,1906131853,£579.00,Mental Health Associates Ltd,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,27.07.2018,5100987882,£577.50,D-Tech International Ltd,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.07.2018,5100988037,£513.00,First Bus,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.07.2018,5100988039,£513.00,First Bus,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.07.2018,5100988040,£513.00,First Bus,,
Manchester City Council,Corporate Services,External repairs and maintenance for buildings,27.07.2018,5100987889,-£711.90,Lloyd Evans Prichard Ltd,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,27.07.2018,5100987810,-£727.52,Mitie Cleaning & Environmental,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,27.07.2018,5100987813,-£727.52,Mitie Cleaning & Environmental,,
Manchester City Council,Adult Social Care,Transport Coach Hire,27.07.2018,5100988038,"-£6,382.80",T/A Schools Direct,,
Manchester City Council,Adult Social Care,Transport Coach Hire,27.07.2018,5100988036,"-£7,092.00",T/A Schools Direct,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27.07.2018,5100988223,"-£24,000.00",Buro Happold Limited,,
Manchester City Council,Environment and Operations,Construction Works,27.07.2018,5100987787,"-£109,579.18",Kiely Bros Ltd,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,30.07.2018,5100987817,"£158,435.08",Greater Manchester Mental Health,,
Manchester City Council,Regeneration Finance,Rents,30.07.2018,1906138580,"£86,049.70",Regus Management (UK) Ltd,,
Manchester City Council,Regeneration Finance,Refuse Collection,30.07.2018,5100987713,"£51,349.87",Biffa Municipal Limited,,
Manchester City Council,Adult Social Care,Payments for services,30.07.2018,5100988182,"£49,392.00",Potensial Ltd (T/A Potens),,
Manchester City Council,Adult Social Care,Payments for services,30.07.2018,5100988211,"£49,392.00",Potensial Ltd (T/A Potens),,
Manchester City Council,Regeneration Finance,Refuse Collection,30.07.2018,5100987712,"£41,950.59",Biffa Municipal Limited,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,30.07.2018,5100987817,"£32,916.67",Greater Manchester Mental Health,,
Manchester City Council,Hospitality + Trading Services,Refuse Collection,30.07.2018,5100987880,"£24,054.60",Biffa Municipal Limited,,
Manchester City Council,Manchester Leisure,Transport and Driver Hire,30.07.2018,5100987987,"£23,882.00",Martinspeed Ltd,,
Manchester City Council,Adult Social Care,Respite Care Costs,30.07.2018,5100988214,"£20,585.00",Vesta Care,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,30.07.2018,5100987947,"£20,000.00",Utilities Design & Planning Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.07.2018,5100987964,"£18,675.27",Carlton Fuels Ltd,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,30.07.2018,5100988015,"£16,755.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,30.07.2018,5100987817,"£14,538.42",Greater Manchester Mental Health,,
Manchester City Council,Manchester Leisure,Agency staff provision,30.07.2018,5100988175,"£13,735.45",University Of Manchester,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,30.07.2018,5100987817,"£11,763.25",Greater Manchester Mental Health,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,30.07.2018,1906137361,"£10,985.00",Evermore Academy Ltd,,
Manchester City Council,Adult Social Care,Equipment,30.07.2018,5100987708,"£9,900.00",Tunstall Healthcare (UK) Ltd,,
Manchester City Council,Manchester Leisure,I T Provision,30.07.2018,5100988329,"£9,636.72",Computeam Limited,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,30.07.2018,5100988197,"£7,650.00",Modern Designers,,
Manchester City Council,Adult Social Care,Equipment,30.07.2018,5100987747,"£7,494.00",Tunstall Healthcare (UK) Ltd,,
Manchester City Council,Hospitality + Trading Services,Refuse Collection,30.07.2018,5100987878,"£7,186.28",Biffa Municipal Limited,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.07.2018,5100987873,"£7,051.52",Northern Marking Limited,,
Manchester City Council,Highways Services,Professional fees,30.07.2018,5100987876,"£7,029.00",AECOM Limited,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,30.07.2018,5100988272,"£6,888.76",K L Properties,,
Manchester City Council,Adult Social Care,Training and Development,30.07.2018,1906136342,"£6,594.00",Barnardos Manchester Leaving Care S,,
Manchester City Council,Highways Services,Professional fees,30.07.2018,5100987896,"£6,320.00",AECOM Limited,,
Manchester City Council,Adult Social Care,Rents,30.07.2018,5100988241,"£6,136.63",Eeven Homes Ltd.,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,30.07.2018,5100988328,"£6,010.20",Talbot House Support Centre,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,30.07.2018,5100987052,"£5,999.37",F.R.Sharrock Ltd,,
Manchester City Council,Adult Social Care,Contract Cleaning External,30.07.2018,5100988188,"£5,952.00",Barnardo's,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,30.07.2018,5100988210,"£5,312.50",Pure Innovations Ltd,,
Manchester City Council,Adult Social Care,Equipment,30.07.2018,5100987724,"£4,950.00",Mangar International Ltd,,
Manchester City Council,Adult Social Care,Payments for services,30.07.2018,5100988296,"£4,882.30",OYY Lubavitch Boys School,,
Manchester City Council,Adult Social Care,Fixtures and Fittings,30.07.2018,1906136342,"£4,880.00",Barnardos Manchester Leaving Care S,,
Manchester City Council,Highways Services,Professional fees,30.07.2018,5100988308,"£4,810.00",AECOM Limited,,
Manchester City Council,Corporate Services,Professional fees,30.07.2018,5100987814,"£4,500.00",Wigan Metropolitan Borough Council,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.07.2018,5100988313,"£4,441.19",Your Housing Ltd.,,
Manchester City Council,Highways Services,Professional fees,30.07.2018,5100987852,"£4,384.50",AECOM Limited,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,30.07.2018,5100988231,"£4,244.75",The Big Life Company,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.07.2018,5100988192,"£4,158.48",ACORN Recovery Projects,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.07.2018,5100987962,"£4,125.00",D.J. Minibus Travel,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.07.2018,5100987971,"£4,095.00",Sumi Travel Ltd.,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,30.07.2018,5100988023,"£4,050.33",Independent Choices Gtr Manchester,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.07.2018,5100987953,"£3,890.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Payments for services,30.07.2018,5100988293,"£3,833.33",SMS Educ Independent Spec Sch,,
Manchester City Council,Adult Social Care,Professional fees,30.07.2018,5100988322,"£3,494.00",AECOM Limited,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.07.2018,5100987969,"£3,390.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,30.07.2018,1906136342,"£3,272.00",Barnardos Manchester Leaving Care S,,
Manchester City Council,Adult Social Care,Payments for services,30.07.2018,5100988298,"£3,105.00",Chaigeley Education Foundation,,
Manchester City Council,Manchester Leisure,Professional fees,30.07.2018,5100988312,"£3,091.25",Victoria & Albert Museum,,
Manchester City Council,Chief Executives,Agency staff provision,30.07.2018,5100988144,"£2,751.30",NonStop Recruitment Ltd,,
Manchester City Council,Insurance Fund,Insurance,30.07.2018,1906136220,"£2,732.63",Clyde & Co Claims LLP,,
Manchester City Council,Manchester Leisure,Printing,30.07.2018,5100987965,"£2,669.25",VIP-System Ltd,,
Manchester City Council,Chief Executives,Training and Development,30.07.2018,5100988043,"£2,662.50",Avado Learning Ltd,,
Manchester City Council,Chief Executives,Agency staff provision,30.07.2018,5100988350,"£2,629.90",Ashberry Recruitment Ltd,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,30.07.2018,5100988206,"£2,579.21",Manchester Jewellers Network,,
Manchester City Council,Chief Executives,Agency staff provision,30.07.2018,5100987905,"£2,366.18",Deekay Technical Recruitment Ltd,,
Manchester City Council,Adult Social Care,Rents,30.07.2018,1906136342,"£2,310.00",Barnardos Manchester Leaving Care S,,
Manchester City Council,Adult Social Care,Professional fees,30.07.2018,5100988325,"£2,261.00",AECOM Limited,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.07.2018,5100988342,"£2,000.00",Reach out to the Community,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,30.07.2018,5100988291,"£1,550.25",Redacted Personal Information,,
Manchester City Council,Adult Social Care,I T Provision,30.07.2018,5100987809,"£1,532.16",Insight Direct (Uk) Ltd,,
Manchester City Council,Chief Executives,Grant Payments,30.07.2018,5100988283,"£1,500.00",Smartsurvey Ltd,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.07.2018,5100987942,"£1,425.00",T/A Beresford Travel,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.07.2018,5100987951,"£1,425.00",JKR Travel,,
Manchester City Council,Adult Social Care,Equipment,30.07.2018,5100988081,"£1,380.80",Drive Devilbiss Healthcare Ltd,,
Manchester City Council,Chief Executives,Agency staff provision,30.07.2018,5100988303,"£1,365.00",Medicare First,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.07.2018,5100988202,"£1,350.00",Exec-Coach Services,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.07.2018,5100988157,"£1,330.00",APL Coachhire,,
Manchester City Council,Regeneration Finance,Rents,30.07.2018,1906138578,"£1,306.68",Regus Management (UK) Ltd,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,30.07.2018,5100988331,"£1,296.22",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,30.07.2018,5100987721,"£1,274.00",Greater Manchester Funeral Service,,
Manchester City Council,Corporate Services,Grant Payments,30.07.2018,5100987858,"£1,250.00",Pixel Financial Management,,
Manchester City Council,Regeneration Finance,Professional fees,30.07.2018,5100985506,"£1,225.00",Strata Consulting Ltd,,
Manchester City Council,Manchester Leisure,Catering,30.07.2018,5100987686,"£1,152.00",Back On Track,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,30.07.2018,5100988137,"£1,124.80",Transport for Greater Manchester,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,30.07.2018,5100988138,"£1,124.80",Transport for Greater Manchester,,
