Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Agency staff provision,28.11.2017,5100914536,"£9,297.98",Commission for the New Economy,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,28.11.2017,5100945520,"£12,997.00",Ove Arup & Partners Ltd,,,
Manchester City Council,Manchester Leisure,Equipment,29.11.2017,5100950505,£602.45,Back Care Solutions Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,29.11.2017,5100950653,"£1,680.00",Wythenshawe Community Farm,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,29.11.2017,5100950644,"£1,500.00",Treepartner,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,29.11.2017,5100950179,"£6,935.40",Tube Uk Ltd,,,
Manchester City Council,Manchester Leisure,Grant Payments,29.11.2017,5100950613,"£8,300.00",Wythenshawe Community Housing Group,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.11.2017,5100950719,"£1,000.00",Christ Church Harpurhey PCC,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.11.2017,5100948511,"£42,000.00",Salford Community Leisure Ltd,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.11.2017,5100950721,"£1,700.00",Rusholme & Fallowfield Comm Forum,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.11.2017,5100950733,"£2,500.00",Community Minded Ltd,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.11.2017,5100950617,"£1,404.00",Didsbury Traders & Business Assoc,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.11.2017,5100950458,"£3,803.50",PARCA,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.11.2017,5100950621,£750.00,Little Blackpool Comm Grp,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.11.2017,5100950720,"£2,000.00",The Architecture School (TASC),,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,29.11.2017,5100950670,"£1,469.00",Proper Job Theatre company,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,29.11.2017,5100946669,"£2,720.82",Dawson Rentals Sweepers,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,29.11.2017,1905844214,£806.43,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,29.11.2017,1905844227,£590.80,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,29.11.2017,1905844208,£566.94,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,29.11.2017,5100950678,"£1,887.90",Manchester Working Ltd,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,29.11.2017,5100950673,£726.95,Manchester Working Ltd,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,29.11.2017,5100950674,£726.95,Manchester Working Ltd,,,
Manchester City Council,Adult Social Care,Seconded Employees,29.11.2017,5100950622,"£5,125.75",Manchester University NHS,,,
Manchester City Council,Adult Social Care,Seconded Employees,29.11.2017,5100950628,"£5,125.75",Manchester University NHS,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,29.11.2017,5100950680,£913.75,Manchester Working Ltd,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,29.11.2017,5100950672,£846.05,Manchester Working Ltd,,,
Manchester City Council,Adult Social Care,Rents,29.11.2017,5100950718,"£82,976.29",Accommodation Links Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,29.11.2017,5100946285,"£5,918.00",Galaxy Cars,,,
Manchester City Council,Adult Social Care,Professional fees,29.11.2017,5100950642,"£3,814.80",EC Safeguarding Consultancy Ltd,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,29.11.2017,1905839232,£764.00,Newcastle upon Tyne NHS FT,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,29.11.2017,1905839222,"£1,530.21",East Cheshire NHS Trust,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29.11.2017,5100950734,"£1,255.51",Anchor Trust,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29.11.2017,5100950734,£930.03,Anchor Trust,,,
Manchester City Council,Adult Social Care,Payments for services,29.11.2017,5100950636,"£7,527.00",The Youth Justice Board,,,
Manchester City Council,Adult Social Care,Payments for services,29.11.2017,5100950624,"£5,730.00",The Youth Justice Board,,,
Manchester City Council,Adult Social Care,Payments for services,29.11.2017,5100950615,£573.00,The Youth Justice Board,,,
Manchester City Council,Adult Social Care,Payments for services,29.11.2017,5100950633,£520.00,Randstad Education,,,
Manchester City Council,Adult Social Care,Payments for services,29.11.2017,5100949893,"£3,750.00",Treatment Direct Ltd.,,,
Manchester City Council,Adult Social Care,Payments for services,29.11.2017,5100949892,£500.00,Treatment Direct Ltd.,,,
Manchester City Council,Adult Social Care,Payments for services,29.11.2017,5100949887,£500.00,Treatment Direct Ltd.,,,
Manchester City Council,Adult Social Care,Personal needs of client,29.11.2017,5100945496,£975.00,Prism Medical UK Carefree Division,,,
Manchester City Council,Adult Social Care,Personal needs of client,29.11.2017,5100941364,"£16,875.00",Ross Care,,,
Manchester City Council,Childrens Services,Building Works,29.11.2017,5100950627,"£1,518,879.37",The Co-op Academy of Manchester,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,29.11.2017,5100950464,"£1,075.00",Transport for Greater Manchester,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,29.11.2017,5100950464,£747.40,Transport for Greater Manchester,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,29.11.2017,5100950464,£747.00,Transport for Greater Manchester,,,
Manchester City Council,Corporate Services,Data Links,29.11.2017,5100950026,"£1,040.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Corporate Services,Grant and subscriptions awarded,29.11.2017,1905826249,£800.00,Social Business International Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29.11.2017,5100950716,"£3,100.00",Interval Films Ltd,,,
Manchester City Council,Corporate Services,Long Term Debtors,29.11.2017,5100950795,"£307,948.00",Nook & Key Ltd,,,
Manchester City Council,Housing Revenue Account,Supporting People Payments,29.11.2017,5100950631,"£1,538.46",Northwards Housing Limited,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,29.11.2017,5100949381,"£7,508.33",Northwards Housing Limited,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,29.11.2017,5100949370,"£7,064.00",Northwards Housing Limited,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,29.11.2017,5100949377,"£2,842.00",Northwards Housing Limited,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,29.11.2017,5100949365,"£2,110.00",Northwards Housing Limited,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,29.11.2017,5100949372,£910.00,Northwards Housing Limited,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,29.11.2017,5100947856,"£47,541.27",Northwards Housing Limited,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,29.11.2017,5100947860,"£8,073.10",Northwards Housing Limited,,,
Manchester City Council,Chief Executives,Agency staff provision,29.11.2017,5100950717,"£1,524.30",Proactive Personnel Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,29.11.2017,5100950089,"£1,485.00",Ashberry Recruitment Ltd,,,
Manchester City Council,Chief Executives,Training and Development,29.11.2017,5100948638,"£3,000.00",Cooler Projects CIC,,,
Manchester City Council,Chief Executives,Vehicle Hire Costs,29.11.2017,5100949927,"£1,163.00",CD Chauffeur Hire,,,
Manchester City Council,Chief Executives,Hire of Equipment,29.11.2017,5100950181,"£1,385.00",Tube Uk Ltd,,,
Manchester City Council,Chief Executives,Professional fees,29.11.2017,5100950655,£702.00,Dan Slee C2 Ltd t/a,,,
Manchester City Council,Chief Executives,Landline Telephone Charges,29.11.2017,1905829415,"£1,612.20",Daisy Communications Ltd,,,
Manchester City Council,Chief Executives,Mobilephone Charges,29.11.2017,1905829462,"£12,616.74",EE/T-Mobile,,,
Manchester City Council,Chief Executives,I T Provision,29.11.2017,5100950612,"£13,275.00",NTA Monitor Ltd,,,
Manchester City Council,Chief Executives,Advertising,29.11.2017,1905828411,£500.00,Wearestreetwise Ltd,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29.11.2017,5100950647,"£2,255.50",Drain Alert Limited,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,29.11.2017,5100950614,"£2,790.00",Risual Limited,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,29.11.2017,5100950608,"-£2,790.00",Risual Limited,,,
Manchester City Council,Manchester Leisure,Compensation Payments,29.11.2017,1905835837,"£2,794.00",Express Solicitors,,,
Manchester City Council,Highways Services,Compensation Payments,29.11.2017,1905836798,"£4,173.00",AEQUITAS LEGAL,,,
Manchester City Council,Regeneration Finance,Electricity,29.11.2017,1905828377,£721.10,BT PLC,,,
Manchester City Council,Regeneration Finance,Window Cleaning,29.11.2017,5100950681,"£1,383.00",Ferguson Cleaning Services LLP,,,
Manchester City Council,Regeneration Finance,Stationery,29.11.2017,5100950834,£527.56,Banner Group Limited,,,
Manchester City Council,Regeneration Finance,Professional fees,29.11.2017,5100931588,"£1,176.00",Turner & Townsend Project,,,
Manchester City Council,Highways Services,Professional fees,29.11.2017,5100949872,"£13,666.25",Atkins Limited,,,
Manchester City Council,Highways Services,Professional fees,29.11.2017,5100949869,"£5,872.52",Atkins Limited,,,
Manchester City Council,General Fund,Dividend Income,29.11.2017,1905837177,"£3,028.14",Derbyshire County Council,,,
Manchester City Council,Insurance Fund,Insurance,29.11.2017,1905836798,"£4,025.20",AEQUITAS LEGAL,,,
Manchester City Council,Manchester Leisure,Labour Charges,30.11.2017,5100949601,"£12,391.26",Trafford M B C,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.11.2017,5100950663,"£1,018.75",Technology Solutions Ltd,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.11.2017,5100950239,"£3,425.12",Manchester Working Ltd,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.11.2017,5100950219,£540.33,Manchester Working Ltd,,,
Manchester City Council,Manchester Leisure,Rents,30.11.2017,5100950959,£798.25,Eastlands Trust Limited,,,
Manchester City Council,Manchester Leisure,Rents,30.11.2017,5100951021,£500.00,Eastlands Trust Limited,,,
Manchester City Council,Manchester Leisure,Security,30.11.2017,5100946462,£927.21,Showsec International Ltd,,,
Manchester City Council,Manchester Leisure,Storage Costs,30.11.2017,5100946520,£866.82,Data Space Limited,,,
Manchester City Council,Manchester Leisure,Storage Costs,30.11.2017,5100946522,£537.86,Data Space Limited,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,30.11.2017,5100948954,£650.00,Groundwork Landscapes Ltd,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,30.11.2017,5100950793,"£6,749.36",Continental Landscapes Limited,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,30.11.2017,5100950794,"£6,749.36",Continental Landscapes Limited,,,
Manchester City Council,Manchester Leisure,Taxi Vehicle Materials,30.11.2017,5100950406,"£2,434.30",New Auto Ltd T/A Mogo (Uk),,,
Manchester City Council,Manchester Leisure,Public Transport,30.11.2017,5100950659,"£1,120.00",Transport for Greater Manchester,,,
Manchester City Council,Manchester Leisure,Equipment,30.11.2017,5100948548,£640.10,Whaleys (Bradford) Ltd,,,
Manchester City Council,Manchester Leisure,Equipment,30.11.2017,5100947067,"£7,120.00",Playsafety Ltd (t/a RoSPA),,,
Manchester City Council,Manchester Leisure,Equipment,30.11.2017,5100949728,"£1,090.00",Groundwork & Leisure Services Ltd,,,
Manchester City Council,Manchester Leisure,Equipment,30.11.2017,5100951009,"£2,630.00",Cornthwaite Tree Care,,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",30.11.2017,5100947002,£896.25,Warrington Cultural Trust,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2017,5100946141,"£2,326.60",Weedfree Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2017,5100946141,£606.70,Weedfree Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2017,5100949859,"£2,951.00",LK Pollution Response Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2017,5100949851,£603.36,LK Pollution Response Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2017,5100948290,£575.76,LK Pollution Response Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2017,5100950407,£559.00,Landscape Supply Company,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30.11.2017,5100948520,"£3,100.00",Treepartner,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2017,5100950751,"£1,984.00",Wythenshawe Community Farm,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2017,5100950749,£694.00,Wythenshawe Community Farm,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2017,5100950748,£560.00,Wythenshawe Community Farm,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2017,5100946502,"£5,277.00",Green Garden,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2017,5100950009,"£1,725.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.11.2017,5100950052,£780.00,A P Broome Landscapes Ltd,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,30.11.2017,5100949146,"£4,710.00",Eventplus Ltd,,,
Manchester City Council,Manchester Leisure,Catering Provisions,30.11.2017,5100949858,£720.00,People's History Museum,,,
Manchester City Council,Manchester Leisure,Catering,30.11.2017,5100950868,"£2,875.00",Manchester Central,,,
Manchester City Council,Manchester Leisure,Publications,30.11.2017,5100947454,£994.82,Waterstone's Booksellers Limited,,,
Manchester City Council,Manchester Leisure,Stationery,30.11.2017,5100949596,£844.80,Banner Group Limited,,,
Manchester City Council,Manchester Leisure,General Office expenses,30.11.2017,1905828399,"£5,760.90",GMC,,,
Manchester City Council,Manchester Leisure,Professional fees,30.11.2017,5100950715,"£7,170.00",Tim Garbutt Events Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,30.11.2017,5100950713,"£7,050.00",Tim Garbutt Events Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,30.11.2017,5100950488,"£20,000.00",The Growth Company Limited,,,
Manchester City Council,Manchester Leisure,Professional fees,30.11.2017,5100950773,£830.00,Interference Art,,,
Manchester City Council,Manchester Leisure,Professional fees,30.11.2017,5100950651,£770.00,Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,I T Provision,30.11.2017,5100951008,"£21,981.50",Computeam Limited,,,
Manchester City Council,Manchester Leisure,I T Provision,30.11.2017,5100947811,£524.52,CDW Limited,,,
Manchester City Council,Manchester Leisure,I T Provision,30.11.2017,5100950389,"£6,216.75",MCPC Systems UK Ltd,,,
Manchester City Council,Manchester Leisure,I T Provision,30.11.2017,5100949820,"£22,596.17",Civica UK Ltd,,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30.11.2017,5100950072,£825.00,Trinity College London,,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30.11.2017,5100950074,£620.00,Trinity College London,,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30.11.2017,5100950269,"£3,260.00",Corporate & Sporting Events,,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30.11.2017,1905827133,"£5,000.00",Localis Research Ltd,,,
Manchester City Council,Manchester Leisure,Cash Collection,30.11.2017,5100950459,"£9,675.00",Manchester Metropolitan University,,,
Manchester City Council,Manchester Leisure,Cash Collection,30.11.2017,5100950601,"£9,675.00",Manchester Metropolitan University,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.11.2017,5100949299,£717.47,Manchester Young Lives,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.11.2017,5100949172,"£66,300.00",Wythenshawe Forum Trust Ltd,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.11.2017,5100951002,"£11,410.50",Bolton College,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.11.2017,5100950744,"£30,000.00",University Of Manchester,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.11.2017,5100951030,"£1,200.02",Moston Meadows Residents Assoc,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.11.2017,5100951028,£500.00,Platt & Worsley Crt Residents Assoc,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.11.2017,5100949930,"£21,053.00",Path Yorkshire,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.11.2017,5100933825,"£11,410.50",Caritas - Talk English Project,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,30.11.2017,1905838824,£748.81,Askews and Holts,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,30.11.2017,1905838812,£691.58,Askews and Holts,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,30.11.2017,1905838811,£680.85,Askews and Holts,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,30.11.2017,1905838804,£635.35,Askews and Holts,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,30.11.2017,1905838828,£543.15,Askews and Holts,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,30.11.2017,1905838868,£783.00,Alexander Street Press (ProQuest),,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,30.11.2017,5100949719,"£12,842.00",Impact For All,,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,30.11.2017,5100950492,"£1,179.00",Universal Live,,,
Manchester City Council,Manchester Leisure,Payments for services,30.11.2017,5100950746,"£9,683.75",The Fitness Training Academy Ltd,,,
Manchester City Council,Manchester Leisure,Payments for services,30.11.2017,5100950030,£970.00,Dance and Fitness Agency Ltd,,,
Manchester City Council,Manchester Leisure,Payments for services,30.11.2017,5100950031,£830.00,Dance and Fitness Agency Ltd,,,
Manchester City Council,Manchester Leisure,Expenditure re Internal Trading Ordered Externally,30.11.2017,5100950714,"£4,450.00",Tim Garbutt Events Ltd,,,
Manchester City Council,Manchester Leisure,Expenditure re Internal Trading Ordered Externally,30.11.2017,5100950755,"£7,330.00",TG Production Supply Ltd,,,
Manchester City Council,Manchester Leisure,Expenditure re Internal Trading Ordered Externally,30.11.2017,5100950711,"£2,940.00",TG Production Supply Ltd,,,
Manchester City Council,Manchester Leisure,Expenditure re Internal Trading Ordered Externally,30.11.2017,5100950711,"£2,894.00",TG Production Supply Ltd,,,
Manchester City Council,Manchester Leisure,Expenditure re Internal Trading Ordered Externally,30.11.2017,5100950711,"£2,450.00",TG Production Supply Ltd,,,
Manchester City Council,Manchester Leisure,Legal Fees,30.11.2017,5100950767,£500.00,Kings Chambers,,,
Manchester City Council,Adult Social Care,Legal Fees,30.11.2017,5100949936,£525.00,Kings Chambers,,,
Manchester City Council,Chief Executives,Compensation Payments,30.11.2017,1905830578,"-£1,680.00",Marks & Clerk LLP,,,
Manchester City Council,Chief Executives,Compensation Payments,30.11.2017,1905835107,"-£1,680.00",Marks & Clerk LLP,,,
Manchester City Council,Corporate Services,Compensation Payments,30.11.2017,5100950982,£500.00,Gunner Cooke LLP,,,
Manchester City Council,Libraries and Theatres,Training and Development,30.11.2017,5100949789,"£7,000.00",Keep Britain Tidy,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949795,"£22,485.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949999,"£22,485.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100946026,"£14,990.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949798,"£14,990.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949804,"£14,990.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949992,"£14,990.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100946023,"£7,495.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949799,"£7,495.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949800,"£7,495.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949801,"£7,495.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100945888,"£1,300.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949785,"£1,300.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949797,"£1,185.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949997,"£1,185.00",Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100946138,£975.00,Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949806,£975.00,Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100950001,£975.00,Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100946029,£790.00,Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949783,£790.00,Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949805,£790.00,Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949993,£790.00,Biblioteca Ltd.,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,30.11.2017,5100949995,£650.00,Biblioteca Ltd.,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.11.2017,5100951015,"£17,626.54",Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.11.2017,5100951016,"£17,618.71",Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.11.2017,5100950196,"£17,125.50",Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.11.2017,5100950518,"£14,735.43",Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,30.11.2017,5100950425,"£9,561.87",Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Equipment,30.11.2017,5100947721,"£1,104.00",Norseman Direct,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,30.11.2017,5100946556,"£9,866.92",F.R.Sharrock Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,30.11.2017,5100950050,"£12,945.00",William G.Search Ltd,,,
Manchester City Council,Hospitality + Trading Services,Machinery and equipment repairs,30.11.2017,5100949933,"£1,981.00",One Stop Hire Limited,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844967,£833.88,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844989,£747.89,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844968,£732.36,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905845000,£668.71,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844987,£663.28,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844998,£660.10,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844961,£640.32,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844995,£571.61,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844959,£527.21,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844991,£519.54,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.11.2017,1905844970,"£1,085.78",Chicken Joes Limited,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,30.11.2017,5100946288,£649.50,Teleshore (Uk) Ltd,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,30.11.2017,5100950677,"£1,675.24",Manchester Working Ltd,,,
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,30.11.2017,5100946288,"£3,080.00",Teleshore (Uk) Ltd,,,
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,30.11.2017,5100947905,"£3,549.00",Atkins Limited,,,
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,30.11.2017,5100950385,"£6,250.00",Wybone Ltd,,,
Manchester City Council,Environment and Operations,Infrastructure Fees,30.11.2017,5100950635,"£5,340.00",AECOM Limited,,,
Manchester City Council,Environment and Operations,Infrastructure Fees,30.11.2017,5100950635,£990.00,AECOM Limited,,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100947750,"£14,216.64",United Utilities Water Plc,,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100946918,"£18,766.68",Aggregate Industries T/A Kennedy As,,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100949463,"£2,085.00",Utilities Design & Planning Ltd,,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100947298,"£1,872.40","Groundwork Manchester, Salford",,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100949718,"£52,918.08",J.Hopkins (Contractors) Ltd.,,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100950878,"£2,925.00",Amey Highways Lighting (Manchester),,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100950623,"£10,250.00",Transport for Greater Manchester,,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100949120,"£4,950.00",Transport for Greater Manchester,,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100949516,"£1,835.53",Electricity North West Limited,,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100946698,£961.56,GMCA,,,
Manchester City Council,Environment and Operations,Construction Works,30.11.2017,5100945705,"£4,765.00",Wilde Consultants Ltd,,,
Manchester City Council,Adult Social Care,Agency staff provision,30.11.2017,5100946339,"£1,691.09",Breakthrough Uk Ltd,,,
Manchester City Council,Adult Social Care,Training and Development,30.11.2017,5100945704,£899.00,QA Ltd,,,
