Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,
Manchester City Council,Regeneration Finance,Furniture,21.12.2018,5101010067,"£9,500.00",Gazprom Energy,,,,,,
Manchester City Council,Regeneration Finance,Professional fees,21.12.2018,5101010484,"£180,181.12",Faithful & Gould Ltd,,,,,,
Manchester City Council,Regeneration Finance,I T Provision,21.12.2018,5101009622,"£8,296.00",T.I.S. Limited,,,,,,
Manchester City Council,Regeneration Finance,I T Provision,21.12.2018,5101009939,£720.00,Rushton Electronic Solutions Ltd,,,,,,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,21.12.2018,5101010063,"£3,854.87",BCL,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2018,1906314220,"£2,686.40",Benchmark Building Supplies Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2018,1906314221,"£1,532.80",Benchmark Building Supplies Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2018,1906314243,"£1,208.00",Benchmark Building Supplies Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2018,1906314222,£745.00,Ecomix Concrete Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2018,1906314223,£745.00,Ecomix Concrete Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2018,1906314224,£745.00,Ecomix Concrete Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2018,1906314242,£745.00,Ecomix Concrete Ltd,,,,,,
Manchester City Council,Highways Services,Professional fees,21.12.2018,5101009060,"£17,264.90",Wilde Consultants Ltd,,,,,,
Manchester City Council,Highways Services,Professional fees,21.12.2018,5101010201,"£2,383.68",Wilde Consultants Ltd,,,,,,
Manchester City Council,Highways Services,I T Provision,21.12.2018,5101008226,"£1,886.83",Insight Direct (Uk) Ltd,,,,,,
Manchester City Council,Highways Services,I T Provision,21.12.2018,5101009131,£887.92,Insight Direct (Uk) Ltd,,,,,,
Manchester City Council,Highways Services,Tipping Charges - Tonnage,21.12.2018,5101010352,"£1,506.88",J.Hopkins (Contractors) Ltd.,,,,,,
Manchester City Council,General Fund,Levies,21.12.2018,1906010739,"£52,718.75",Environment Agency,,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,24.12.2018,5101010824,"£11,186.00",Groundwork Landscapes Ltd,,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,24.12.2018,5101010353,"£2,214.45",Ashlea Ltd,,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,24.12.2018,5101010906,"£1,680.00",Fairway Landscapes Ltd,,,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,24.12.2018,5101009898,£571.00,Dickinson Environmental,,,,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,24.12.2018,5101010829,£890.00,Groundwork Landscapes Ltd,,,,,,
Manchester City Council,Manchester Leisure,Equipment,24.12.2018,5101010752,"£21,900.00",Cromwell polythene limited,,,,,,
Manchester City Council,Manchester Leisure,Equipment,24.12.2018,5101010600,"£4,192.00",Services Metals North Ltd,,,,,,
Manchester City Council,Manchester Leisure,Equipment,24.12.2018,5101010826,"£1,987.00",Groundwork Landscapes Ltd,,,,,,
Manchester City Council,Manchester Leisure,Equipment,24.12.2018,5101010886,£820.00,Sportserve Ltd,,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,24.12.2018,5101008163,"£1,766.00",Groundwork Landscapes Ltd,,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,24.12.2018,5101010619,"£1,351.98",Manchester Dogs Home,,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,24.12.2018,5101010801,£755.70,Osborne Richardson,,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,24.12.2018,5101010804,£591.00,Osborne Richardson,,,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,24.12.2018,5101008727,"£3,470.00",Eventplus Ltd,,,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,24.12.2018,5101007756,"£2,850.00",Universal Tanker Solutions Ltd,,,,,,
Manchester City Council,Manchester Leisure,Catering,24.12.2018,5101010776,"£1,332.51",Manchester City Galleries Dev Co,,,,,,
Manchester City Council,Manchester Leisure,Stationery,24.12.2018,5101007919,"£1,990.00",Groundwork Landscapes Ltd,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,1906313928,"£5,032.50",Lexington North Ltd,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010852,"£4,773.05",Eville & Jones Commercial Services,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010811,"£3,000.00",Metronet UK,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010653,"£2,850.00",Redacted Personal Information,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010849,"£2,829.00",LFX Events Limited,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010675,"£2,100.00",Redacted Personal Information,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010671,"£1,485.00",Redacted Personal Information,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010748,"£1,100.00",Circus Zapparelli,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010749,"£1,100.00",Circus Zapparelli,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010791,"£1,100.00",Circus Zapparelli,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,24.12.2018,5101010946,£552.70,Redacted Personal Information,,,,,,
Manchester City Council,Manchester Leisure,I T Provision,24.12.2018,5101009170,"£4,500.00",Civica UK Ltd,,,,,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,24.12.2018,1906271215,"£4,140.00",CDK Tigers TKD,,,,,,
Manchester City Council,Manchester Leisure,Cash Collection,24.12.2018,5101007814,"£22,247.37",National Car Parks Ltd Season Ticke,,,,,,
Manchester City Council,Manchester Leisure,Cash Collection,24.12.2018,5101007814,"£2,000.00",National Car Parks Ltd Season Ticke,,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,24.12.2018,5101010907,"£3,150.00",Britannia Basin Community Forum,,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,24.12.2018,5101010912,"£2,200.00",University Of Manchester,,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,24.12.2018,5101009577,"£1,000.00",St Pauls Church,,,,,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,24.12.2018,5101010750,£920.08,Cornflower Ltd,,,,,,
Manchester City Council,Manchester Leisure,Special Events,24.12.2018,5101009467,"£12,000.00",Manchester Pride Ltd,,,,,,
Manchester City Council,Manchester Leisure,Special Events,24.12.2018,5101009789,"£1,525.00",Fools Paradise,,,,,,
Manchester City Council,Manchester Leisure,Special Events,24.12.2018,5101010116,"£1,200.00",Redacted Personal Information,,,,,,
Manchester City Council,Manchester Leisure,Special Events,24.12.2018,5101010140,£500.00,Utilities Design & Planning Ltd,,,,,,
Manchester City Council,Manchester Leisure,Payments for services,24.12.2018,5101010785,"£5,657.40",Lancashire Cricket Foundation,,,,,,
Manchester City Council,Manchester Leisure,Payments for services,24.12.2018,5101010700,"£2,038.00",Teamkinetic Ltd,,,,,,
Manchester City Council,Manchester Leisure,Payments for services,24.12.2018,5101010499,"£1,370.00",Pure Dogeball,,,,,,
Manchester City Council,Manchester Leisure,Payments for services,24.12.2018,5101010659,£680.00,Eastlands Trust Limited,,,,,,
Manchester City Council,Manchester Leisure,Payments for services,24.12.2018,5101010604,£600.00,Manchester Community Giants CIC,,,,,,
Manchester City Council,Libraries and Theatres,Training and Development,24.12.2018,5101010870,"£1,072.20",QA Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,24.12.2018,5101010506,"£1,527.68",Footfall,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,24.12.2018,5101010742,"£18,295.20",Carlton Fuels Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,24.12.2018,5101010698,"£14,736.78",Carlton Fuels Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,24.12.2018,5101010485,"£67,135.31",Winners Contract Hire Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,24.12.2018,5101010855,"£5,000.00",Advanced Vehicle Technicians Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,24.12.2018,5101010757,"£4,456.00",Specialist Vehicle rental,,,,,,
Manchester City Council,Hospitality + Trading Services,"Clothes, Uniform and Laundry",24.12.2018,5101009174,£651.00,Slater Menswear,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318228,"£1,013.11",Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318143,£933.28,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318161,£924.70,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318087,£912.66,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318214,£796.66,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318148,£783.87,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318132,£763.55,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318101,£734.75,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318098,£717.46,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318170,£698.76,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318200,£683.52,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318225,£680.71,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318129,£678.14,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318099,£650.42,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318209,£648.40,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318199,£642.29,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318081,£636.34,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318186,£631.58,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318197,£626.54,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318179,£604.25,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318217,£587.66,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318095,£578.48,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318224,£572.55,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318176,£572.32,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318190,£571.81,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318091,£561.30,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318149,£557.63,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318243,£544.94,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318229,£529.90,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318118,£523.14,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318080,£510.16,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,24.12.2018,1906318180,£501.76,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,24.12.2018,5101010746,"£1,386.00",G E Robinson & Co Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,24.12.2018,5101010747,£778.34,G E Robinson & Co Ltd,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010938,"£162,950.00",Dowhigh Ltd,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010858,"£85,253.81",J.Hopkins (Contractors) Ltd.,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010932,"£65,150.00",Dowhigh Ltd,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010343,"£13,851.00",Kiely Bros Ltd,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101008269,"£13,000.00",AECOM Limited,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010866,"£10,711.35",J.Hopkins (Contractors) Ltd.,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101009683,"£6,269.13",GMCA,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101009680,"£5,860.11",GMCA,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010883,"£5,580.69",Kiely Bros Ltd,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010289,"£2,783.50",Kiely Bros Ltd,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010233,"£2,000.00",Raydar Safety Limited,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010290,"£1,770.04",Kiely Bros Ltd,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101009660,"£1,575.00",GMCA,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101009666,"£1,575.00",GMCA,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101009695,"£1,575.00",GMCA,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101010213,"£1,575.00",GMCA,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101009677,"£1,010.47",GMCA,,,,,,
Manchester City Council,Environment and Operations,Construction Works,24.12.2018,5101009679,£885.23,GMCA,,,,,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,24.12.2018,5101008100,"£74,681.32",Utilities Design & Planning Ltd,,,,,,
Manchester City Council,Adult Social Care,Seconded Employees,24.12.2018,5100999979,"£5,125.75",Central Mcr Uni Hospital t/a,,,,,,
Manchester City Council,Adult Social Care,Seconded Employees,24.12.2018,5101010877,"£3,790.96",Central Mcr Uni Hospital t/a,,,,,,
Manchester City Council,Adult Social Care,Training and Development,24.12.2018,5100978645,"£183,961.97",NHS Central Manchester CCG,,,,,,
Manchester City Council,Adult Social Care,Training and Development,24.12.2018,5101009445,"-£183,961.97",NHS Central Manchester CCG,,,,,,
Manchester City Council,Adult Social Care,Training and Development,24.12.2018,5101010840,"£1,813.50",JEB Educational Consultancy Ltd,,,,,,
Manchester City Council,Adult Social Care,Training and Development,24.12.2018,5101010743,"£1,599.00",One Education Ltd,,,,,,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,24.12.2018,5101010691,"£24,742.32",NU3PS,,,,,,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,24.12.2018,5101010697,"£21,161.80",NU3PS,,,,,,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,24.12.2018,5101010695,"£11,674.55",NU3PS,,,,,,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,24.12.2018,5101010693,"£10,138.30",NU3PS,,,,,,
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,24.12.2018,5101010682,£854.40,NU3PS,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101010916,"£75,836.71",Accommodation Links Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101010874,"£34,987.37",M & Q Properties Management Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101010629,"£25,975.70",Housing Social Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101009815,"£3,000.00",Manchester Deaf Centre Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,1906296015,"£1,500.00",Northern Keys Ltd (Roy Cooper),,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101008456,"£1,150.00",Barret Gray Rentals,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101008457,"£1,150.00",Barret Gray Rentals,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101008466,"£1,150.00",Barret Gray Rentals,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101008467,"£1,150.00",Barret Gray Rentals,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101008469,"£1,150.00",Barret Gray Rentals,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101008470,"£1,150.00",Barret Gray Rentals,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,5101010721,£930.00,MJ Rental Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,24.12.2018,1906313690,£720.00,Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,24.12.2018,5101010564,"£4,575.00",Tiddlywinks Nursery-Clayton No.4 Ac,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,24.12.2018,5101010751,"£4,575.00",Tiddlywinks Nursery-Clayton No.4 Ac,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,24.12.2018,5101010618,"£1,183.75",YD Healthcare Ltd,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,24.12.2018,5101010617,£543.25,YD Healthcare Ltd,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,24.12.2018,5101010744,"-£4,575.00",Tiddlywinks Nursery-Clayton No.4 Ac,,,,,,
Manchester City Council,Adult Social Care,Storage Costs,24.12.2018,5101010703,"£3,468.79",Restore PLC,,,,,,
Manchester City Council,Adult Social Care,Storage Costs,24.12.2018,5101010885,"£2,045.52",Apex Self Storage Ltd,,,,,,
Manchester City Council,Adult Social Care,Storage Costs,24.12.2018,5101010704,"£1,852.20",Restore PLC,,,,,,
Manchester City Council,Adult Social Care,Transport Taxis,24.12.2018,1906312508,£579.70,Cresta Car Hire,,,,,,
Manchester City Council,Adult Social Care,Travel,24.12.2018,5101010551,"£1,948.28",Diversity Travel Ltd,,,,,,
Manchester City Council,Adult Social Care,Travel,24.12.2018,5101010534,£658.33,Diversity Travel Ltd,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,24.12.2018,5101009515,"£23,474.50",Youbus Ltd,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,24.12.2018,5101009563,"£4,950.00",Royton Minibuses Ltd,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,24.12.2018,5101010573,"£3,335.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,24.12.2018,5101010772,"£2,458.00",Nelson Transport,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,24.12.2018,5101010780,"£2,458.00",Nelson Transport,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,24.12.2018,5101010106,"£1,568.60",Cresta Car Hire,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,24.12.2018,5101010572,"£1,530.00",T/A Beresford Travel,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,24.12.2018,5101009706,"£1,050.00",Middleton Cars Ltd,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,24.12.2018,5101010775,"-£2,458.00",Nelson Transport,,,,,,
Manchester City Council,Adult Social Care,Equipment,24.12.2018,5101009416,"£4,500.00",Invacare Limited,,,,,,
Manchester City Council,Adult Social Care,Equipment,24.12.2018,5101010701,"£1,875.90",Morris & Alexander Ltd,,,,,,
Manchester City Council,Adult Social Care,Equipment,24.12.2018,5101010707,"£1,770.90",Frontier Therapeutics,,,,,,
Manchester City Council,Adult Social Care,Equipment,24.12.2018,5101010578,"£1,080.00",Invacare Limited,,,,,,
Manchester City Council,Adult Social Care,Equipment,24.12.2018,5101010786,"£1,050.00",Tunstall Healthcare (UK) Ltd,,,,,,
Manchester City Council,Adult Social Care,Equipment,24.12.2018,5101009415,"-£4,500.00",Invacare Limited,,,,,,
Manchester City Council,Adult Social Care,Furniture,24.12.2018,5101010831,£707.86,Findel Education Ltd,,,,,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,24.12.2018,5101008760,"£2,752.37",Medela UK Ltd,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101007996,"£17,436.00",NHS Central Manchester CCG,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010816,"£13,750.00",SCI Assessments Ltd.,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010571,"£11,000.00",SCI Assessments Ltd.,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010712,"£6,000.00",Independent Life Solutions,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010714,"£4,602.00",Independent Life Solutions,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010944,"£3,651.76",CM2000 Care Management,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,1906312601,"£2,401.90",Target Psychology Ltd,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010715,"£2,144.00",Independent Life Solutions,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101009402,"£1,920.00",Broadstones Independent Special Sch,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010716,"£1,833.00",Independent Life Solutions,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010568,"£1,718.45",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101009401,"£1,560.00",Broadstones Independent Special Sch,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010718,"£1,200.00",Afruca,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,5101010708,"£1,000.00",Tanda Services,,,,,,
Manchester City Council,Adult Social Care,Professional fees,24.12.2018,1906312587,£650.00,18 St John Street Chambers,,,,,,
Manchester City Council,Adult Social Care,I T Provision,24.12.2018,5101010621,"£1,426.12",Insight Direct (Uk) Ltd,,,,,,
Manchester City Council,Adult Social Care,I T Provision,24.12.2018,5101008096,£665.94,Insight Direct (Uk) Ltd,,,,,,
Manchester City Council,Adult Social Care,I T Provision,24.12.2018,5101010680,"£10,111.13",Percy Westhead & Company,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906313697,"£15,000.00",Peasegoods,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312138,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312159,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312164,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312165,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312166,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312169,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312171,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312172,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312174,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,24.12.2018,1906312177,"£15,000.00",Simpson Millar LLP,,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,24.12.2018,5101010628,"£3,150.00",SACO,,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,24.12.2018,5101010614,"£2,940.00",SACO,,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,24.12.2018,5101010720,£750.00,Inclusive Choice,,,,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,24.12.2018,5101010706,"£1,438.00",Greater Manchester Funeral Service,,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,24.12.2018,5101010784,"£20,820.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,24.12.2018,5101010914,"£10,680.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,24.12.2018,5101010625,"£7,630.96",K L Properties,,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,24.12.2018,5101010615,"£4,430.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,24.12.2018,5101010896,£883.00,Woodley Primary School,,,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,24.12.2018,5101010546,£621.00,Trafford M B C,,,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,24.12.2018,5101010753,"£40,000.00",Greater Manchester Mental Health,,,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,24.12.2018,5101010001,"£9,390.23",NHS Central Manchester CCG,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.12.2018,5101010474,"£10,867.50",Salvation Army Housing Association,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.12.2018,5101010807,"£6,717.00",Manchester Action On Street Health,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.12.2018,5101010725,"£6,010.20",Talbot House Support Centre,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.12.2018,5101010926,"£5,500.00",Talbot House Support Centre,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.12.2018,5101010476,"£3,333.33",Salvation Army Housing Association,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.12.2018,5101010876,"£3,011.75",The Mustard Tree,,,,,,
