Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,21.12.2021,5105792143,"£3,243.69",Ramboll UK Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,21.12.2021,5105792145,"£2,972.00",Ramboll UK Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,21.12.2021,5105792146,"£2,000.00",Ramboll UK Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,21.12.2021,5105792142,"£65,000.00",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,21.12.2021,5105792140,"£12,000.00",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,21.12.2021,5105792141,"£4,000.00",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,21.12.2021,5105792139,"£1,767.00",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Long Term Debtors,21.12.2021,1907490953,"£4,200,000.00",FEC Northern Gateway Development Lt,,,,
Manchester City Council,Corporate Services,Legal Fees,21.12.2021,1907485414,"£1,500.00",Trinity Chambers,,,,
Manchester City Council,Corporate Services,Compensation Payments,21.12.2021,1907490006,"£3,850.00",Peasegoods,,,,
Manchester City Council,Corporate Services,Compensation Payments,21.12.2021,1907488791,"£2,250.00",Clear Law Solicitors,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,21.12.2021,5105792182,"£1,641.16",Rexel UK Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,21.12.2021,5105792154,"£1,944.00",Ashberry Recruitment Ltd,,,,
Manchester City Council,Chief Executives,AVC NI,21.12.2021,1907490281,"£2,947.81",AVC Wise Ltd,,,,
Manchester City Council,Chief Executives,Training and Development,21.12.2021,5105791994,"£1,900.00",Legionella Control International,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,21.12.2021,5105791910,£542.50,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,21.12.2021,5105791908,£559.15,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Printing,21.12.2021,5105791926,"£3,950.00",Integrity Print Ltd,,,,
Manchester City Council,Chief Executives,Professional fees,21.12.2021,5105791927,"£1,350.00",The Accessible Digital Documents,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,21.12.2021,5105791990,"£9,240.00",Kane Funeral Services,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,21.12.2021,5105791785,"£4,997.33",Breakthrough Uk Ltd,,,,
Manchester City Council,Chief Executives,Licences Purchase,21.12.2021,5105791676,"£4,562.71",EPI-USE Labs Ltd,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,21.12.2021,5105792115,"£19,656.00",Pierre Angulaire Limited,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,21.12.2021,5105792113,"£7,210.00",Pierre Angulaire Limited,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,21.12.2021,5105792020,"£2,333.33",The Arch Company Properties Ltd,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,21.12.2021,5105791954,£800.86,BCL,,,,
Manchester City Council,Regeneration Finance,Security,21.12.2021,5105792148,"£528,477.95",MITIE SECURITY LIMITED,,,,
Manchester City Council,Regeneration Finance,General Office expenses,21.12.2021,5105792137,"£1,176.47",Ove Arup & Partners Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,21.12.2021,5105792080,"£6,000.00",Savills (UK) Ltd,,,,
Manchester City Council,Highways Services,Rents,21.12.2021,1907490336,"£61,832.25",LEASCO LTD,,,,
Manchester City Council,Highways Services,Rents,21.12.2021,1907490334,"£9,994.27",LEASCO LTD,,,,
Manchester City Council,Highways Services,Rents,21.12.2021,1700128131,"-£3,910.07",LEASCO LTD,,,,
Manchester City Council,Highways Services,Rents,21.12.2021,1700128132,"-£17,057.17",LEASCO LTD,,,,
Manchester City Council,Highways Services,Vehicle Fuel Costs,21.12.2021,5105791033,£532.51,Standard Fuels Oils,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2021,5105792103,"£1,077.79",TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2021,5105792105,£903.06,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2021,5105792101,£714.49,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,21.12.2021,5105792107,£679.89,TARMAC,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,21.12.2021,5105792117,"£44,964.34",NSL Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,21.12.2021,5105792118,"£3,771.46",NSL Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,21.12.2021,5105792152,"£2,583.56",Synectics Security Limited,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,21.12.2021,5105792153,"£2,504.28",Synectics Security Limited,,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,21.12.2021,5105792171,£709.38,CID 'Consider it Done',,,,
Manchester City Council,Highways Services,Legal Fees,21.12.2021,1907488819,£661.50,Redacted Personal Information,,,,
Manchester City Council,Highways Services,Compensation Payments,21.12.2021,1907490127,£725.00,Department For Work & Pensions,,,,
Manchester City Council,Highways Services,Compensation Payments,21.12.2021,1907488816,"£6,500.00",Medcare,,,,
Manchester City Council,Insurance Fund,Insurance,21.12.2021,1907490952,"£24,000.00",Bott & Co Solicitors,,,,
Manchester City Council,Insurance Fund,Insurance,21.12.2021,1700128145,"-£24,000.00",Bott & Co Solicitors,,,,
Manchester City Council,Insurance Fund,Insurance,21.12.2021,1907490955,"£24,000.00",BOTT & CO SOLICITORS,,,,
Manchester City Council,Manchester Leisure,Storage Costs,22.12.2021,5105792328,£669.91,Cleardata,,,,
Manchester City Council,Manchester Leisure,Equipment,22.12.2021,1907490757,"£1,200.00",Johnny Billinge Studio,,,,
Manchester City Council,Manchester Leisure,Hire of Machinery,22.12.2021,5105792187,£917.11,Bradshaw Lawnmover Engineers,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,22.12.2021,1907490760,"£1,395.00",Aldea Group UK Ltd,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,22.12.2021,1907490755,"£2,216.67",Sustainable Furniture (UK) Ltd,,,,
Manchester City Council,Manchester Leisure,Professional fees,22.12.2021,1907490766,£800.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Professional fees,22.12.2021,1907488821,£700.00,Tendayi Madzunzu,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,22.12.2021,5105792270,"£1,050.00",Greenheys Residents Association,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,22.12.2021,1907492565,"£1,000.00",JADE BOW BUTTERS,,,,
Manchester City Council,Manchester Leisure,Special Event,22.12.2021,1907490756,£920.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Special Event,22.12.2021,1907490745,"£5,390.00",Devo Connect,,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,22.12.2021,5105791032,"£31,061.00",Faithful & Gould Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,22.12.2021,1907493981,"£50,000.00",HOUSE OF LAW,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,22.12.2021,1907490957,"£8,630.00",Irwin Mitchell Solicitors,,,,
Manchester City Council,Environment and Operations,Construction Works,22.12.2021,5105791930,"£50,714.40",R & M Developments Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,22.12.2021,5105789626,"£1,549.71",Salford City Council,,,,
Manchester City Council,Environment and Operations,Construction Works,22.12.2021,5105791973,"£11,445.00",GMCA,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22.12.2021,5105792296,"£9,600.00",Galaxy Transport (Manchester) Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22.12.2021,5105790856,"£16,034.96",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22.12.2021,5105792260,"£2,750.00",Britannia Minibuses Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,22.12.2021,5105792288,"£6,230.00",Aim Project,,,,
Manchester City Council,Childrens & Education Services,Professional fees,22.12.2021,5105792249,£618.57,Russell & Russell Solicitors LLP,,,,
Manchester City Council,Childrens & Education Services,Professional fees,22.12.2021,5105791529,"-£1,700.00",Cornerstone Design and Marketing,,,,
Manchester City Council,Childrens & Education Services,Professional fees,22.12.2021,5105792230,£950.00,Dream Big Consulting Ltd,,,,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,22.12.2021,5105792220,"£1,050.00",Remedi,,,,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,22.12.2021,5105792295,"-£1,050.00",Remedi,,,,
Manchester City Council,Childrens & Education Services,Payments for services,22.12.2021,5105792334,"£5,961.20",The Skills Company,,,,
Manchester City Council,Childrens & Education Services,Payments for services,22.12.2021,5105792335,"£4,269.47",Nugent House School,,,,
Manchester City Council,Childrens & Education Services,Payments for services,22.12.2021,5105792191,"£10,538.57",Cumberland & Westmorland,,,,
Manchester City Council,Childrens & Education Services,Payments for services,22.12.2021,5105792199,"-£10,538.57",Cumberland & Westmorland,,,,
Manchester City Council,Childrens & Education Services,Personal needs of client,22.12.2021,5105792225,£665.60,Furniture Resource Centre Ltd,,,,
Manchester City Council,Childrens & Education Services,Personal needs of client,22.12.2021,1907493984,"£1,862.16",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Training and Development,22.12.2021,5105792316,"£2,844.00",Calm Training Limted,,,,
Manchester City Council,Adult Social Care,Rents,22.12.2021,5105792263,"£4,359.01",Housing Social Ltd,,,,
Manchester City Council,Adult Social Care,Rents,22.12.2021,5105792189,"£9,480.42",Eeven Homes Ltd.,,,,
Manchester City Council,Adult Social Care,Rents,22.12.2021,5105791354,"-£9,147.55",Eeven Homes Ltd.,,,,
Manchester City Council,Adult Social Care,Rents,22.12.2021,1907493982,"£1,336.54",HANNON HOLMES LTD,,,,
Manchester City Council,Adult Social Care,Furniture,22.12.2021,5105791559,"£1,823.00",Hoist & Shower Chair Company,,,,
Manchester City Council,Adult Social Care,Professional fees,22.12.2021,5105792188,"£5,000.00",Thrive Manachester,,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,22.12.2021,5105792291,"£6,717.00",Manchester Action On Street Health,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,22.12.2021,5105792229,"£12,910.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,22.12.2021,5105792227,"-£2,582.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,22.12.2021,5105792326,"£10,543.56",247Hotel.Com,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,22.12.2021,5105792317,"£64,498.00",Sanctuary Housing Association,,,,
Manchester City Council,Adult Social Care,Payments for services,22.12.2021,5105792309,"£6,000.00",Caritas (St Aidens),,,,
Manchester City Council,Adult Social Care,Supported Accommodation,22.12.2021,5105791467,£788.84,The Guinness Partnership Ltd,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,22.12.2021,5105792341,£788.84,The Guinness Partnership Ltd,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,22.12.2021,5105792329,-£788.84,The Guinness Partnership Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,22.12.2021,5105792262,"£3,204.38",R82 Uk Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,22.12.2021,5105791841,£848.00,Newlyn Healthcare Limited,,,,
Manchester City Council,Adult Social Care,Personal needs of client,22.12.2021,5105792217,"£1,765.00",Care & Independence Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,22.12.2021,5105792215,"£1,353.00",Care & Independence Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,22.12.2021,5105792214,"-£1,353.00",Care & Independence Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,22.12.2021,5105792216,"-£1,765.00",Care & Independence Ltd,,,,
Manchester City Council,Corporate Services,Professional fees,22.12.2021,5105790769,"£3,758.49",Pick Everard,,,,
Manchester City Council,Corporate Services,WPS Awards,22.12.2021,5105792232,£677.03,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,22.12.2021,5105792231,£664.33,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.12.2021,5105792277,"£37,000.00",Faithful & Gould Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.12.2021,5105792276,"£1,855.17",Faithful & Gould Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.12.2021,5105792272,"£1,034.52",Faithful & Gould Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.12.2021,5105792275,"£1,000.00",Faithful & Gould Ltd,,,,
Manchester City Council,Corporate Services,Compensation Payments,22.12.2021,1907493983,"£2,990.00",Peasegoods,,,,
Manchester City Council,Corporate Services,Compensation Payments,22.12.2021,1907493985,"£1,719.53",Peasegoods,,,,
Manchester City Council,Corporate Services,Compensation Payments,22.12.2021,1907490264,£784.50,Drisoll Kingston Solicitors,,,,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,22.12.2021,1907493977,"£179,225.00",Houldsworth Solicitors,,,,
Manchester City Council,Housing General Fund,Surplus property Fees,22.12.2021,1907493978,"£1,193.00",Houldsworth Solicitors,,,,
Manchester City Council,Housing General Fund,Surplus property Fees,22.12.2021,1907493977,£753.00,Houldsworth Solicitors,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,22.12.2021,5105792251,£836.53,Pts Plumbing Trade Supplies,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,22.12.2021,5105792253,£667.21,Pts Plumbing Trade Supplies,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,22.12.2021,5105792252,£582.22,Pts Plumbing Trade Supplies,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,22.12.2021,5105792294,"£25,862.20",Nibe Energy Systems Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,22.12.2021,5105792293,"£17,453.28",Nibe Energy Systems Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,22.12.2021,5105792305,"£23,885.78",Aberla Energy Limited,,,,
Manchester City Council,Housing Revenue Account,Compensation Payments,22.12.2021,1907481614,"£1,675.00",Angelus Law,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,22.12.2021,5105792299,"£2,378.29",Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Professional fees,22.12.2021,5105792343,"£1,780.00",Cornerstone Design and Marketing,,,,
Manchester City Council,Chief Executives,Professional fees,22.12.2021,5105792076,"£13,750.00",Metro Dynamics Ltd,,,,
Manchester City Council,Chief Executives,Advertising,22.12.2021,5105792226,"£1,800.00",Moonscape Media Ltd,,,,
Manchester City Council,Chief Executives,Advertising,22.12.2021,5105792321,£950.00,The Law Society,,,,
Manchester City Council,Regeneration Finance,Rents,22.12.2021,1907493980,"£182,858.51",Adam Geoffrey Management Ltd,,,,
Manchester City Council,Regeneration Finance,Rents,22.12.2021,1907493979,"£14,375.00",Adam Geoffrey Management Ltd,,,,
Manchester City Council,Regeneration Finance,Rents,22.12.2021,1907490762,"£7,793.00",Regus Management (UK) Ltd,,,,
Manchester City Council,Regeneration Finance,Rents,22.12.2021,1907490764,"£7,793.00",Regus Management (UK) Ltd,,,,
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,22.12.2021,5105792292,"£2,457.48",VIP-System Ltd,,,,
Manchester City Council,Regeneration Finance,Equipment,22.12.2021,5105792298,"£10,718.70",Hirst Conservation Ltd,,,,
Manchester City Council,Regeneration Finance,Equipment,22.12.2021,5105792297,"-£10,718.70",Hirst Conservation Ltd,,,,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,22.12.2021,5105792298,"£1,123.30",Hirst Conservation Ltd,,,,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,22.12.2021,5105792297,"-£1,123.30",Hirst Conservation Ltd,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,22.12.2021,5105792307,"£1,036.27",TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,22.12.2021,5105792247,£951.50,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,22.12.2021,5105792243,£845.97,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,22.12.2021,5105792213,£802.56,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,22.12.2021,5105792241,£558.79,TARMAC,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,22.12.2021,5105792318,£685.30,Rhodes and Sons Construction Ltd,,,,
Manchester City Council,Highways Services,Professional fees,22.12.2021,5105790166,"£1,101.87",Wilde Consultants Ltd,,,,
Manchester City Council,Highways Services,Professional fees,22.12.2021,5105790165,£807.66,Wilde Consultants Ltd,,,,
Manchester City Council,Highways Services,Private Finance and Public Private partnership initiatives,22.12.2021,5105792308,"£647,011.96",Amey Highways Lighting (Manchester),,,,
Manchester City Council,Highways Services,Tipping - Tonnage,22.12.2021,5105792283,"£1,758.40",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Highways Services,Tipping - Tonnage,22.12.2021,5105792290,"£1,013.38",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Highways Services,Tipping - Tonnage,22.12.2021,5105792279,£963.24,J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Highways Services,Tipping - Tonnage,22.12.2021,5105792289,£685.48,J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Highways Services,Tipping - Tonnage,22.12.2021,5105792281,£642.79,J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Insurance Fund,Insurance,22.12.2021,1907489929,£743.00,Department For Work & Pensions,,,,
Manchester City Council,Insurance Fund,Insurance,22.12.2021,1907489932,£725.00,Department For Work & Pensions,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494260,"£10,149.62",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494203,"£4,368.05",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494162,"£3,924.05",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494251,"£3,279.80",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494277,"£2,864.53",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494281,"£2,815.26",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494275,"£2,686.36",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494273,"£2,533.29",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494276,"£1,828.72",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494266,"£1,537.97",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494264,"£1,512.89",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494172,"£1,227.46",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494173,"£1,121.07",Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494153,£641.56,Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Gas,23.12.2021,1907494324,£589.90,Gazprom Energy,,,,
Manchester City Council,Manchester Leisure,Electricity,23.12.2021,1907494551,"£2,367.33",Scottish & Southern Energy Plc,,,,
Manchester City Council,Manchester Leisure,Electricity,23.12.2021,1907494554,"£1,695.85",Scottish & Southern Energy Plc,,,,
Manchester City Council,Manchester Leisure,Electricity,23.12.2021,1907494540,"£1,398.06",Scottish & Southern Energy Plc,,,,
Manchester City Council,Manchester Leisure,Electricity,23.12.2021,1907494553,"£1,369.93",Scottish & Southern Energy Plc,,,,
Manchester City Council,Manchester Leisure,Electricity,23.12.2021,1907494552,"£1,161.95",Scottish & Southern Energy Plc,,,,
Manchester City Council,Manchester Leisure,Security,23.12.2021,5105792415,-£650.72,Showsec International Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,23.12.2021,5105791510,"£1,275.00",Flowprotect Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,23.12.2021,5105792330,£600.00,Arboricultural Services Treework,,,,
Manchester City Council,Manchester Leisure,General Office expenses,23.12.2021,1907488544,£798.00,SP * CHICKEN HOUSE CO,,,,
Manchester City Council,Manchester Leisure,General Office expenses,23.12.2021,1907488315,£648.00,SP * CHICKEN HOUSE CO,,,,
Manchester City Council,Manchester Leisure,General Office expenses,23.12.2021,1700128228,-£648.00,SP * CHICKEN HOUSE CO,,,,
Manchester City Council,Manchester Leisure,General Office expenses,23.12.2021,1700128235,-£798.00,SP * CHICKEN HOUSE CO,,,,
Manchester City Council,Manchester Leisure,Professional fees,23.12.2021,1907492566,£900.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Mobilephone Charges,23.12.2021,5105792551,"£3,987.50",XMA Limited,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,23.12.2021,5105792424,"£1,260.00",Trinity House Community Resource Ce,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,23.12.2021,5105792422,"£1,542.97",Northmoor Together,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,23.12.2021,5105792423,£700.00,Inspired Taskforce CIC,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,23.12.2021,1907488215,£581.67,BALSAM HILL,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,23.12.2021,1700128284,-£581.67,BALSAM HILL,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,23.12.2021,1907493526,"£11,748.00",Overdrive Global Ltd,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,23.12.2021,1907493766,"£1,617.50",Overdrive Global Ltd,,,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,23.12.2021,5105792366,"£13,800.00",Manchester International Festival,,,,
Manchester City Council,Hospitality + Trading Services,Gas,23.12.2021,1907494175,"£3,525.92",Gazprom Energy,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,23.12.2021,1907494515,£674.98,Scottish & Southern Energy Plc,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,23.12.2021,1700128367,-£845.51,Scottish & Southern Energy Plc,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,23.12.2021,5105792432,"£32,423.60",Manchester Van Hire Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,23.12.2021,5105792258,"£30,341.01","Groundwork Manchester, Salford",,,,
Manchester City Council,Environment and Operations,Construction Works,23.12.2021,5105792368,"£8,859.05",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,23.12.2021,5105792376,"£8,229.20",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,23.12.2021,5105792375,"£14,130.07",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,23.12.2021,5105792374,"£2,861.48",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,23.12.2021,5105792371,"£146,625.76",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Childrens & Education Services,Training and Development,23.12.2021,5105792501,£750.00,Disabled Living,,,,
Manchester City Council,Childrens & Education Services,Gas,23.12.2021,1907494311,£866.98,Gazprom Energy,,,,
Manchester City Council,Childrens & Education Services,Gas,23.12.2021,1907494189,£540.91,Gazprom Energy,,,,
Manchester City Council,Childrens & Education Services,Electricity,23.12.2021,1907494520,"£3,228.58",Scottish & Southern Energy Plc,,,,
Manchester City Council,Childrens & Education Services,Electricity,23.12.2021,1907494550,"£2,024.77",Scottish & Southern Energy Plc,,,,
Manchester City Council,Childrens & Education Services,Electricity,23.12.2021,1907494597,£567.29,Scottish & Southern Energy Plc,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,23.12.2021,5105792553,"£7,000.00",Street Cars,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,23.12.2021,5105792552,"£5,000.00",Street Cars,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,23.12.2021,5105792554,"£2,000.00",Street Cars,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,23.12.2021,5105791364,"£4,200.00",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,23.12.2021,5105791365,"£3,850.00",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Equipment,23.12.2021,5105792372,"£1,106.50",Gordon Morris Ltd,,,,
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",23.12.2021,1907488156,£588.00,DAVE CARPET WAREHOUSE,,,,
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",23.12.2021,1700128263,-£588.00,DAVE CARPET WAREHOUSE,,,,
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",23.12.2021,1907487983,£782.00,FLOOR EXPRESS,,,,
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",23.12.2021,1700128257,-£782.00,FLOOR EXPRESS,,,,
Manchester City Council,Childrens & Education Services,Professional fees,23.12.2021,1907490009,£831.14,Target Psychology Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,23.12.2021,1907490116,£836.32,Pickering Psychology Services Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,23.12.2021,5105792353,"£7,000.00",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Professional fees,23.12.2021,5105792354,"£5,800.00",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,23.12.2021,5105792369,"£5,398.10",Warrington Borough Council,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,23.12.2021,5105792370,"£2,128.67",Warrington Borough Council,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,23.12.2021,5105792387,"£3,492.00",St James' Catholic High School,,,,
Manchester City Council,Childrens & Education Services,Payments for services,23.12.2021,5105792234,"£1,015.02",The Together Trust,,,,
Manchester City Council,Childrens & Education Services,Payments for services,23.12.2021,5105792235,"£1,015.02",The Together Trust,,,,
Manchester City Council,Childrens & Education Services,Payments for services,23.12.2021,5105792237,"£1,015.02",The Together Trust,,,,
Manchester City Council,Childrens & Education Services,Payments for services,23.12.2021,5105792239,"£1,015.02",The Together Trust,,,,
Manchester City Council,Childrens & Education Services,Payments for services,23.12.2021,5105792236,£847.90,The Together Trust,,,,
Manchester City Council,Childrens & Education Services,Payments for services,23.12.2021,5105792238,£847.90,The Together Trust,,,,
Manchester City Council,Childrens & Education Services,Payments for services,23.12.2021,5105792339,£725.00,The Together Trust,,,,
Manchester City Council,Childrens & Education Services,Payments for services,23.12.2021,5105792340,"£28,581.70",Trafford College,,,,
Manchester City Council,Childrens & Education Services,Payments for services,23.12.2021,5105792410,"£1,827.88",Fairfield Care Ltd,,,,
