Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Childrens & Education Services,Professional fees,16/06/2022,5105820774,649,Cellmark
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",10/06/2022,1907766483,594,WWW.ADASS.ORG.UK
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907774980,1000,APPNTECH OUTLET
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775713,500,APPNTECH OUTLET
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775750,640,APPNTECH OUTLET
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775970,500,APPNTECH OUTLET
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775954,958.8,WWW.LUXINN.CO.UK
Manchester City Council,Childrens & Education Services,Bed & Breakfast Acc,10/06/2022,1907766578,963.9,WWW.LUXINN.CO.UK
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775986,787,Her Majesty's Passport Office
Manchester City Council,Childrens & Education Services,Training and Development,28/06/2022,5105822415,2824.95,HumanWare
Manchester City Council,Childrens & Education Services,Grant Payments,08/06/2022,1907764381,12475.56,Paypoint
Manchester City Council,Childrens & Education Services,Grant Payments,27/06/2022,1907788193,12475.56,Paypoint
Manchester City Council,Childrens & Education Services,General Office expenses,14/06/2022,1907768043,11288.66,Paypoint
Manchester City Council,Childrens & Education Services,Grant Payments,27/06/2022,5105822337,3216,Ofsted
Manchester City Council,Childrens & Education Services,Grant and subscriptions awarded,09/06/2022,5105819863,-3092,Ofsted
Manchester City Council,Childrens & Education Services,Grant and subscriptions awarded,09/06/2022,5105819866,-2557,Ofsted
Manchester City Council,Childrens & Education Services,Catering Provisions,20/06/2022,1907777865,45004.1,Ralph Livesey Ltd
Manchester City Council,Childrens & Education Services,Catering,10/06/2022,5105820039,15075,Manchester Central
Manchester City Council,Childrens & Education Services,General Office expenses,17/06/2022,1907774869,581.28,EE / Orange
Manchester City Council,Childrens & Education Services,Legal Fees,01/06/2022,1907762170,25825,Pizzey Porritt Partnership Ltd
Manchester City Council,Childrens & Education Services,Legal Fees,08/06/2022,5105819580,-4926.15,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819531,1436.82,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819534,3762.83,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819535,1388.78,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819537,1512.3,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819539,554.82,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819576,1491.42,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819577,809.17,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819578,698.74,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819579,1216.7,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,5105820429,3699.47,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,5105820430,711.7,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,5105820441,1534.46,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,5105820442,817.15,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,5105820443,1149.93,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,5105820444,1070.65,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,5105820445,1961.47,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,5105820447,-2722.96,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,5105820448,862.1,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,15/06/2022,5105820531,1053.92,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,21/06/2022,5105820769,681.01,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,21/06/2022,5105820775,-3886.75,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,21/06/2022,5105820877,1396.87,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,21/06/2022,5105821534,2404.67,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,21/06/2022,5105821535,2039.24,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,21/06/2022,5105821536,1850.37,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,22/06/2022,5105821634,2968.68,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,22/06/2022,5105821635,3132,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Professional fees,28/06/2022,5105822446,1773.08,Warwickshire County Council
Manchester City Council,Childrens & Education Services,Legal Fees,13/06/2022,1907762749,3812.2,Batley Law Ltd
Manchester City Council,Childrens & Education Services,Legal Fees,13/06/2022,1907767011,875,DEANS COURT CHAMBERS
Manchester City Council,Childrens & Education Services,Professional fees,01/06/2022,1907760335,960,DEANS COURT CHAMBERS
Manchester City Council,Childrens & Education Services,Legal Fees,16/06/2022,5105820885,700.5,Alpha Biolaboratories Limited
Manchester City Council,Childrens & Education Services,Legal Fees,22/06/2022,5105821724,665,Alpha Biolaboratories Limited
Manchester City Council,Childrens & Education Services,Legal Fees,21/06/2022,5105821537,2910,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Legal Fees,29/06/2022,1907737339,540,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Legal Fees,29/06/2022,1907751526,540,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Legal Fees,29/06/2022,1907759224,853.5,Weightmans LLP Solicitors
Manchester City Council,Childrens & Education Services,Professional fees,13/06/2022,5105820204,7439.5,Weightmans LLP Solicitors
Manchester City Council,Childrens & Education Services,Professional fees,13/06/2022,5105820221,10679.7,Weightmans LLP Solicitors
Manchester City Council,Childrens & Education Services,Professional fees,21/06/2022,5105821479,3418.75,Weightmans LLP Solicitors
Manchester City Council,Childrens & Education Services,Signers/Interpreters,20/06/2022,5105821204,636.6,Language Line Ltd
Manchester City Council,Childrens & Education Services,Signers/Interpreters,21/06/2022,5105821373,1524.8,Language Line Ltd
Manchester City Council,Childrens & Education Services,Signers/Interpreters,22/06/2022,5105821744,583.2,Language Line Ltd
Manchester City Council,Childrens & Education Services,Professional fees,01/06/2022,1907759223,600,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Professional fees,06/06/2022,1907750447,2000,Manchester Street Poem
Manchester City Council,Childrens & Education Services,Professional fees,06/06/2022,1907753469,500,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Professional fees,06/06/2022,5105818929,787.5,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,15/06/2022,5105820687,787.5,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,22/06/2022,5105821783,787.5,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,23/06/2022,5105821766,787.5,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,23/06/2022,5105821784,630,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,23/06/2022,5105821815,500,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,23/06/2022,5105821817,500,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,23/06/2022,5105821884,500,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,29/06/2022,5105822688,787.5,Prospero Teaching
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,1907762768,550,Kenworthy's Chambers
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,1907762781,550,Kenworthy's Chambers
Manchester City Council,Childrens & Education Services,Professional fees,17/06/2022,1907772696,550,Kenworthy's Chambers
Manchester City Council,Childrens & Education Services,Professional fees,20/06/2022,1907772684,550,Kenworthy's Chambers
Manchester City Council,Childrens & Education Services,Professional fees,30/06/2022,1907788950,550,Kenworthy's Chambers
Manchester City Council,Childrens & Education Services,Professional fees,30/06/2022,1907789192,750,Kenworthy's Chambers
Manchester City Council,Childrens & Education Services,Professional fees,30/06/2022,1907789235,550,Kenworthy's Chambers
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819540,8241.26,Russell & Russell Solicitors LLP
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819543,1312.5,Russell & Russell Solicitors LLP
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819544,1765.05,Russell & Russell Solicitors LLP
Manchester City Council,Childrens & Education Services,Professional fees,08/06/2022,5105819558,1651.9,Russell & Russell Solicitors LLP
Manchester City Council,Childrens & Education Services,Professional fees,10/06/2022,1907759241,540,J Meehan & Partners Ltd
Manchester City Council,Childrens & Education Services,Professional fees,10/06/2022,1907760334,563.1,Forensic Testing Service Ltd
Manchester City Council,Childrens & Education Services,Professional fees,30/06/2022,1907788965,622.1,Forensic Testing Service Ltd
Manchester City Council,Childrens & Education Services,Professional fees,10/06/2022,1907762780,600,Central Chambers
Manchester City Council,Childrens & Education Services,Professional fees,10/06/2022,1907762802,550,Central Chambers
Manchester City Council,Childrens & Education Services,Professional fees,13/06/2022,1907766417,1125,Central Chambers
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,1907766418,500,Central Chambers
Manchester City Council,Childrens & Education Services,Professional fees,17/06/2022,1907774421,550,Central Chambers
Manchester City Council,Childrens & Education Services,Professional fees,17/06/2022,1907774422,650,Central Chambers
Manchester City Council,Childrens & Education Services,Professional fees,10/06/2022,1907762805,585,Pickering Psychology Services Ltd
Manchester City Council,Childrens & Education Services,Professional fees,10/06/2022,1907762834,550,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Professional fees,13/06/2022,1907766539,847.87,Target Psychology Ltd
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,1907762838,500,Kirwin Maclean Associates LTD
Manchester City Council,Childrens & Education Services,Professional fees,15/06/2022,5105820577,950,Pennine School Improvement Ltd
Manchester City Council,Childrens & Education Services,Professional fees,15/06/2022,5105820615,2375,Arnoldsolutions
Manchester City Council,Childrens & Education Services,Professional fees,16/06/2022,5105820812,552.84,4syte Funding Limited
