Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787643,"£136,667.50",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787785,"£136,667.50",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787784,"£134,557.50",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787749,"£21,984.90",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787750,"£9,380.97",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787763,"£6,150.00",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787716,"£3,675.00",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787718,"£3,675.00",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787745,"£3,145.48",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787743,"£2,100.00",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787744,"£1,913.61",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,25.11.2021,5105787746,"£1,667.76",The Networking People (TNP) Ltd,,,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,25.11.2021,5105787688,"£1,190.00",Halcyon Conservation Ltd,,,,
Manchester City Council,Regeneration Finance,Window Cleaning,25.11.2021,5105787788,£970.00,Independent Window Cleaners,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance,25.11.2021,5105787150,£600.00,Arboricultural Services Treework,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance,25.11.2021,5105787153,£500.00,Arboricultural Services Treework,,,,
Manchester City Council,Regeneration Finance,Professional fees,25.11.2021,5105787600,"£13,999.64",Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,25.11.2021,5105787600,"£9,632.00",Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,25.11.2021,5105787660,"£8,000.00",Savills (UK) Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,25.11.2021,5105787659,"£3,000.00",Savills (UK) Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,25.11.2021,5105787600,"£2,536.40",Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,25.11.2021,5105787811,"£1,850.00",GVA Grimley Ltd,,,,
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,25.11.2021,1907466108,"£1,300.00",ECCTIS Ltd,,,,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,25.11.2021,5105781813,"£1,116.00",BCL,,,,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,25.11.2021,5105787257,"£1,050.00",BCL,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,25.11.2021,5105786324,"£83,650.32",Utilities Design & Planning Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,25.11.2021,5105787654,"£47,897.12",NSL Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,25.11.2021,5105786321,"£38,412.48",Utilities Design & Planning Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,25.11.2021,5105787653,"£3,771.46",NSL Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,25.11.2021,5105786380,"£1,525.35",Northern Marking Limited,,,,
Manchester City Council,Highways Services,Hire of Machinery,25.11.2021,5105787648,£525.00,MTK Breaker Hire and Sales Ltd,,,,
Manchester City Council,Highways Services,Hire of Equipment,25.11.2021,5105787648,£735.00,MTK Breaker Hire and Sales Ltd,,,,
Manchester City Council,Highways Services,Professional fees,25.11.2021,5105787832,"£4,324.00",Waterman Aspen Ltd,,,,
Manchester City Council,Highways Services,Professional fees,25.11.2021,5105787831,"-£4,712.00",Waterman Aspen Ltd,,,,
Manchester City Council,Highways Services,Compensation Payments,25.11.2021,1907466060,"£18,803.50",Joe Egan Solicitors,,,,
Manchester City Council,Highways Services,Compensation Payments,25.11.2021,1907465920,£688.00,Department For Work & Pensions,,,,
Manchester City Council,Insurance Fund,Insurance,25.11.2021,1907466060,"£7,946.50",Joe Egan Solicitors,,,,
Manchester City Council,Insurance Fund,Insurance,25.11.2021,1907457457,£600.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Equipment,26.11.2021,5105786587,"£5,006.40",Cromwell Polythene Limited,,,,
Manchester City Council,Manchester Leisure,Equipment,26.11.2021,5105786586,"£4,693.22",Cromwell Polythene Limited,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,26.11.2021,5105787722,"£2,000.00",Arboricultural Services Treework,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,26.11.2021,5105787723,"£2,000.00",Arboricultural Services Treework,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,26.11.2021,5105787864,£690.00,Groundwork Landscapes Ltd,,,,
Manchester City Council,Manchester Leisure,Hire of Machinery,26.11.2021,5105788055,"£1,340.00",Bradshaw Lawnmover Engineers,,,,
Manchester City Council,Manchester Leisure,Professional fees,26.11.2021,5105787931,£800.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,I T Provision,26.11.2021,5105788081,"£6,075.00",Local Data Company,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,26.11.2021,5105787899,"£25,000.00",Wythenshawe Forum Trust Ltd,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,26.11.2021,5105786500,"£1,454.44",Bee Sanctuary Movement,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,26.11.2021,5105788086,"£47,421.35",City Build Manchester Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,26.11.2021,5105787778,"£62,536.50",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,26.11.2021,5105787776,"£17,403.60",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,26.11.2021,5105787777,"£13,971.60",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,26.11.2021,5105787512,"-£86,142.72",Rosgal Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,26.11.2021,5105788059,"£4,000.00",PDR Travel Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,26.11.2021,5105788025,"£2,713.39",MCR Blackcab Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,26.11.2021,5105787991,"£1,139.50",School Transport Solutions,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,26.11.2021,5105787948,"-£1,139.50",School Transport Solutions,,,,
Manchester City Council,Childrens & Education Services,Professional fees,26.11.2021,5105788029,"£1,950.00",Warwickshire County Council,,,,
Manchester City Council,Childrens & Education Services,Professional fees,26.11.2021,5105788073,"£1,906.25",Warwickshire County Council,,,,
Manchester City Council,Childrens & Education Services,Professional fees,26.11.2021,5105787974,"£1,360.00",Applied Psychology Services,,,,
Manchester City Council,Childrens & Education Services,Professional fees,26.11.2021,1907468855,"£1,000.00",Field Court Chambers,,,,
Manchester City Council,Childrens & Education Services,Professional fees,26.11.2021,1907465877,£550.00,Kenworthy's Chambers,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,26.11.2021,5105787874,"£3,333.33",North Ridge Community School,,,,
Manchester City Council,Childrens & Education Services,Payments for services,26.11.2021,5105787905,"£1,588.14",Seashell trust,,,,
Manchester City Council,Childrens & Education Services,Childminding Fee Pay,26.11.2021,5105787946,£931.00,Tinytots Vision Ltd,,,,
Manchester City Council,Childrens & Education Services,Childminding Fee Pay,26.11.2021,5105787947,£931.00,Tinytots Vision Ltd,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,26.11.2021,5105788030,"£1,443.75",Waddington & Son Solicitors,,,,
Manchester City Council,Adult Social Care,Rents,26.11.2021,5105787989,"£130,154.20",T15 Consultancy Ltd,,,,
Manchester City Council,Adult Social Care,Rents,26.11.2021,5105787903,"£84,101.88",Accommodation Links Ltd,,,,
Manchester City Council,Adult Social Care,Rents,26.11.2021,5105788001,"£33,595.50",Amco Management,,,,
Manchester City Council,Adult Social Care,Rents,26.11.2021,5105787875,"£5,041.20",Wythenshawe Community Housing Group,,,,
Manchester City Council,Adult Social Care,Rents,26.11.2021,1907469719,"£2,500.00",DS Mision Group Ltd,,,,
Manchester City Council,Adult Social Care,Rents,26.11.2021,1907469718,"£1,250.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,26.11.2021,5105771819,£735.73,Arrow County Supplies,,,,
Manchester City Council,Adult Social Care,Equipment,26.11.2021,5105787709,"£2,360.00",Accora,,,,
Manchester City Council,Adult Social Care,Equipment,26.11.2021,5105787726,£530.09,Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",26.11.2021,5105788011,£806.00,All 4 Pets Limited,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",26.11.2021,5105788008,£750.72,All 4 Pets Limited,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",26.11.2021,5105788004,£697.50,All 4 Pets Limited,,,,
Manchester City Council,Adult Social Care,Professional fees,26.11.2021,5105784951,"£2,300.00",YOURmedpack Ltd,,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,26.11.2021,5105788061,"£8,760.00",Coffee4Craig Ltd,,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,26.11.2021,5105787736,"£3,649.00",Greater Manchester Funeral Service,,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,26.11.2021,5105788037,"£1,528.00",Greater Manchester Funeral Service,,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,26.11.2021,5105787735,"£3,021.00",Greater Manchester Funeral Service,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,26.11.2021,5105787933,"£8,965.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,26.11.2021,5105787925,"£8,000.00",Hala Guest House,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,26.11.2021,5105787725,"£5,145.00",Medlock House Ltd,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.11.2021,5105788036,"£22,000.00",Supporting People In Need,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.11.2021,5105787885,"£5,000.00",George House Trust,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.11.2021,5105787734,"£2,500.00",Lives on Track,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,26.11.2021,5105787963,"£1,629.00",Alzheimers Society (Mcr Branch),,,,
Manchester City Council,Adult Social Care,Personal needs of client,26.11.2021,5105787935,"£4,650.00",Anywhere Care Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,26.11.2021,5105787978,"£1,075.00",Accora,,,,
Manchester City Council,Adult Social Care,Personal needs of client,26.11.2021,5105787979,"£1,075.00",Accora,,,,
Manchester City Council,Adult Social Care,Personal needs of client,26.11.2021,5105787988,£700.00,Telecare Services Association,,,,
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,26.11.2021,5105788063,"£14,965.44",Independent Living Alliance,,,,
Manchester City Council,Adult Social Care,Legal Fees,26.11.2021,5105787836,£500.00,Cornerstone Barristers,,,,
Manchester City Council,Adult Social Care,Legal Fees,26.11.2021,5105787907,£500.00,Cornerstone Barristers,,,,
Manchester City Council,Adult Social Care,Legal Fees,26.11.2021,5105787909,£500.00,Cornerstone Barristers,,,,
Manchester City Council,Adult Social Care,Legal Fees,26.11.2021,5105788023,£500.00,Cornerstone Barristers,,,,
Manchester City Council,Childrens Services,Building Works,26.11.2021,5105787858,"£790,913.53",Sir Robert McAlpine Limited,,,,
Manchester City Council,Childrens Services,Building Works,26.11.2021,5105787871,"£124,282.73",Our Lady's RC High School,,,,
Manchester City Council,Corporate Services,Professional fees,26.11.2021,5105787451,"£7,984.25",Wilde Consultants Ltd,,,,
Manchester City Council,Corporate Services,Fees,26.11.2021,1907465026,"£3,141.00",CDER GROUP LIMITED,,,,
Manchester City Council,Corporate Services,Fees,26.11.2021,1907465068,£712.95,Rundles,,,,
Manchester City Council,Corporate Services,I T Provision,26.11.2021,1907468895,"£2,250.00",Thirty 30 Media,,,,
Manchester City Council,Corporate Services,WPS Awards,26.11.2021,5105787870,"£1,176.87",Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,Fees,26.11.2021,1907465068,-£712.95,Rundles,,,,
Manchester City Council,Corporate Services,Fees,26.11.2021,1907465026,"-£3,141.00",CDER GROUP LIMITED,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,26.11.2021,5105787733,£666.51,Core Electrical Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,26.11.2021,5105787999,"£123,972.89",Kier Construction Limited,,,,
Manchester City Council,Corporate Services,Compensation Payments,26.11.2021,1907469708,"£10,000.00",EMERALD LAW,,,,
Manchester City Council,Housing General Fund,Building Works,26.11.2021,5105787872,"£105,324.67",One Manchester Limited,,,,
Manchester City Council,Housing General Fund,Building Works,26.11.2021,5105787873,"£36,606.75",One Manchester Limited,,,,
Manchester City Council,Housing General Fund,Surplus property Fees,26.11.2021,1907453265,£500.00,Morgan Has Solicitors,,,,
Manchester City Council,Housing Revenue Account,West Gorton Mgmt Fee,26.11.2021,5105787774,"£16,666.00",The Guinness Partnership Ltd,,,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,26.11.2021,5105787862,"£786,305.85",S4B Limited,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,26.11.2021,5105787838,"£34,906.56",Nibe Energy Systems Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,26.11.2021,5105788021,£597.62,Rexel UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,26.11.2021,5105787025,"-£4,363.32",Nibe Energy Systems Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,26.11.2021,5105787026,"-£4,363.32",Nibe Energy Systems Ltd,,,,
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,26.11.2021,5105787953,"£12,561.66",Rowlinson Constructions Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,26.11.2021,5105787980,"£13,403.25",Osbourne Thomas Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,26.11.2021,5105788031,"£12,031.25",Osbourne Thomas Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,26.11.2021,5105787877,"£10,000.00",Michael Page International,,,,
Manchester City Council,Chief Executives,Agency staff provision,26.11.2021,5105787861,"£8,105.88",The Oyster Partnership Limited,,,,
Manchester City Council,Chief Executives,Agency staff provision,26.11.2021,5105787850,"£1,770.00",The Oyster Partnership Limited,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788075,"£30,000.00",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105787863,"£7,417.50",Weightmans LLP Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788057,"£4,050.00",Richard Elliott Consultancy,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788088,"£3,075.00",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788087,"£2,806.25",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788072,"£2,356.25",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788082,"£2,231.25",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788083,"£1,662.50",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788085,"£1,118.75",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,1907465875,£900.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788028,£731.25,Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,26.11.2021,5105788076,"-£30,000.00",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,ICT Sup & Maintnance,26.11.2021,5105787904,"£3,900.00",Capita Business Services Ltd,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,26.11.2021,5105788034,"£5,204.00",OmniMusic,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,26.11.2021,5105788040,"-£5,204.00",OmniMusic,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,26.11.2021,5105787994,"-£1,912.00",Buro Happold Limited,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,26.11.2021,5105787976,"-£3,186.00",Buro Happold Limited,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.11.2021,5105787761,"£24,124.93",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.11.2021,5105787747,"£23,079.01",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.11.2021,5105787762,"£13,232.94",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.11.2021,5105787720,"£11,374.88",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.11.2021,5105787748,"£8,061.16",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.11.2021,5105787764,"£3,846.66",The Networking People (TNP) Ltd,,,,
Manchester City Council,Regeneration Finance,Rents,26.11.2021,1907467776,"£12,500.00",Asda Stores Ltd (Leeds),,,,
Manchester City Council,Regeneration Finance,Training and Development,26.11.2021,5105787840,"£1,425.00",Northcoders Limited,,,,
Manchester City Council,Regeneration Finance,Training and Development,26.11.2021,5105787967,"-£1,425.00",Northcoders Limited,,,,
Manchester City Council,Regeneration Finance,Professional fees,26.11.2021,5105787975,"£9,025.00",T/A Chase Associates ,,,,
Manchester City Council,Regeneration Finance,Professional fees,26.11.2021,5105787943,"£6,425.00",Seven Architecture Limited,,,,
Manchester City Council,Regeneration Finance,Legal Fees,26.11.2021,5105787906,"£5,287.50",Eversheds Llp,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.11.2021,5105788041,"£1,207.54",TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.11.2021,5105788044,"£1,036.27",TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.11.2021,5105788043,£845.97,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.11.2021,5105788042,£787.20,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.11.2021,5105788049,£695.46,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.11.2021,5105788054,£682.50,O'Connor Concrete Ltd,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.11.2021,5105788052,£546.00,O'Connor Concrete Ltd,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.11.2021,5105788045,£526.08,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,26.11.2021,5105788047,£520.96,TARMAC,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,26.11.2021,5105787738,"£180,861.63",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,26.11.2021,5105788017,"£19,500.00",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,26.11.2021,5105787893,"£15,600.00",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,26.11.2021,5105787546,"£9,995.00",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Professional fees,26.11.2021,5105787915,"£1,380.00",Halcyon Conservation Ltd,,,,
Manchester City Council,Collection Fund,NNDR-Overpayments,26.11.2021,1907469720,"£9,746.09",KSGB EUROPE SAS,,,,
Manchester City Council,Manchester Leisure,Training and Development,29.11.2021,1907464869,£750.00,Upwording Ltd,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,29.11.2021,5105788115,"£1,780.00",Sign-It-Up,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,29.11.2021,5105788142,£570.40,Vetspeed Ltd t/a Novus Environmenta,,,,
Manchester City Council,Manchester Leisure,Equipment,29.11.2021,5105788116,£528.00,Sign-It-Up,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,29.11.2021,5105788125,"£9,502.50",Rigby Taylor Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,29.11.2021,5105788121,"£1,650.00",Cornthwaite Tree Care,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,29.11.2021,5105787625,£570.00,LK Pollution Response Ltd,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,29.11.2021,5105786811,"£1,586.00",Niche Event Hire,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,29.11.2021,5105786806,"£1,241.00",Niche Event Hire,,,,
Manchester City Council,Manchester Leisure,Schools Special Facs,29.11.2021,5105788131,"£4,366.75",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Professional fees,29.11.2021,5105788143,"£6,651.84",Eville & Jones Commercial Services,,,,
Manchester City Council,Manchester Leisure,Professional fees,29.11.2021,5105788066,"£4,400.00",Inforhousing,,,,
Manchester City Council,Manchester Leisure,Other Insurance,29.11.2021,1907465867,"£9,287.82",Aon Ltd,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.11.2021,5105787287,"£1,699.94",St Michaels Parish Community Hall,,,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,29.11.2021,5105788207,£926.80,Kikkerland Europe BV,,,,
Manchester City Council,Manchester Leisure,Special Event,29.11.2021,1907465736,"£3,150.00",Akasha,,,,
Manchester City Council,Manchester Leisure,Special Event,29.11.2021,5105788140,"£1,500.00",Sport Event Solutions Ltd,,,,
Manchester City Council,Manchester Leisure,Special Event,29.11.2021,1907454041,£920.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,29.11.2021,5105788077,"£431,487.26",Laing O'Rourke Construction Ltd,,,,
Manchester City Council,Manchester Leisure,Compensation Payments,29.11.2021,1907466129,£725.00,Department For Work & Pensions,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,29.11.2021,5105788208,£630.00,Gibsons Garden Machinery Limited,,,,
Manchester City Council,Hospitality + Trading Services,Professional fees,29.11.2021,5105788205,"£9,471.88",Jacobs UK Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,29.11.2021,5105787984,£750.00,Redacted Personal Information,,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,29.11.2021,5105788174,"£1,731.00",Obitus,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29.11.2021,5105788261,"£67,939.00",Communitytransportservices.co.uk,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29.11.2021,5105784349,"£5,404.36",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29.11.2021,5105784890,"£4,551.04",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29.11.2021,5105788078,"-£5,404.36",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Signers/Interpreters,29.11.2021,5105788097,"£1,370.40",Language Line Ltd,,,,
Manchester City Council,Childrens & Education Services,Signers/Interpreters,29.11.2021,5105788098,"£1,108.00",Language Line Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,29.11.2021,5105788102,"£67,001.75",Career Connect,,,,
Manchester City Council,Childrens & Education Services,Professional fees,29.11.2021,5105788103,"£67,001.25",Career Connect,,,,
Manchester City Council,Childrens & Education Services,Professional fees,29.11.2021,1907465880,£750.00,Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,I T Provision,29.11.2021,5105788217,"£1,806.94",Allied Publicity Services (M\cr) Lt,,,,
Manchester City Council,Childrens & Education Services,ICT Sup & Maintnance,29.11.2021,5105788096,"£87,250.00",ICT Revolutions Ltd,,,,
Manchester City Council,Childrens & Education Services,I T Provision,29.11.2021,5105788145,"£31,900.00",ICT Revolutions Ltd,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,29.11.2021,5105788246,"£23,499.58",Droylsden Academy,,,,
Manchester City Council,Childrens & Education Services,Payments for services,29.11.2021,5105788151,"£12,738.32",Enhance EHC Ltd,,,,
Manchester City Council,Childrens & Education Services,Payments for services,29.11.2021,5105788156,"£10,833.33",MJSSE,,,,
Manchester City Council,Childrens & Education Services,Payments for services,29.11.2021,5105788159,"£10,008.67",Cedar House School,,,,
Manchester City Council,Childrens & Education Services,Payments for services,29.11.2021,5105788157,"£5,443.02",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Payments for services,29.11.2021,5105788158,"£4,518.18",Chaigeley Education Foundation,,,,
Manchester City Council,Childrens & Education Services,Supported Accommodation,29.11.2021,5105788196,£520.00,Bedspace Resource Ltd,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,29.11.2021,5105788374,"£1,240.29",Waddington & Son Solicitors,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,29.11.2021,5105788370,"-£1,240.29",Waddington & Son Solicitors,,,,
Manchester City Council,Adult Social Care,Agency staff provision,29.11.2021,5105788180,"£2,063.04",Reed Employment Plc,,,,
Manchester City Council,Adult Social Care,Agency staff provision,29.11.2021,5105778565,"£1,751.16",Reed Employment Plc,,,,
Manchester City Council,Adult Social Care,Agency staff provision,29.11.2021,5105788232,"£1,751.16",Reed Employment Plc,,,,
Manchester City Council,Adult Social Care,Agency staff provision,29.11.2021,5105788233,"£1,751.16",Reed Employment Plc,,,,
Manchester City Council,Adult Social Care,Agency staff provision,29.11.2021,5105788234,"£1,751.16",Reed Employment Plc,,,,
Manchester City Council,Adult Social Care,Rents,29.11.2021,5105788114,"£35,337.48",Housing Social Ltd,,,,
Manchester City Council,Adult Social Care,Rents,29.11.2021,5105788214,"£5,106.22",Mosscare Housing Ltd,,,,
Manchester City Council,Adult Social Care,Rents,29.11.2021,5105788117,"£4,359.01",Housing Social Ltd,,,,
Manchester City Council,Adult Social Care,Rents,29.11.2021,5105788215,"£2,685.00",Life By Ringley,,,,
Manchester City Council,Adult Social Care,Equipment,29.11.2021,5105787751,"£1,397.20",Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,29.11.2021,5105787752,"£1,397.20",Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,29.11.2021,5105787727,"£1,097.10",Drive Devilbiss Healthcare Ltd,,,,
