Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Amount,Supplier Name
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100401600,1333.00,W T Partnership
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100401602,833.00,W T Partnership
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100401603,1000.00,W T Partnership
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100401610,1500.00,W T Partnership
Manchester City Council,Childrens Services,Coach Hire,31.12.2010,5100401654,957.00,Transport Management & Co
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100401700,577.77,Cemex (Uk) Shared Service Centre
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100401744,1710.80,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Computer Purchases,31.12.2010,5100401758,562.50,Computerland Uk Ltd
Manchester City Council,Chief Executives,Computer Purchases,31.12.2010,5100401758,2502.99,Computerland Uk Ltd
Manchester City Council,Chief Executives,Computer Purchases,31.12.2010,5100401758,4834.80,Computerland Uk Ltd
Manchester City Council,Chief Executives,I T Provision,31.12.2010,5100401791,1190.00,Computerland Uk Ltd
Manchester City Council,Chief Executives,Computer Purchases,31.12.2010,5100401804,2605.20,Computerland Uk Ltd
Manchester City Council,Chief Executives,Vehicle Fuel Costs,31.12.2010,5100401865,2980.80,Carlton Fuels Ltd
Manchester City Council,Adult Social Care,Rents,31.12.2010,5100401900,2388.00,Willow Park Housing Trust
Manchester City Council,Adult Social Care,Rents,31.12.2010,5100401902,586.12,Willow Park Housing Trust
Manchester City Council,Housing Revenue Account,CD - Adaptations,31.12.2010,5100401929,18045.43,Northwards Housing Limited
Manchester City Council,Housing Revenue Account,CD - Adaptations,31.12.2010,5100401943,117267.53,Northwards Housing Limited
Manchester City Council,Chief Executives,Payments to Sub-Contractors,31.12.2010,5100401978,1349.25,Transmission Creative Limited
Manchester City Council,Regeneration Finance,Agency staff provision,31.12.2010,5100401996,6989.21,Department For Transport
Manchester City Council,Adult Social Care,Oth Professional Fee,31.12.2010,5100402019,3130.00,D J Hughes Construction Ltd
Manchester City Council,Chief Executives,Hire of Equipment,31.12.2010,5100402034,669.40,Piccadilly AV Ltd
Manchester City Council,Childrens Services,Foster Payments,31.12.2010,5100402035,700.00,Care-Ex Services Ltd t/a Concerto
Manchester City Council,Childrens Services,Foster Payments,31.12.2010,5100402037,1600.00,Care-Ex Services Ltd t/a Concerto
Manchester City Council,Childrens Services,Foster Payments,31.12.2010,5100402039,1760.00,Care-Ex Services Ltd t/a Concerto
Manchester City Council,Childrens Services,Foster Payments,31.12.2010,5100402040,1760.00,Care-Ex Services Ltd t/a Concerto
Manchester City Council,Childrens Services,Foster Payments,31.12.2010,5100402043,1760.00,Care-Ex Services Ltd t/a Concerto
Manchester City Council,Childrens Services,Foster Payments,31.12.2010,5100402044,555.40,Care-Ex Services Ltd t/a Concerto
Manchester City Council,Childrens Services,Foster Payments,31.12.2010,5100402045,1760.00,Care-Ex Services Ltd t/a Concerto
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402048,205325.00,Halle Concerts Society
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402053,58150.00,Royal Exchange Theatre Co.Ltd
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402058,46025.00,Greater Manchester Sports
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402064,57100.00,GMCVO
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402066,33375.00,Contact Theatre Company
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402068,27075.00,Octagon Theatre Bolton
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402076,2575.00,Chinese Arts Centre
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402088,3300.00,Cancer Aid & Listening Line
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100402097,554.25,Cemex (Uk) Shared Service Centre
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402098,3750.00,Community Arts North West
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402105,4175.00,AllAboutAudiences
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100402109,693.62,Buildbase Ltd aka Axon Buildbase
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402112,13625.00,Dance Initiative Greater Manchester
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402119,17625.00,Cornerhouse
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,31.12.2010,5100402175,25000.00,Rosgal Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100402294,590.04,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.12.2010,5100402360,18453.60,Carlton Fuels Ltd
Manchester City Council,Childrens Services,Supported Accom,31.12.2010,5100402366,585.00,Quayside Care Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,31.12.2010,5100402369,18543.60,Carlton Fuels Ltd
Manchester City Council,Environment and Operations,Oth Professional Fee,31.12.2010,5100402385,723.14,Buckley & Rowbotham
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100402444,645.00,Marshalls Mono Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100402482,33434.00,Manchester Working Ltd
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,31.12.2010,5100402483,17880.36,Manchester Working Ltd
Manchester City Council,Chief Executives,Computer Purchases,31.12.2010,5100402561,4449.76,Computerland Uk Ltd
Manchester City Council,Adult Social Care,Furniture,31.12.2010,5100402570,687.46,The Furnishing Service Ltd
Manchester City Council,Learning Disabilities PB,Payments for services,31.12.2010,5100402658,8435.70,Care Concepts Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.12.2010,5100402664,5000.00,Turner & Townsend Project
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100402670,645.00,Marshalls Mono Ltd
Manchester City Council,Section 48,Grant and subscriptions awarded,31.12.2010,5100402701,35400.00,Greater Manchester Pay & employment
Manchester City Council,Grtr Manchester Transport Unit,Payments to Sub-Contractors,31.12.2010,5100402776,535.85,Pluswork Group
Manchester City Council,Grtr Manchester Transport Unit,Payments to Sub-Contractors,31.12.2010,5100402795,3430.26,Pluswork Group
Manchester City Council,Housing General Fund,Building Works,31.12.2010,5100402818,-2490.00,Manchester Care & Repair Ltd
Manchester City Council,Childrens Services,Catering,31.12.2010,5100402887,16985.92,Hochtief Faclilty Management
Manchester City Council,Hospitality + Trading Services,Heating Oil,31.12.2010,5100402917,2829.50,Emo Oil Ltd
Manchester City Council,Manchester Leisure,Furniture,31.12.2010,5100402955,646.76,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,31.12.2010,5100402960,641.26,The Furnishing Service Ltd
Manchester City Council,Chief Executives,Oth Professional Fee,31.12.2010,5100402969,2000.00,Metaphor
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,31.12.2010,5100402980,42418.63,Harry Fairclough Construction Ltd
Manchester City Council,Regeneration Finance,Cont Cleaning - Ext,31.12.2010,5100402990,891.80,Floorbrite Quality Cleaning Service
Manchester City Council,Housing Revenue Account,CD - Adaptations,31.12.2010,5100403005,3505.00,Handicare  UK Ltd
Manchester City Council,Housing Revenue Account,CD - Adaptations,31.12.2010,5100403008,3705.00,Handicare  UK Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100403010,10620.62,NPS North West Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100403018,14373.61,NPS North West Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100403047,3107.33,NPS North West Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100403052,2114.54,NPS North West Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,31.12.2010,5100403096,13045.16,R & M Developments Ltd
Manchester City Council,Environment and Operations,Equipment,31.12.2010,5100403276,16512.00,Straight Plc
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100403298,1116.25,Badenoch & Clark
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100403321,45994.00,Ryder Architecture Ltd
Manchester City Council,Childrens Services,Coach Hire,31.12.2010,5100403355,7463.30,M Travel
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100403357,7700.00,Turner & Townsend Project
Manchester City Council,Libraries and Theatres,Furniture,31.12.2010,5100403358,613.60,Wesco UK
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,31.12.2010,5100403365,3867.20,Sureset UK Ltd
Manchester City Council,Environment and Operations,Equipment,31.12.2010,5100403371,9677.38,SP&SAI Biopac Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100403415,853.23,NPS North West Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100403417,3870.00,NPS North West Ltd
Manchester City Council,Adult Social Care,Int Rep & Main Build,31.12.2010,5100403435,1156.00,Manchester Working Ltd
Manchester City Council,Grtr Manchester Transport Unit,Payments to Sub-Contractors,31.12.2010,5100403447,811.00,Count On Us Ltd
Manchester City Council,Childrens Services,Hire of Premises,31.12.2010,5100403488,830.70,The Monastery Manchester Ltd
Manchester City Council,Chief Executives,Hire of Equipment,31.12.2010,5100403490,930.60,Evolve Group Ltd
Manchester City Council,Manchester Leisure,Training and Development,31.12.2010,5100403514,1494.00,One Life Academy Ltd
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100403576,4045.00,Swiftstyle Supplies
Manchester City Council,Chief Executives,Printing,31.12.2010,5100403615,865.00,Hudson & Pearson
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100403630,299365.20,Balfour Beatty Construction Ltd
Manchester City Council,Corporate Services,Water - Metered,31.12.2010,5100403664,624.96,Cooleraid Ltd
Manchester City Council,Chief Executives,Computer Purchases,31.12.2010,5100403703,11918.40,Computerland Uk Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100403741,73763.61,GB Building Solutions Ltd
Manchester City Council,Childrens Services,Grant and subscriptions awarded,31.12.2010,5100403796,60747.00,Better Choices Ltd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,31.12.2010,5100403800,24800.00,Anchor Trust
Manchester City Council,Manchester Leisure,Equipment,31.12.2010,5100403803,539.80,Maudesport Limited
Manchester City Council,Childrens Services,Coach Hire,31.12.2010,5100403829,4683.00,Coachire Manchester Ltd
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100403836,230157.78,Cruden Group Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100403864,202787.52,Cruden Group Ltd
Manchester City Council,Hospitality + Trading Services,Security Costs,31.12.2010,5100403904,6469.65,Chubb  Systems Limited
Manchester City Council,Chief Executives,Grant and subscriptions awarded,31.12.2010,5100403928,5000.00,Copeland Borough Council
Manchester City Council,Childrens Services,Coach Hire,31.12.2010,5100403946,61588.09,Orion Travel
Manchester City Council,Hospitality + Trading Services,Coach Hire,31.12.2010,5100403949,14491.46,Orion Travel
Manchester City Council,Childrens Services,Coach Hire,31.12.2010,5100403957,660.00,Orion Travel
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100403977,581.26,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100403982,587.57,Cemex (Uk) Shared Service Centre
Manchester City Council,Corporate Services,Consultants Fees,31.12.2010,5100403993,10970.86,Turner & Townsend Cost
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404000,563.37,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404023,576.29,Cemex (Uk) Shared Service Centre
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100404034,166604.93,F Parkinson Limited
Manchester City Council,Childrens Services,Student Discretionery Awards,31.12.2010,5100404042,-650.00,Open University
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404058,804.00,Medicare First
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404059,1213.80,Medicare First
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404060,1032.50,Medicare First
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404069,601.13,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404071,557.41,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404078,582.25,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404081,586.22,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404083,573.30,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404084,570.33,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404090,575.29,Cemex (Uk) Shared Service Centre
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404091,1039.70,Medicare First
Manchester City Council,Adult Social Care,Refuse Collection ex,31.12.2010,5100404094,3706.00,Mantank Environmental Services Ltd
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404105,5687.03,SRA Cover Staff Ltd
Manchester City Council,Corporate Services,Agency staff provision,31.12.2010,5100404111,2140.00,Michael Dyson Associates Ltd
Manchester City Council,Environment and Operations,Payments to Contractors,31.12.2010,5100404130,175168.47,NSL Ltd
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,31.12.2010,5100404145,2760.00,Greater Manchester Police
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,31.12.2010,5100404145,10001.77,Greater Manchester Police
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,31.12.2010,5100404145,26075.39,Greater Manchester Police
Manchester City Council,Environment and Operations,Payments to Contractors,31.12.2010,5100404146,73378.09,NSL Ltd
Manchester City Council,Chief Executives,Training and Development,31.12.2010,5100404148,2200.00,T-Three Public Sector Consulting
Manchester City Council,Libraries and Theatres,Int Rep & Main Build,31.12.2010,5100404162,775.00,Simon & Simon Security Ltd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,31.12.2010,5100404180,6505.00,Cheetham Al-Hilal Community Project
Manchester City Council,Childrens Services,Equipment,31.12.2010,5100404219,1036.00,Id-Visual
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,31.12.2010,5100404229,7659.21,Greater Manchester Police
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404238,12697.42,Semester Recruitment Ltd
Manchester City Council,Corporate Services,Cleaning Equipment and Materials,31.12.2010,5100404253,724.50,Alliance Disposables Ltd
Manchester City Council,Childrens Services,Travel,31.12.2010,5100404267,643.67,Uniglobe Diamond Travel Limited
Manchester City Council,Childrens Services,Travel,31.12.2010,5100404268,643.67,Uniglobe Diamond Travel Limited
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404272,855.40,Semester Recruitment Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100404274,667.00,Tecroc Products Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100404274,742.00,Tecroc Products Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100404335,3477.60,HOK International Limited
Manchester City Council,Hospitality + Trading Services,Equipment,31.12.2010,5100404383,678.00,Norseman Direct
Manchester City Council,Childrens Services,Oth Professional Fee,31.12.2010,5100404401,-1199.42,Sibcas Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100404404,7917.00,F Parkinson Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100404439,477060.27,Willmott Dixon Construction
Manchester City Council,Corporate Services,Cont Cleaning - Ext,31.12.2010,5100404443,734.50,M & M Cleaning ServicesLtd
Manchester City Council,Corporate Services,Cont Cleaning - Ext,31.12.2010,5100404456,711.84,M & M Cleaning ServicesLtd
Manchester City Council,Environment and Operations,Radio Charges,31.12.2010,5100404458,756.00,Radio Links Communications Ltd
Manchester City Council,Manchester Leisure,Payments for services,31.12.2010,5100404501,1166.00,Manchester Netball Development Grou
Manchester City Council,Childrens Services,Coach Hire,31.12.2010,5100404508,4353.74,M Travel
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,31.12.2010,5100404509,7514.75,Technology Solutions Ltd
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100404518,1478.30,Lisclare
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404542,975.00,Icethaw Salt Supplies Ltd
Manchester City Council,Housing General Fund,Building Works,31.12.2010,5100404568,22316.99,"Groundwork Manchester, Salford"
Manchester City Council,Corporate Services,Landline Telephone,31.12.2010,5100404576,3690.42,UNISON
Manchester City Council,Housing General Fund,Building Works,31.12.2010,5100404597,93098.00,GB Building Solutions Ltd
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404605,4753.67,Manpower UK Ltd
Manchester City Council,Childrens Services,Coach Hire,31.12.2010,5100404607,2467.50,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Private Finance and Public Private partnership initiatives,31.12.2010,5100404623,6737.50,Manchester School Services Limited
Manchester City Council,Regeneration Finance,Taxi Expenses,31.12.2010,5100404626,560.00,Jeffries Cars
Manchester City Council,Childrens Services,Hire of Equipment,31.12.2010,5100404633,702.00,Sibcas Limited
Manchester City Council,Childrens Services,Coach Hire,31.12.2010,5100404634,3185.00,REDACTED PERSONAL DATA
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100404636,1385.00,Fairway Landscapes Ltd
Manchester City Council,Childrens Services,Hire of Equipment,31.12.2010,5100404639,520.00,Sibcas Limited
Manchester City Council,Chief Executives,Consultants Fees,31.12.2010,5100404640,7240.90,Turner & Townsend Cost
Manchester City Council,Environment and Operations,Oth Professional Fee,31.12.2010,5100404649,7232.80,Enterprise Manchester Partnership
Manchester City Council,Childrens Services,Hire of Equipment,31.12.2010,5100404651,702.00,Sibcas Limited
Manchester City Council,Childrens Services,Hire of Equipment,31.12.2010,5100404654,702.00,Sibcas Limited
Manchester City Council,Environment and Operations,Equipment,31.12.2010,5100404657,75320.00,Enterprise Manchester Partnership
Manchester City Council,Corporate Services,I T Provision,31.12.2010,5100404658,-989.00,Post Office Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,31.12.2010,5100404686,8126.00,Intrinsic Technology Limited
Manchester City Council,Chief Executives,Fixtures and Fitting,31.12.2010,5100404698,1825.00,H.V.B.Flooring Services Ltd
Manchester City Council,Chief Executives,Fixtures and Fitting,31.12.2010,5100404698,3895.00,H.V.B.Flooring Services Ltd
Manchester City Council,Chief Executives,Consummables,31.12.2010,5100404700,975.00,H.V.B.Flooring Services Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100404714,500.00,E & E Workwear
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100404714,625.00,E & E Workwear
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100404714,625.00,E & E Workwear
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,31.12.2010,5100404717,53948.80,Specialist Vehicle rental
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100404734,1085.00,Lewis Hygiene Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100404738,705.00,Till & Whitehead Ltd
Manchester City Council,Adult Social Care,Furniture,31.12.2010,5100404739,1740.00,Egan Reid Stationery Co Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,31.12.2010,5100404742,705.00,Till & Whitehead Ltd
Manchester City Council,Chief Executives,Printing,31.12.2010,5100404805,10856.92,Astra Signs
Manchester City Council,Childrens Services,Student Discretionery Awards,31.12.2010,5100404842,17860.00,The Manchester College
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100404859,528.00,Simplymed Ltd
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100404860,725.00,Simplymed Ltd
Manchester City Council,Corporate Services,Fees,31.12.2010,5100404866,1065.02,Rossendales Ltd
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,31.12.2010,5100404870,3286.30,Southway Housing Trust
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31.12.2010,5100404892,7229.00,Turner & Townsend Cost
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100404894,889.50,Sunridge Upholstery Ltd
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100404894,940.98,Sunridge Upholstery Ltd
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100404894,2754.00,Sunridge Upholstery Ltd
Manchester City Council,Chief Executives,Printing,31.12.2010,5100404901,813.00,Holdmede Ltd T/A Pelican Press
Manchester City Council,Chief Executives,Hire of Equipment,31.12.2010,5100404902,518.00,Piccadilly AV Ltd
Manchester City Council,Environment and Operations,Hire of Premises,31.12.2010,5100404926,4062.00,Manchester City Football Club Plc
Manchester City Council,Grtr Manchester Transport Unit,Payments to Sub-Contractors,31.12.2010,5100404929,10503.71,Urban Vision Partnership Ltd
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404930,3750.00,Practicus
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100404935,3000.00,Practicus
Manchester City Council,Regeneration Finance,Payments for services,31.12.2010,5100404941,740.00,Smiths Marquees
Manchester City Council,Grtr Manchester Transport Unit,Payments to Sub-Contractors,31.12.2010,5100404947,4032.00,Pluswork Group
Manchester City Council,Corporate Services,Ext Rep & Main Build,31.12.2010,5100404949,1064.54,Manchester Working Ltd
Manchester City Council,Childrens Services,Catering,31.12.2010,5100404954,795.75,University Of Manchester
Manchester City Council,Childrens Services,Hire of Premises,31.12.2010,5100404954,2150.00,University Of Manchester
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100404961,10588.75,NPS North West Ltd
Manchester City Council,Housing General Fund,Building Works,31.12.2010,5100404964,5630.40,"Groundwork Manchester, Salford"
Manchester City Council,Chief Executives,Printing,31.12.2010,5100404970,810.02,Tangent Print service
Manchester City Council,Chief Executives,Printing,31.12.2010,5100404970,1789.98,Tangent Print service
Manchester City Council,Chief Executives,Hire of Equipment,31.12.2010,5100404971,1107.50,Keyteq Presentation Services Ltd
Manchester City Council,Chief Executives,Printing,31.12.2010,5100404973,1200.00,Tangent Print service
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100404975,19250.00,Faithful & Gould Ltd
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100404979,12582.50,Faithful & Gould Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,31.12.2010,5100404985,801.20,Killgerm Chemicals Ltd
Manchester City Council,Environment and Operations,Building Materials for direct delivery,31.12.2010,5100404985,2403.59,Killgerm Chemicals Ltd
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,31.12.2010,5100404989,700.00,J.B.T Training & Service D'ment
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,31.12.2010,5100404989,700.00,J.B.T Training & Service D'ment
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,31.12.2010,5100404992,38243.45,Manchester Van Hire Ltd
Manchester City Council,Chief Executives,Computer Purchases,31.12.2010,5100404998,1000.00,Computerland Uk Ltd
Manchester City Council,Adult Social Care,Equipment,31.12.2010,5100405037,1155.00,Morris & Alexander Ltd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,31.12.2010,5100405056,15000.00,LinkAge Advocacy Project
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100405057,1577.37,Harry Fairclough Construction Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100405058,647.31,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100405066,657.54,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100405070,515.39,Cemex (Uk) Shared Service Centre
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,31.12.2010,5100405073,19914.14,Harry Fairclough Construction Ltd
Manchester City Council,Hospitality + Trading Services,Recharge of Veh Hire,31.12.2010,5100405126,723.40,Langtree Group Plc
Manchester City Council,Corporate Services,Tracing fees,31.12.2010,5100405131,1080.10,Magnet Solutions
Manchester City Council,Chief Executives,Grant and subscriptions awarded,31.12.2010,5100405178,14625.00,Morris Hargreaves McIntyre
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,31.12.2010,5100405186,17000.00,Me Learning Limited
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100405203,4186.19,Celsian
Manchester City Council,Chief Executives,Printing,31.12.2010,5100405208,950.00,BurrBaxter Print Ltd
Manchester City Council,Libraries and Theatres,Equipment,31.12.2010,5100405217,660.00,Axiell Ltd
Manchester City Council,Libraries and Theatres,Equipment,31.12.2010,5100405217,1000.00,Axiell Ltd
Manchester City Council,Libraries and Theatres,Equipment,31.12.2010,5100405217,9337.60,Axiell Ltd
Manchester City Council,Manchester Leisure,Equipment,31.12.2010,5100405220,778.09,Earth Anchors Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,31.12.2010,5100405227,1534.00,Cornish King Bulb Growers
Manchester City Council,Corporate Services,Oth Professional Fee,31.12.2010,5100405240,3248.74,Edmond Shipway
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,31.12.2010,5100405245,160689.00,Lifeline Project Limited
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,31.12.2010,5100405251,37630.00,Lifeline Project Limited
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,31.12.2010,5100405255,18492.00,Lifeline Project Limited
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,31.12.2010,5100405259,52721.00,Lifeline Project Limited
Manchester City Council,Adult Social Care,Rents,31.12.2010,5100405260,15505.33,Mars Pension Trustees Limited
Manchester City Council,Regeneration Finance,CAMC/Not assigned,31.12.2010,5100405273,-942.00,GMPTE
Manchester City Council,Environment and Operations,Grant and subscriptions awarded,31.12.2010,5100405279,17750.00,"Groundwork Manchester, Salford"
Manchester City Council,Chief Executives,Printing,31.12.2010,5100405294,2634.00,Hudson & Pearson
Manchester City Council,Childrens Services,Foster Payments,31.12.2010,5100405306,1600.00,Care-Ex Services Ltd t/a Concerto
Manchester City Council,Adult Social Care,Travel,31.12.2010,5100405309,750.00,Sue Ross Consultancy Ltd
Manchester City Council,Grtr Manchester Transport Unit,Payments to Sub-Contractors,31.12.2010,5100405310,1800.00,The Care Company (Sussex) Ltd
Manchester City Council,Chief Executives,Agency staff provision,31.12.2010,5100405324,3919.88,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405372,98974.00,Capita IT Services (BSF) Limited
Manchester City Council,Childrens Services,Building Works,31.12.2010,5100405374,110971.75,Capita IT Services (BSF) Limited
