Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,
Manchester City Council,Highways Services,Professional fees,29.10.2018,5101001596,"£5,544.00",AECOM Limited,,,,,
Manchester City Council,Highways Services,Professional fees,29.10.2018,5101001595,"£3,318.00",AECOM Limited,,,,,
Manchester City Council,Highways Services,Professional fees,29.10.2018,5101001554,"£1,300.00",AECOM Limited,,,,,
Manchester City Council,Adult Social Care,Professional fees,29.10.2018,5101002295,"£1,950.00",Adecco Uk Ltd,,,,,
Manchester City Council,Chief Executives,Training and Development,29.10.2018,5101001665,"£4,730.00",Manchester Metropolitan University,,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,29.10.2018,1906238384,"£22,500.00",Manchester Metropolitan University,,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,29.10.2018,5101001456,"£9,323.09",G & J Seddon Ltd,,,,,
Manchester City Council,Adult Social Care,Home Care ,29.10.2018,5101002375,"£8,958.32",Standwalk Ltd,,,,,
Manchester City Council,Manchester Leisure,Equipment,29.10.2018,5101001984,£525.00,Groundwork Landscapes Ltd,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29.10.2018,5101001929,"£51,219.79",ENGIE Regeneration Ltd,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29.10.2018,5101001931,"£46,820.90",ENGIE Regeneration Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,29.10.2018,5101001770,"£13,604.40",Dowhigh Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,29.10.2018,1700083983,"£122,339.71",Vodafone (Ex C&W),,,,,
Manchester City Council,Environment and Operations,Construction Works,29.10.2018,1700083894,"-£122,339.71",Vodafone (Ex C&W),,,,,
Manchester City Council,Chief Executives,Landline Telephone Charges,29.10.2018,1906222353,£976.83,Vodafone (Ex C&W),,,,,
Manchester City Council,Chief Executives,Landline Telephone Charges,29.10.2018,1906222354,£653.25,Vodafone (Ex C&W),,,,,
Manchester City Council,Chief Executives,I T Provision,29.10.2018,1906223197,"£9,104.98",Vodafone (Ex C&W),,,,,
Manchester City Council,Chief Executives,I T Provision,29.10.2018,1906223198,"£3,617.91",Vodafone (Ex C&W),,,,,
Manchester City Council,Adult Social Care,Furniture,29.10.2018,5101002041,"£1,185.00",The Care Team,,,,,
Manchester City Council,Chief Executives,Agency staff provision,29.10.2018,5101001539,"£4,776.17",Deekay Technical Recruitment Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29.10.2018,5101001659,"£14,408.00",Relate Manchester,,,,,
Manchester City Council,Chief Executives,Examination Fees,29.10.2018,5101002335,"£2,065.00",Uni Hospital of South Mcr,,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,29.10.2018,5101002314,"£3,178.00",Uni Hospital of South Mcr,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,29.10.2018,5101001056,"£10,761.25",Great Places Housing Association,,,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,29.10.2018,5101002124,£579.54,Amey Highways Lighting (Manchester),,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245345,"£5,904.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245343,"£3,575.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245338,"£3,327.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245360,"£2,643.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245342,"£1,010.75",Stannah Lift Services Ltd,,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,29.10.2018,5101001789,£960.00,Pennine Telecom Ltd,,,,,
Manchester City Council,Adult Social Care,Personal needs of client,29.10.2018,5101002519,£500.00,Hemingways Marketing Services Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,29.10.2018,5101001223,"£7,312.50",Central Mcr Uni Hospital t/a,,,,,
Manchester City Council,Adult Social Care,Payments for services,29.10.2018,5101001224,£748.00,Central Mcr Uni Hospital t/a,,,,,
Manchester City Council,Chief Executives,Examination Fees,29.10.2018,5101002316,£862.71,Central Mcr Uni Hospital t/a,,,,,
Manchester City Council,Regeneration Finance,Third party payments to other Local Authorities,29.10.2018,5101002211,"£3,152.57",Tameside Metropolitan Bouough,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,29.10.2018,5101001054,"£4,980.00",Irwell Valley Housing Association,,,,,
Manchester City Council,Manchester Leisure,Special Events,29.10.2018,5101002347,£880.00,People's History Museum,,,,,
Manchester City Council,Adult Social Care,Training and Development,29.10.2018,5101001982,£600.00,Disabled Living,,,,,
Manchester City Council,Adult Social Care,Training and Development,29.10.2018,5101002079,£600.00,Disabled Living,,,,,
Manchester City Council,Adult Social Care,Professional fees,29.10.2018,5100999295,"£396,311.00",Manchester School Services Limited,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245354,"£4,690.00",Thyssenkrupp Encasa,,,,,
Manchester City Council,Manchester Leisure,Transport Coach Hire,29.10.2018,5101002384,£795.00,Go Goodwins Ltd,,,,,
Manchester City Council,Corporate Services,Professional fees,29.10.2018,5100997809,"£4,133.16",Turner & Townsend Cost,,,,,
Manchester City Council,Chief Executives,Printing,29.10.2018,5101001481,£784.00,Wallace Printers Ltd,,,,,
Manchester City Council,Manchester Leisure,Professional fees,29.10.2018,5101002166,"£1,306.75",Trafford Signs Ltd,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.10.2018,5101001351,£825.00,Burnage Community Association.,,,,,
Manchester City Council,Regeneration Finance,Signers/Interpreters Fees,29.10.2018,5101002304,£527.60,Interpreter Booking Services,,,,,
Manchester City Council,Manchester Leisure,Professional fees,29.10.2018,5101002503,£500.00,Redacted Personal Information,,,,,
Manchester City Council,Corporate Services,I T Provision,29.10.2018,5101001926,£731.89,Insight Direct (Uk) Ltd,,,,,
Manchester City Council,Chief Executives,Telecoms Maintenance,29.10.2018,5101001682,"£1,509.00",T.I.S. Limited,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29.10.2018,5101001985,"£3,313.00",T.I.S. Limited,,,,,
Manchester City Council,Chief Executives,Agency staff provision,29.10.2018,5101002639,"£7,067.90",Hays Personnel,,,,,
Manchester City Council,Chief Executives,Agency staff provision,29.10.2018,5101002640,"£2,241.02",Hays Personnel,,,,,
Manchester City Council,Environment and Operations,Construction Works,29.10.2018,5101002216,"£1,417.70",GMCA,,,,,
Manchester City Council,Regeneration Finance,I T Provision,29.10.2018,5101002087,£591.90,Computeam Limited,,,,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,29.10.2018,5101002219,"£10,000.00",Manchester Working Ltd,,,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,29.10.2018,5101002367,"£92,972.22",Manchester Working Ltd,,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,29.10.2018,5101002178,"£7,754.68",Manchester Working Ltd,,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,29.10.2018,5100998410,-£962.41,Manchester Working Ltd,,,,,
Manchester City Council,Adult Social Care,Equipment,29.10.2018,5101001326,"£1,152.00",Bentley Fielden Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245339,"£5,971.00",Hoist & Shower Chair Company,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245344,"£4,310.00",Hoist & Shower Chair Company,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245356,"£3,248.00",Hoist & Shower Chair Company,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245337,"£2,188.00",Hoist & Shower Chair Company,,,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,29.10.2018,5101002397,"£1,174.90",Alliance Disposables Ltd,,,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,29.10.2018,5101002615,£897.82,Alliance Disposables Ltd,,,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,29.10.2018,5101002402,£696.01,Alliance Disposables Ltd,,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,29.10.2018,5101002312,£954.50,Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,29.10.2018,5101002306,£677.60,Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,29.10.2018,5101002317,£830.70,Redacted Personal Information,,,,,
Manchester City Council,Hospitality + Trading Services,Equipment,29.10.2018,5101001910,£573.20,W.V.Howe Ltd,,,,,
Manchester City Council,Chief Executives,Compensation Payments,29.10.2018,5101002271,£650.00,Outer Temple Chambers,,,,,
Manchester City Council,Chief Executives,Licences Purchase,29.10.2018,5101002102,£924.00,Kenson Network Engineering Ltd,,,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,29.10.2018,5101001569,"£2,358.88",Cruden Group Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29.10.2018,5101002253,"£12,500.00",Manchester Womens Aid,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29.10.2018,5101002273,"-£12,500.00",Manchester Womens Aid,,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,29.10.2018,5101002342,"£3,501.00",Kane Funeral Services,,,,,
Manchester City Council,Adult Social Care,Legal Fees,29.10.2018,1906239381,£650.00,Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Examination Fees,29.10.2018,5101002340,"£4,302.50",ROAR Forensics Ltd,,,,,
Manchester City Council,Chief Executives,Examination Fees,29.10.2018,5101002341,"£1,360.00",ROAR Forensics Ltd,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,29.10.2018,5101002113,"£20,072.00",Computacenter (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,I T Provision,29.10.2018,5101001384,"£14,942.22",Computacenter (UK) Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245358,"£1,353.00",Care & Independence Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245359,"£1,266.50",Care & Independence Ltd,,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,29.10.2018,5101002052,"£912,272.97",ISG Construction Limited,,,,,
Manchester City Council,Chief Executives,Legal Fees,29.10.2018,5101001388,£825.00,11KBW,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,29.10.2018,5101002080,"£1,925.00",Greater M/cr Tree Station Limited,,,,,
Manchester City Council,Manchester Leisure,Equipment,29.10.2018,5101001945,"£1,200.00",Willfab Ltd,,,,,
Manchester City Council,Corporate Services,CRB Fees,29.10.2018,5101002495,£936.00,United Medicare Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,29.10.2018,5101001912,£525.00,DHP Care Limited,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29.10.2018,5101001927,"£40,066.51",Engie Regeration Limited t/a,,,,,
Manchester City Council,Manchester Leisure,Payments for services,29.10.2018,5101001814,"£1,282.76",East M/cr Sport & Acitivity Forum,,,,,
Manchester City Council,Chief Executives,Printing,29.10.2018,5101002058,"£3,165.00",NB Colour Print Limited,,,,,
Manchester City Council,Chief Executives,Printing,29.10.2018,5101001583,£550.00,NB Colour Print Limited,,,,,
Manchester City Council,Chief Executives,Licences Purchase,29.10.2018,5101001473,"£347,600.00",Cloud Technology Solutions Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245346,"£47,895.22",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245340,"£6,442.55",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245341,"£5,935.88",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245347,"£5,901.69",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245355,"£5,452.52",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245349,"£5,042.34",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,29.10.2018,1906245348,"£4,942.30",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,29.10.2018,1906239565,£975.00,Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,29.10.2018,5101001567,"£1,093.82",T/A Janus,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,29.10.2018,5101002373,"£7,282.12",K L Properties,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,29.10.2018,5101001638,£630.00,Redacted Personal Information,,,,,
Manchester City Council,Regeneration Finance,I T Provision,29.10.2018,5101001463,"£4,656.74",TNP Ltd,,,,,
Manchester City Council,Highways Services,Training - Day Release Fees,29.10.2018,5100976954,£536.00,Ace Safety Academy,,,,,
Manchester City Council,Adult Social Care,Rents,29.10.2018,5101002372,"£6,038.68",Eeven Homes Ltd.,,,,,
Manchester City Council,Manchester Leisure,Professional fees,29.10.2018,5101002301,£792.00,Emerge 3RS,,,,,
Manchester City Council,Manchester Leisure,Professional fees,29.10.2018,5101002300,-£792.00,Emerge 3RS,,,,,
Manchester City Council,Chief Executives,Agency staff provision,29.10.2018,5101002364,"£1,120.00",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Payments for services,29.10.2018,5101002002,"£2,200.00",Kaleidoscope Project,,,,,
Manchester City Council,Adult Social Care,Payments for services,29.10.2018,5101002377,"£49,392.00",Potensial Ltd (T/A Potens),,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,29.10.2018,5101002114,"£3,300.00",Redacted Personal Information,,,,,
Manchester City Council,Corporate Services,Professional fees,29.10.2018,5101002222,"£2,350.00",WYG Environment Planning,,,,,
Manchester City Council,Corporate Services,Professional fees,29.10.2018,5101002223,"£1,400.00",WYG Environment Planning,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,29.10.2018,5100998179,"£12,300.00",Modern Mindset Ltd,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,29.10.2018,5100998188,"£1,500.00",Modern Mindset Ltd,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,29.10.2018,5101002288,"-£12,300.00",Modern Mindset Ltd,,,,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,29.10.2018,5101001458,"£100,000.00",Argyle North West Construction Ltd,,,,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,29.10.2018,5101001389,"£17,000.00",Argyle North West Construction Ltd,,,,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,29.10.2018,5101001525,"£9,148.61",Argyle North West Construction Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,29.10.2018,5101002245,"£1,022.98",t/a Leaving Care Trng & Consultancy,,,,,
Manchester City Council,Manchester Leisure,Special Events,29.10.2018,1906243414,"£1,069.48",Foxdog Studios Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Equipment,29.10.2018,1906242821,£930.66,Redacted Personal Information,,,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,30.10.2018,1906247777,£596.70,PHS Group,,,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,30.10.2018,1906247765,£589.42,PHS Group,,,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,30.10.2018,1906247768,£589.42,PHS Group,,,,,
Manchester City Council,Adult Social Care,Payments for services,30.10.2018,5101002179,"£12,950.00",Caci Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,30.10.2018,5101002790,"£47,867.41",Cambian Childcare Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,30.10.2018,5101002785,"£46,323.30",Cambian Childcare Ltd,,,,,
Manchester City Council,Manchester Leisure,Car Parking Permits,30.10.2018,5101002562,"£6,527.63",NSL Ltd,,,,,
Manchester City Council,Manchester Leisure,Car Parking Permits,30.10.2018,5101002551,"£4,141.55",NSL Ltd,,,,,
Manchester City Council,Manchester Leisure,Car Parking Permits,30.10.2018,5101002797,"£1,399.60",NSL Ltd,,,,,
Manchester City Council,Manchester Leisure,Car Parking Permits,30.10.2018,5101002796,"-£1,399.60",NSL Ltd,,,,,
Manchester City Council,Manchester Leisure,Car Parking Permits,30.10.2018,5101002793,"-£2,155.00",NSL Ltd,,,,,
Manchester City Council,Highways Services,Payments to Contractors,30.10.2018,5101002795,"£2,155.00",NSL Ltd,,,,,
Manchester City Council,Manchester Leisure,Professional fees,30.10.2018,5100998452,£510.04,VWR International Ltd,,,,,
Manchester City Council,Adult Social Care,Equipment,30.10.2018,5101002239,£699.00,RNIB,,,,,
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,30.10.2018,5101002682,"£4,055.44",Dicom Ltd,,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,30.10.2018,5101002584,"£3,990.00",Grantfen Fire & Security Ltd,,,,,
Manchester City Council,Manchester Leisure,Equipment,30.10.2018,5101002605,"£13,125.00",Craemer Uk Ltd,,,,,
Manchester City Council,Adult Social Care,Rents,30.10.2018,5101002560,"£64,032.61",B & A Properties,,,,,
Manchester City Council,Chief Executives,Training and Development,30.10.2018,5101001706,£900.00,Arc People Development Ltd,,,,,
Manchester City Council,Chief Executives,Training and Development,30.10.2018,5101001714,£900.00,Arc People Development Ltd,,,,,
Manchester City Council,Chief Executives,Publications,30.10.2018,5101002631,"£15,918.34",NLA Media Access Ltd,,,,,
Manchester City Council,Adult Social Care,Furniture,30.10.2018,5101001950,£579.00,Back Care Solutions Ltd,,,,,
Manchester City Council,Corporate Services,Transport Taxis,30.10.2018,1906247653,"£18,047.20",Street Cars,,,,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,30.10.2018,5101002169,"£30,000.00",Utilities Design & Planning Ltd,,,,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,30.10.2018,5101002310,"£25,000.00",Utilities Design & Planning Ltd,,,,,
Manchester City Council,Highways Services,Professional fees,30.10.2018,5100996698,"£9,405.00",AECOM Limited,,,,,
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,30.10.2018,5101002659,"£16,200.00",G & J Seddon Ltd,,,,,
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,30.10.2018,5101002659,"£7,692.00",G & J Seddon Ltd,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.10.2018,5101002520,£650.00,Rigby Taylor Ltd,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.10.2018,5101002617,"£1,500.00",The Lesbian & Gay Foundation,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,30.10.2018,5101001519,"£29,142.40",Standwalk Ltd,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,30.10.2018,5101001527,"£8,205.00",Standwalk Ltd,,,,,
Manchester City Council,Highways Services,Tipping Charges - Tonnage,30.10.2018,5101002174,"£1,584.00",J.Hopkins (Contractors) Ltd.,,,,,
Manchester City Council,Adult Social Care,Professional fees,30.10.2018,5101002344,"£1,049.78",Protec Fire Detection Plc,,,,,
Manchester City Council,Adult Social Care,Professional fees,30.10.2018,5101002343,"£1,041.11",Protec Fire Detection Plc,,,,,
Manchester City Council,Adult Social Care,Professional fees,30.10.2018,1906223211,£650.00,Redacted Personal Information,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,30.10.2018,5101001895,"£2,880.00",Arboricultural Services Treework,,,,,
Manchester City Council,Chief Executives,Advertising,30.10.2018,5101002798,£839.15,Reach Publishing Services Ltd,,,,,
Manchester City Council,Highways Services,Equipment,30.10.2018,5101001940,"£2,886.56",Amey Highways Lighting (Manchester),,,,,
Manchester City Council,Highways Services,Equipment,30.10.2018,5101002117,"£1,205.86",Amey Highways Lighting (Manchester),,,,,
Manchester City Council,Adult Social Care,Professional fees,30.10.2018,1906223215,£600.00,Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,30.10.2018,5101002540,"£2,200.50",The Bridgewater Hall,,,,,
Manchester City Council,Regeneration Finance,Professional fees,30.10.2018,5101002792,"£13,000.00",Manchester Care & Repair Ltd,,,,,
Manchester City Council,Adult Social Care,Payment of School Budget Share,30.10.2018,5101002561,"£76,178.00",Castlefield Campus,,,,,
Manchester City Council,Adult Social Care,Payment of School Budget Share,30.10.2018,5101002564,"£18,648.00",Meade Hill School,,,,,
Manchester City Council,Regeneration Finance,Professional Services Provision,30.10.2018,5100999539,£630.00,Alchem Industries Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,30.10.2018,5101002538,"£6,010.20",Talbot House Support Centre,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.10.2018,5101002625,"£4,889.00",Adactus Housing Group Ltd,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,30.10.2018,5101002625,"£2,780.00",Adactus Housing Group Ltd,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.10.2018,5101002534,£800.00,Gorton Community Association,,,,,
Manchester City Council,Corporate Services,Public Transport,30.10.2018,5101001107,£570.00,Stagecoach Manchester,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,30.10.2018,5101001107,£570.00,Stagecoach Manchester,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,30.10.2018,5101001107,£570.00,Stagecoach Manchester,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,30.10.2018,5101001107,£570.00,Stagecoach Manchester,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,30.10.2018,5101001107,£570.00,Stagecoach Manchester,,,,,
Manchester City Council,Adult Social Care,Equipment,30.10.2018,5101002623,"£1,766.00",Invacare Limited,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,30.10.2018,5101001152,"£5,490.00",Esteem,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,30.10.2018,5101002720,"£5,275.70",Manchester Working Ltd,,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,30.10.2018,5101002791,"£3,157.35",Manchester Working Ltd,,,,,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,30.10.2018,5101002227,"£233,426.46",Manchester Working Ltd,,,,,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,30.10.2018,5101002365,"£9,683.33",Manchester Working Ltd,,,,,
Manchester City Council,Adult Social Care,Equipment,30.10.2018,5101002635,"£1,380.80",Drive Devilbiss Healthcare Ltd,,,,,
Manchester City Council,Adult Social Care,Equipment,30.10.2018,5101002634,"£1,352.80",Drive Devilbiss Healthcare Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,30.10.2018,1906243744,"£1,000.00",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Legal Fees,30.10.2018,5101001601,-£545.00,Redacted Personal Information,,,,,
Manchester City Council,Housing General Fund,Building Works,30.10.2018,5101002531,"£35,743.90",Southway Housing Trust,,,,,
Manchester City Council,Adult Social Care,Professional fees,30.10.2018,1906245321,£717.40,Anglia DNA Services,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.10.2018,5101000089,"£4,084.00",Northern Marking Limited,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.10.2018,5101000085,"£1,039.20",Northern Marking Limited,,,,,
Manchester City Council,Regeneration Finance,Professional fees,30.10.2018,5101002558,"£10,340.00",Turner & Townsend Project,,,,,
Manchester City Council,Adult Social Care,Payments for services,30.10.2018,5101002554,"£3,024.00",PULSE,,,,,
Manchester City Council,Corporate Services,Professional fees,30.10.2018,5100999382,"£1,400.00",Rider Levett Bucknall UK Ltd,,,,,
Manchester City Council,Manchester Leisure,Special Events,30.10.2018,5101002542,"£4,126.00",Silverback Events Limited,,,,,
Manchester City Council,Manchester Leisure,Special Events,30.10.2018,5101002547,"£1,960.00",Silverback Events Limited,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247823,£745.00,Ecomix Concrete Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247824,£745.00,Ecomix Concrete Ltd,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,30.10.2018,5101001834,"£65,674.30",Conlon Construction Ltd,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,30.10.2018,5101001834,"£25,396.35",Conlon Construction Ltd,,,,,
Manchester City Council,Chief Executives,Advertising,30.10.2018,5101002647,£690.00,Christmas Markets.com,,,,,
Manchester City Council,Regeneration Finance,Stationery,30.10.2018,5101002051,£555.00,Cardentity Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247750,"£2,686.40",Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247752,£999.68,Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247753,£734.88,Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247751,£649.60,Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,30.10.2018,1906247749,£546.49,Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.10.2018,5100998975,"£19,986.50",Youbus Ltd,,,,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,30.10.2018,5101001842,"£604,136.39",S4B Limited,,,,,
Manchester City Council,Housing Revenue Account,Grant and subscriptions awarded,30.10.2018,5101002736,"£17,231.25",The Housing Ombudsman,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.10.2018,5101002537,£810.00,Fit Over Fifty,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,30.10.2018,5101002559,"£17,543.00",Redacted Personal Information,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.10.2018,5101000350,£530.10,RA & J Hinchcliffe Ltd,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.10.2018,5101002539,"£3,255.75",Whalley Rangers,,,,,
Manchester City Council,Housing Revenue Account,Catering,30.10.2018,5101002624,£574.95,Manchester City Galleries Dev Co,,,,,
Manchester City Council,Housing Revenue Account,Catering,30.10.2018,5101002746,£570.00,Manchester City Galleries Dev Co,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,30.10.2018,5100998617,"£4,629.00",Sumi Travel Ltd.,,,,,
Manchester City Council,Manchester Leisure,Legal Fees,30.10.2018,5101002852,-£600.00,Redacted Personal Information,,,,,
Manchester City Council,Manchester Leisure,Legal Fees,30.10.2018,5101002850,-£900.00,Redacted Personal Information,,,,,
Manchester City Council,Highways Services,Professional fees,30.10.2018,5101002500,"£1,150.00",Waterman Aspen Ltd,,,,,
Manchester City Council,Highways Services,Professional fees,30.10.2018,5101002536,"-£1,150.00",Waterman Aspen Ltd,,,,,
Manchester City Council,Manchester Leisure,Payments for services,30.10.2018,5101002533,"£4,000.00",Redacted Personal Information,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,30.10.2018,5101002582,£623.57,Quadrant Security Group,,,,,
Manchester City Council,Corporate Services,Long Term Debtors,30.10.2018,5101002901,"£176,932.19",Breckside Estates LLP,,,,,
