Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,27.09.2021,5105778521,"£29,424.70",Kier Construction Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,27.09.2021,5105778960,"£1,250.00",Stellar Network Solutions Ltd,,
Manchester City Council,Housing Revenue Account,Northwards Reps Fee,27.09.2021,5105778874,"£4,930.00",XXXNorthwards Housing Ltdxxx,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.09.2021,5105778989,"£113,493.08",A Connolly Limited,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.09.2021,5105778990,"£47,912.55",Manchester Working Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.09.2021,5105778877,"£38,372.74",Emanuel Whittaker Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.09.2021,5105779033,"£6,104.58",Rexel UK Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.09.2021,5105778875,"£5,822.74",Emanuel Whittaker Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.09.2021,5105779038,"£5,587.00",Rexel UK Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.09.2021,5105778876,"£2,474.65",Rexel UK Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.09.2021,5105778985,"£1,719.77",Rexel UK Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.09.2021,5105778878,"£1,698.40",Rexel UK Ltd,,
Manchester City Council,Chief Executives,Agency staff provision,27.09.2021,5105778929,"£20,831.98",Deekay Technical Recruitment Ltd,,
Manchester City Council,Chief Executives,Agency staff provision,27.09.2021,5105777068,"£4,800.00",Capita Resourcing Limited,,
Manchester City Council,Chief Executives,Agency staff provision,27.09.2021,5105779002,"£3,927.70",Eden Brown Synergy,,
Manchester City Council,Chief Executives,Agency staff provision,27.09.2021,5105779104,£801.46,Hays Personnel,,
Manchester City Council,Chief Executives,Agency staff provision,27.09.2021,5105778801,"-£4,800.00",Capita Resourcing Limited,,
Manchester City Council,Chief Executives,Printing,27.09.2021,5105779068,£837.60,Astra Signs,,
Manchester City Council,Chief Executives,Landline Telephone,27.09.2021,5105778751,"£1,891.68",Meridian Recovery Audit,,
Manchester City Council,Chief Executives,Mobilephone Charges,27.09.2021,1907357721,"£48,586.86",EE / Orange,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,27.09.2021,1907357726,"£14,164.06",Eurocities ASBL,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,27.09.2021,5105778992,£931.63,Portakabin Ltd,,
Manchester City Council,Regeneration Finance,Security,27.09.2021,5105778858,"£3,625.00",Ridge Park Security Ltd,,
Manchester City Council,Highways Services,Building Materials for direct delivery,27.09.2021,5105779074,"£1,133.83",Glasdon U.K. Limited,,
Manchester City Council,Highways Services,Building Materials for direct delivery,27.09.2021,5105778914,"£1,005.13",TARMAC,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,27.09.2021,5105778810,"£14,070.00",Fairway Landscapes Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,27.09.2021,5105778250,"£11,812.52",Rosgal Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,27.09.2021,5105778987,"£5,812.67",Verrus (UK) T/A paybyphone,,
Manchester City Council,Highways Services,Legal Fees,27.09.2021,1907354226,£688.00,Department For Work & Pensions,,
Manchester City Council,Highways Services,Professional fees,27.09.2021,5105779022,"£3,420.00",Halcyon Conservation Ltd,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,27.09.2021,5105778827,"£4,778.40",Fabrikat (Nottingham) Limited,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,27.09.2021,5105777790,"£4,007.70",Glasdon U.K. Limited,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,27.09.2021,5105778974,"£1,394.00",Kloeckner Metals UK,,
Manchester City Council,Manchester Leisure,Agency staff provision,28.09.2021,5105779103,"£2,439.40",Proventure Consulting,,
Manchester City Council,Manchester Leisure,Training and Development,28.09.2021,5105778807,£838.20,Break into Business Ltd,,
Manchester City Council,Manchester Leisure,Equipment,28.09.2021,5105779109,"£4,180.00",Solon Security Ltd,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",28.09.2021,1907356479,"£5,515.37",Hawk Incentives Limited,,
Manchester City Council,Manchester Leisure,Special Event,28.09.2021,1907356529,£500.00,Redacted Personal Information,,
Manchester City Council,Libraries and Theatres,Training and Development,28.09.2021,5105779034,£660.00,CIEH,,
Manchester City Council,Hospitality + Trading Services,Security,28.09.2021,5105777159,"£11,832.00",Showsec International Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,28.09.2021,5105779188,"£35,278.84",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,28.09.2021,5105779113,"£1,613.00",Obitus,,
Manchester City Council,Hospitality + Trading Services,Ext Sales - Other,28.09.2021,1907350392,"£1,377.32",Redacted Personal Information,,
Manchester City Council,Environment and Operations,Construction Works,28.09.2021,5105778855,"£26,474.37",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Childrens & Education Services,Signers/Interpreters,28.09.2021,5105779048,£798.40,Language Line Ltd,,
Manchester City Council,Childrens & Education Services,Professional fees,28.09.2021,5105779121,"£2,400.00",Cornerstone Design and Marketing,,
Manchester City Council,Childrens & Education Services,Professional fees,28.09.2021,5105778593,"£1,110.40",Forensic Testing Service Ltd,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,28.09.2021,5105778982,"£5,972.34",Cheadle Hulme High School,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,28.09.2021,5105778984,"-£3,367.67",Cheadle Hulme High School,,
Manchester City Council,Childrens & Education Services,Supporting People Payments,28.09.2021,5105779094,"£2,053.90",Child Action Northwest,,
Manchester City Council,Adult Social Care,Rents,28.09.2021,5105779056,"£82,007.14",Accommodation Links Ltd,,
Manchester City Council,Adult Social Care,Rents,28.09.2021,5105779073,"£12,674.08",K L Properties,,
Manchester City Council,Adult Social Care,Security,28.09.2021,5105779070,"£1,887.00",UNIQUE SPECIALIST SERVICES,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,28.09.2021,1907356505,"£1,456.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Stationery,28.09.2021,5105779049,"£1,500.00",Rotadex,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,28.09.2021,5105779055,"£22,116.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,28.09.2021,5105779058,"£14,919.48",On The Out CIC,,
Manchester City Council,Adult Social Care,Supporting People Payments,28.09.2021,5105779094,"£1,756.74",Child Action Northwest,,
Manchester City Council,Adult Social Care,Personal needs of client,28.09.2021,5105779024,"£2,999.00",James Leckey Design Ltd,,
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,28.09.2021,5105779057,"£14,965.44",Independent Living Alliance,,
Manchester City Council,Adult Social Care,Works and associated costs for Land and Buildings,28.09.2021,5105779099,"£1,050.00",Anderton Gables Limited,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907350061,"£20,000.00",Crompton Solicitors,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907345573,"£14,500.00",GLP Solicitors Bury,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907346344,"£14,000.00",Baker Reign Solicitors,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907345949,"£8,000.00",CEL Solicitors,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907326782,"£6,664.17",Emerald Law Solicitors,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907350453,"£6,000.00",Cheshire Estate & Legal,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907358170,"£3,500.00",Clear Law Solicitors,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907349963,"£3,000.00",Antony Hodari Holding Ltd,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907356278,"£3,000.00",Emerald Law Solicitors,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907350404,"£2,850.00",Redacted Personal Information,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907346275,"£1,850.00",Peasegoods,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907350454,"£1,709.78",Cheshire Estate & Legal,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907346283,"£1,354.00",Clear Law Solicitors,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907350403,"£1,100.00",Redacted Personal Information,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907326764,"£1,000.00",Peasegoods,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907340158,£752.54,High Street Solicitors,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907358171,£750.00,CEL Solicitors,,
Manchester City Council,Corporate Services,Legal Fees,28.09.2021,1907346277,£546.00,XXXNorthwards Housing Ltdxxx,,
Manchester City Council,Corporate Services,Professional fees,28.09.2021,5105779089,£780.00,Turner & Townsend Project,,
Manchester City Council,Corporate Services,Professional fees,28.09.2021,5105779090,-£780.00,Turner & Townsend Project,,
Manchester City Council,Chief Executives,Vehicle Hire Costs,28.09.2021,5105779190,£642.42,Manchester Van Hire Ltd,,
Manchester City Council,Chief Executives,Professional fees,28.09.2021,5105778788,"£2,744.28",Foreign and Commonwealth Office,,
Manchester City Council,Chief Executives,Professional fees,28.09.2021,5105779102,"£1,500.00",Penna PLC,,
Manchester City Council,Chief Executives,ICT Sup & Maintnance,28.09.2021,5105779111,"£51,275.00",ICT Revolutions Ltd,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,28.09.2021,5105779060,"£9,523.33",Manchester Camerata,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,28.09.2021,5105779059,"£75,000.00",Topic Plan Energy Ltd,,
Manchester City Council,Regeneration Finance,Legal Fees,28.09.2021,5105779114,"£2,036.00",DWF LLP,,
Manchester City Council,Regeneration Finance,Legal Fees,28.09.2021,5105778860,"£1,350.00",Redacted Personal Information,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,28.09.2021,5105778445,"£10,560.00",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,28.09.2021,5105778316,"£2,304.00",Fairway Landscapes Ltd,,
Manchester City Council,Highways Services,Legal Fees,28.09.2021,1907358169,"£9,410.00",Jefferies Solicitors,,
Manchester City Council,Highways Services,Professional fees,28.09.2021,5105778872,"£4,987.00",Mace Cost Consultancy Ltd,,
Manchester City Council,Highways Services,Professional fees,28.09.2021,5105778871,"£3,993.00",Mace Cost Consultancy Ltd,,
Manchester City Council,Highways Services,Professional fees,28.09.2021,5105779067,"£3,060.00",Pell Frischmann Consultants Ltd,,
Manchester City Council,Highways Services,Professional fees,28.09.2021,5105779107,"-£4,987.00",Mace Cost Consultancy Ltd,,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,28.09.2021,5105779093,"£6,465.68",Salford City Council,,
Manchester City Council,Manchester Leisure,Equipment,29.09.2021,5105779174,"£12,276.00",MGB Plastics Limited,,
Manchester City Council,Manchester Leisure,Equipment,29.09.2021,5105779143,"£12,097.20",Cromwell Polythene Limited,,
Manchester City Council,Manchester Leisure,Equipment,29.09.2021,5105779372,"£1,651.25",Fast Hire UK,,
Manchester City Council,Manchester Leisure,Professional fees,29.09.2021,5105778538,£850.00,Amity Community Action CIC,,
Manchester City Council,Manchester Leisure,Professional fees,29.09.2021,5105779130,"£10,433.57",British Cycling Events Limited,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.09.2021,5105779193,"£1,000.00",Chorlton Park White House Project,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.09.2021,5105779227,£900.00,Tin Pan Alley Gardens,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,29.09.2021,5105779152,£980.40,Kikkerland Europe BV,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,29.09.2021,1907359972,£560.32,Flensted Mobiles,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,29.09.2021,5105779125,-£980.40,Kikkerland Europe BV,,
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,29.09.2021,5105779128,"£1,720.00",Pest Bird Control Ltd,,
Manchester City Council,Hospitality + Trading Services,Insurance,29.09.2021,1907356499,£798.00,Zurich Municipal,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,29.09.2021,5105779342,"£1,985.19",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Professional fees,29.09.2021,5105779223,£750.00,Jacobs UK Ltd,,
Manchester City Council,Environment and Operations,Construction Works,29.09.2021,5105779170,"£170,608.11",Balfour Beatty Living Places Ltd,,
Manchester City Council,Environment and Operations,Construction Works,29.09.2021,5105778917,"£1,874.18",Amey Highways Lighting (Manchester),,
Manchester City Council,Childrens & Education Services,Storage Costs,29.09.2021,5105779208,"£2,344.80",Iron Mountain,,
Manchester City Council,Childrens & Education Services,Storage Costs,29.09.2021,5105779218,"£1,113.00",Iron Mountain,,
Manchester City Council,Childrens & Education Services,Transport Taxis,29.09.2021,5105779249,£621.35,Cresta Car Hire,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29.09.2021,5105779185,"£1,440.00",Redacted Personal Information,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29.09.2021,5105779184,"£1,320.00",Redacted Personal Information,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,29.09.2021,5105779232,"£8,499.12",Delamere School,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,29.09.2021,5105779173,"£3,100.33",Bolton Mbc,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,29.09.2021,5105779222,£763.00,Cheadle Primary School,,
Manchester City Council,Childrens & Education Services,Payments for services,29.09.2021,5105779163,"£2,806.92",Reed Employment Plc,,
Manchester City Council,Adult Social Care,Agency staff provision,29.09.2021,5105779345,"£11,489.00",Healthwork Ltd,,
Manchester City Council,Adult Social Care,Agency staff provision,29.09.2021,5105779344,"£7,645.00",Healthwork Ltd,,
Manchester City Council,Adult Social Care,Rents,29.09.2021,5105779201,"£34,833.64",Housing Social Ltd,,
Manchester City Council,Adult Social Care,Rents,29.09.2021,5105779198,"£12,589.48",K L Properties,,
Manchester City Council,Adult Social Care,Rents,29.09.2021,5105779191,"£4,813.37",Houses4Homes 4U Ltd,,
Manchester City Council,Adult Social Care,Rents,29.09.2021,5105779231,"£4,359.01",Housing Social Ltd,,
Manchester City Council,Adult Social Care,Equipment,29.09.2021,5105779177,£799.90,Sarabec Limited,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",29.09.2021,5105779168,£800.00,Camilla Carpets Ltd,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,29.09.2021,5105779200,"£21,369.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,29.09.2021,5105779189,"£13,462.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29.09.2021,5105776330,"£662,713.00",Change Grow Live,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29.09.2021,5105777960,"-£34,921.55",Change Grow Live,,
Manchester City Council,Adult Social Care,Supported Accommodation,29.09.2021,5105779123,£788.84,The Guinness Partnership Ltd,,
Manchester City Council,Adult Social Care,Personal needs of client,29.09.2021,5105779160,"£2,493.00",James Leckey Design Ltd,,
Manchester City Council,Corporate Services,Car Parking Permits,29.09.2021,5105779127,"£1,149.00",British Parking Association,,
Manchester City Council,Corporate Services,Travel Season TLS,29.09.2021,5105779167,£570.00,Stagecoach Manchester,,
Manchester City Council,Corporate Services,Fees,29.09.2021,1907358180,"£4,449.05",CDER GROUP LIMITED,,
Manchester City Council,Corporate Services,WPS Awards,29.09.2021,5105779237,£677.03,Furniture Resource Centre Ltd,,
Manchester City Council,Corporate Services,Fees,29.09.2021,1907358180,"-£4,449.05",CDER GROUP LIMITED,,
Manchester City Council,Housing Revenue Account,Peaks & Plains Mgmt,29.09.2021,5105779197,"£4,722.77",Cheshire Peaks & Plains,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,29.09.2021,5105779153,"£650,977.40",S4B Limited,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,29.09.2021,5105779154,"£467,343.33",Grove Village Ltd,,
Manchester City Council,Chief Executives,Equipment,29.09.2021,5105779110,£565.00,Back Care Solutions Ltd,,
Manchester City Council,Chief Executives,Legal Fees,29.09.2021,5105779206,"£3,296.17",Russell & Russell Solicitors LLP,,
Manchester City Council,Chief Executives,Professional fees,29.09.2021,5105779242,£940.24,Waddington & Son Solicitors,,
Manchester City Council,Chief Executives,Postage,29.09.2021,5105779180,"£6,138.73",Whistl North Ltd,,
Manchester City Council,Chief Executives,Data Links,29.09.2021,5105779142,"£2,833.34",The Loop t/a Gamma Telecom Ltd,,
Manchester City Council,Chief Executives,I T Provision,29.09.2021,5105779156,"£4,500.00",Zipporah Ltd,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29.09.2021,5105778197,"£11,017.00",Turner & Townsend Cost,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29.09.2021,5105779205,"£3,600.00",Vectos (North) Limited,,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,29.09.2021,5105779164,"£214,882.29",ENGIE Services Ltd,,
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,29.09.2021,5105779171,"£3,448.54",VIP-System Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,29.09.2021,5105779223,£581.00,Jacobs UK Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,29.09.2021,5105779159,"£6,500.00",Cushman & Wakefield,,
Manchester City Council,Regeneration Finance,Professional fees,29.09.2021,5105779150,"£2,900.00",Redacted Personal Information,,
Manchester City Council,Regeneration Finance,Professional fees,29.09.2021,5105779223,£530.00,Jacobs UK Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,29.09.2021,5105779226,"£39,288.44",Rosgal Ltd,,
Manchester City Council,Highways Services,Legal Fees,29.09.2021,5105779155,£710.00,Redacted Personal Information,,
Manchester City Council,Highways Services,Professional fees,29.09.2021,5105779108,"£4,987.00",Mace Cost Consultancy Ltd,,
Manchester City Council,General Fund,Levies,29.09.2021,1907198481,"£57,779.74",Environment Agency,,
Manchester City Council,Manchester Leisure,Agency staff provision,30.09.2021,5105779346,"£5,994.00",Proventure Consulting,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.09.2021,5105778955,"£1,950.00",Willfab Ltd,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.09.2021,5105778826,£575.00,Flowprotect Ltd,,
Manchester City Council,Manchester Leisure,Works Health and Safety related,30.09.2021,5105778281,"£1,400.00",Groundwork Landscapes Ltd,,
Manchester City Council,Manchester Leisure,Refuse Collection,30.09.2021,5105779268,"£1,181.91",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Refuse Collection,30.09.2021,5105779266,"£1,069.61",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Travel,30.09.2021,1907360635,-£667.20,Diversity Travel Ltd,,
Manchester City Council,Manchester Leisure,Equipment,30.09.2021,5105779176,"£5,750.00",Massey & Harris (Engrg) Ltd,,
Manchester City Council,Manchester Leisure,Equipment,30.09.2021,5105776164,£751.90,Landscape Supply Company,,
Manchester City Council,Manchester Leisure,Equipment,30.09.2021,5105779192,£750.00,Massey & Harris (Engrg) Ltd,,
Manchester City Council,Manchester Leisure,Equipment,30.09.2021,5105778425,£573.56,Sign-It-Up,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.09.2021,5105779364,"£1,380.00",Willfab Ltd,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30.09.2021,5105779040,£507.00,Eagle Containers Ltd,,
Manchester City Council,Manchester Leisure,Hire of Machinery,30.09.2021,5105777984,£625.00,T.H. Horn Ltd,,
Manchester City Council,Manchester Leisure,Hire of Equipment,30.09.2021,5105779368,"£3,250.00",Space Stage Ltd,,
Manchester City Council,Manchester Leisure,Hire of Equipment,30.09.2021,5105779157,"£3,000.00",Space Stage Ltd,,
Manchester City Council,Manchester Leisure,Hire of Equipment,30.09.2021,5105779367,"-£3,000.00",Space Stage Ltd,,
Manchester City Council,Manchester Leisure,Stationery,30.09.2021,5105779358,£995.00,Hemingways Marketing Services Ltd,,
Manchester City Council,Manchester Leisure,Professional fees,30.09.2021,5105779434,£878.56,SMS Solar Maintenance Services,,
Manchester City Council,Manchester Leisure,Professional fees,30.09.2021,5105779505,"-£50,000.00",Manchester Concert Hall Limited,,
Manchester City Council,Manchester Leisure,Professional fees,30.09.2021,5105777077,"£7,879.00",SEP Ltd,,
Manchester City Council,Manchester Leisure,Professional fees,30.09.2021,5105779394,"£3,602.65",Experian Limited,,
Manchester City Council,Manchester Leisure,Professional fees,30.09.2021,5105779489,"£1,400.00",Reform Radio CIC,,
Manchester City Council,Manchester Leisure,Professional fees,30.09.2021,5105779300,"£1,000.00",Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Professional fees,30.09.2021,5105776310,£727.49,Shoppertrak Ltd,,
Manchester City Council,Manchester Leisure,Testing Fees,30.09.2021,5105779327,"£2,515.00",County Scientific Services,,
Manchester City Council,Manchester Leisure,Landline Telephone,30.09.2021,5105771567,"£1,771.26",Windsor Telecom,,
Manchester City Council,Manchester Leisure,Landline Telephone,30.09.2021,5105778398,"£1,771.26",Windsor Telecom,,
Manchester City Council,Manchester Leisure,Landline Telephone,30.09.2021,5105778399,"£1,771.26",Windsor Telecom,,
Manchester City Council,Manchester Leisure,ICT Sup & Maintnance,30.09.2021,5105779301,"£6,946.05",8x8 UK Ltd,,
Manchester City Council,Manchester Leisure,I T Provision,30.09.2021,5105779318,"£8,437.50",Idox Software Ltd,,
Manchester City Council,Manchester Leisure,Computer Licenses,30.09.2021,5105776238,"£2,192.48",Trustmarque Solutions Ltd,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.09.2021,5105778390,"£91,765.00",4CT Limited,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,30.09.2021,5105778417,"£5,000.00",4CT Limited,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,30.09.2021,5105779438,"£1,550.89",Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,30.09.2021,1907360493,"£7,721.00",Creditsafe Business Solutions Ltd,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,30.09.2021,1907360477,£510.09,Askews and Holts,,
Manchester City Council,Manchester Leisure,Special Event,30.09.2021,5105779316,"£2,200.00",Event Technical Support,,
Manchester City Council,Manchester Leisure,Special Event,30.09.2021,5105779315,"£1,250.00",Event Technical Support,,
Manchester City Council,Manchester Leisure,Special Event,30.09.2021,1907351010,"£1,225.00",Ashfield Ventures Ltd,,
Manchester City Council,Manchester Leisure,Special Event,30.09.2021,5105779494,"£1,136.00",Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Special Event,30.09.2021,5105779493,"£1,109.16",Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Special Event,30.09.2021,5105779314,£900.00,Event Technical Support,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,30.09.2021,5105779124,"£2,750.00",Marston & Grundy LLP,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,30.09.2021,5105779031,"£2,477.10",Wisteria Consultancy,,
Manchester City Council,Hospitality + Trading Services,Training and Development,30.09.2021,5105779395,"£2,100.00",Killgerm Chemicals Ltd,,
Manchester City Council,Hospitality + Trading Services,Rents,30.09.2021,1700124454,-£544.55,St Modwen Corporate Services Ltd,,
Manchester City Council,Hospitality + Trading Services,Rents,30.09.2021,1700124450,-£828.48,St Modwen Corporate Services Ltd,,
Manchester City Council,Hospitality + Trading Services,Rents,30.09.2021,1700124453,"-£1,035.47",St Modwen Corporate Services Ltd,,
Manchester City Council,Hospitality + Trading Services,Rents,30.09.2021,1700124449,"-£1,575.27",St Modwen Corporate Services Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,30.09.2021,5105779041,"£1,985.19",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,30.09.2021,5105779341,"-£1,985.19",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.09.2021,5105777890,"£63,242.50",Ralph Livesey Ltd,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,30.09.2021,5105777891,"£30,464.38",Ralph Livesey Ltd,,
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,30.09.2021,5105779396,£898.80,Treasured Memories Ltd,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,30.09.2021,1907350462,£727.00,Redacted Personal Information,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779381,"£200,000.00",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779382,"£104,822.04",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779371,"£34,374.84",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779186,"£17,445.91",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105778623,"£11,400.00",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779385,"£10,999.78",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779288,"£9,629.75",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779384,"£6,914.57",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779187,"£4,685.21",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779383,"£3,070.31",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105776230,"£1,867.51",Wilde Consultants Ltd,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105775991,"£1,703.95",Transport for Greater Manchester,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779487,"£1,410.00",Rosgal Ltd,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105779172,"£1,331.20",Bt Repayments And Claims Group,,
Manchester City Council,Environment and Operations,Construction Works,30.09.2021,5105777427,£660.00,Cycloan Educ & Restorative Approach,,
Manchester City Council,Childrens & Education Services,GRIR,30.09.2021,5105776377,"£846,000.00",Manchester College,,
Manchester City Council,Childrens & Education Services,GRIR,30.09.2021,5105776379,"£329,000.00",Manchester College,,
Manchester City Council,Childrens & Education Services,Rents,30.09.2021,5105778071,"£1,220.21",Commercial Real Estates Management,,
Manchester City Council,Childrens & Education Services,Refuse Collection,30.09.2021,5105776135,£532.93,Biffa Municipal Limited,,
Manchester City Council,Childrens & Education Services,Hire of Premises,30.09.2021,5105779149,£629.25,Greater Manchester Police Sports &,,
